,-7
0,-8
1,-6
2,-1
3,3
4,10
5,12
6,14
7,8
8,2
9,-2
10,-1
11,1
12,4
13,-1
14,-6
15,-13
16,-21
17,-24
18,-30
19,-34
20,-36
21,-35
22,-32
23,-26
24,-21
25,-25
26,-30
27,-31
28,-31
29,-29
30,-29
31,-22
32,-21
33,-14
34,-1
35,8
36,15
37,27
38,27
39,37
40,43
41,48
42,43
43,39
44,32
45,35
46,37
47,40
48,37
49,39
50,41
51,35
52,31
53,23
54,17
55,13
56,12
57,13
58,13
59,14
60,12
61,15
62,11
63,10
64,8
65,7
66,12
67,19
68,28
69,38
70,50
71,62
72,72
73,85
74,94
75,99
76,97
77,94
78,87
79,78
80,66
81,53
82,36
83,29
84,28
85,30
86,37
87,45
88,50
89,52
90,56
91,63
92,63
93,63
94,60
95,58
96,57
97,47
98,40
99,31
100,28
101,20
102,7
103,-9
104,-24
105,-30
106,-35
107,-29
108,-20
109,-11
110,-5
111,0
112,4
113,2
114,0
115,4
116,9
117,7
118,11
119,7
120,4
121,1
122,1
123,4
124,3
125,8
126,9
127,13
128,11
129,13
130,12
131,9
132,9
133,2
134,-4
135,-10
136,-14
137,-14
138,-15
139,-11
140,-12
141,-15
142,-21
143,-26
144,-30
145,-32
146,-28
147,-25
148,-19
149,-13
150,-9
151,-4
152,0
153,7
154,12
155,17
156,9
157,12
158,13
159,19
160,25
161,35
162,37
163,39
164,36
165,33
166,34
167,42
168,48
169,45
170,40
171,35
172,30
173,19
174,11
175,15
176,20
177,25
178,27
179,26
180,29
181,28
182,32
183,28
184,35
185,36
186,42
187,40
188,38
189,51
190,53
191,59
192,51
193,53
194,71
195,103
196,122
197,126
198,123
199,120
200,116
201,117
202,121
203,124
204,120
205,120
206,118
207,111
208,100
209,88
210,71
211,56
212,46
213,32
214,22
215,14
216,14
217,15
218,24
219,30
220,33
221,29
222,24
223,21
224,17
225,9
226,2
227,-4
228,-7
229,-6
230,-2
231,-1
232,-4
233,-2
234,2
235,5
236,7
237,4
238,2
239,2
240,6
241,9
242,12
243,15
244,12
245,5
246,1
247,-1
248,1
249,1
250,-1
251,-11
252,-27
253,-48
254,-63
255,-69
256,-73
257,-64
258,-70
259,-76
260,-83
261,-84
262,-84
263,-86
264,-80
265,-78
266,-78
267,-75
268,-71
269,-65
270,-54
271,-43
272,-32
273,-26
274,-15
275,4
276,20
277,37
278,44
279,47
280,46
281,41
282,33
283,29
284,34
285,43
286,58
287,63
288,71
289,75
290,75
291,76
292,84
293,91
294,96
295,103
296,106
297,105
298,106
299,110
300,115
301,118
302,120
303,121
304,127
305,130
306,135
307,136
308,128
309,124
310,121
311,121
312,117
313,113
314,106
315,95
316,92
317,85
318,78
319,69
320,62
321,57
322,50
323,49
324,44
325,40
326,36
327,35
328,36
329,39
330,41
331,40
332,38
333,39
334,44
335,39
336,42
337,39
338,35
339,27
340,20
341,20
342,16
343,21
344,27
345,38
346,45
347,50
348,59
349,60
350,64
351,69
352,81
353,89
354,90
355,88
356,83
357,90
358,102
359,114
360,120
361,131
362,137
363,140
364,135
365,128
366,122
367,109
368,108
369,104
370,100
371,95
372,94
373,90
374,82
375,73
376,64
377,56
378,49
379,44
380,42
381,38
382,37
383,31
384,19
385,6
386,-3
387,-12
388,-22
389,-23
390,-27
391,-26
392,-27
393,-25
394,-31
395,-33
396,-33
397,-32
398,-34
399,-38
400,-40
401,-43
402,-43
403,-48
404,-52
405,-57
406,-59
407,-61
408,-61
409,-61
410,-55
411,-54
412,-50
413,-45
414,-37
415,-27
416,-17
417,-7
418,3
419,12
420,22
421,31
422,34
423,37
424,44
425,49
426,46
427,36
428,25
429,18
430,19
431,24
432,29
433,31
434,33
435,29
436,28
437,29
438,34
439,41
440,44
441,53
442,59
443,64
444,70
445,79
446,87
447,89
448,94
449,94
450,95
451,91
452,92
453,87
454,82
455,84
456,83
457,83
458,77
459,76
460,69
461,70
462,63
463,58
464,48
465,41
466,32
467,18
468,10
469,10
470,12
471,11
472,9
473,5
474,0
475,-2
476,-6
477,-7
478,-9
479,-10
480,-3
481,8
482,18
