,59
0,52
1,51
2,46
3,43
4,43
5,36
6,26
7,14
8,6
9,-6
10,-14
11,-19
12,-19
13,-19
14,-13
15,-5
16,-1
17,11
18,19
19,23
20,24
21,26
22,23
23,21
24,22
25,13
26,3
27,-7
28,-17
29,-26
30,-31
31,-32
32,-32
33,-26
34,-19
35,-7
36,-1
37,7
38,11
39,16
40,17
41,23
42,41
43,54
44,65
45,72
46,74
47,74
48,73
49,75
50,71
51,70
52,66
53,55
54,42
55,32
56,31
57,31
58,33
59,37
60,42
61,42
62,39
63,39
64,43
65,47
66,55
67,60
68,61
69,57
70,48
71,33
72,17
73,6
74,8
75,15
76,20
77,24
78,29
79,33
80,36
81,45
82,51
83,56
84,65
85,69
86,65
87,58
88,52
89,47
90,39
91,36
92,31
93,45
94,69
95,110
96,184
97,350
98,581
99,784
100,896
101,921
102,928
103,917
104,876
105,796
106,707
107,633
108,564
109,498
110,432
111,372
112,333
113,314
114,306
115,301
116,297
117,286
118,277
119,272
120,269
121,268
122,269
123,270
124,265
125,264
126,261
127,256
128,242
129,229
130,218
131,203
132,187
133,169
134,151
135,133
136,119
137,102
138,85
139,70
140,55
141,38
142,18
143,0
144,-14
145,-21
146,-24
147,-27
148,-38
149,-54
150,-68
151,-87
152,-105
153,-125
154,-139
155,-153
156,-166
157,-177
158,-189
159,-199
160,-208
161,-211
162,-215
163,-222
164,-229
165,-240
166,-250
167,-246
168,-239
169,-228
170,-219
171,-209
172,-200
173,-202
174,-207
175,-209
176,-216
177,-216
178,-216
179,-214
180,-216
181,-218
182,-221
183,-220
184,-213
185,-206
186,-198
187,-201
188,-198
189,-191
190,-184
191,-177
192,-175
193,-176
194,-180
195,-175
196,-167
197,-162
198,-152
199,-150
200,-149
201,-152
202,-153
203,-156
204,-160
205,-170
206,-172
207,-177
208,-181
209,-180
210,-181
211,-176
212,-167
213,-158
214,-145
215,-143
216,-138
217,-133
218,-127
219,-119
220,-111
221,-105
222,-100
223,-90
224,-90
225,-90
226,-90
227,-85
228,-78
229,-74
230,-73
231,-69
232,-72
233,-72
234,-76
235,-87
236,-84
237,-85
238,-83
239,-88
240,-88
241,-80
242,-75
243,-72
244,-71
245,-79
246,-87
247,-85
248,-75
249,-62
250,-53
251,-53
252,-55
253,-60
254,-61
255,-60
256,-62
257,-65
258,-64
259,-61
260,-69
261,-70
262,-75
263,-76
264,-71
265,-64
266,-55
267,-54
268,-49
269,-44
270,-37
271,-32
272,-18
273,-8
274,0
275,4
276,10
277,8
278,9
279,6
280,-9
281,-25
282,-31
283,-37
284,-38
285,-41
286,-36
287,-39
288,-35
289,-32
290,-31
291,-27
292,-20
293,-10
294,3
295,15
296,22
297,22
298,20
299,18
300,20
301,14
302,14
303,7
304,-8
305,-22
306,-31
307,-29
308,-28
309,-27
310,-32
311,-30
312,-31
313,-30
314,-32
315,-38
316,-44
317,-46
318,-41
319,-32
320,-11
321,5
322,8
323,12
324,11
325,18
326,18
327,19
328,19
329,23
330,26
331,34
332,42
333,44
334,46
335,43
336,37
337,40
338,48
339,52
340,50
341,43
342,33
343,26
344,25
345,37
346,49
347,71
348,89
349,101
350,103
351,103
352,106
353,105
354,103
355,100
356,93
357,85
358,75
359,67
360,57
361,53
362,50
363,46
364,43
365,38
366,37
367,38
368,44
369,56
370,62
371,60
372,58
373,55
374,53
375,58
376,64
377,69
378,68
379,73
380,72
381,75
382,81
383,94
384,102
385,107
386,112
387,114
388,115
389,109
390,106
391,106
392,102
393,98
394,88
395,78
396,65
397,59
398,50
399,45
400,44
401,45
402,47
403,52
404,70
405,89
406,110
407,125
408,124
409,118
410,107
411,102
412,91
413,85
414,74
415,68
416,57
417,46
418,36
419,32
420,33
421,44
422,54
423,57
424,57
425,57
426,64
427,76
428,91
429,104
430,103
431,105
432,100
433,97
434,102
435,111
436,121
437,120
438,117
439,103
440,94
441,93
442,95
443,96
444,93
445,100
446,101
447,97
448,84
449,79
450,80
451,84
452,90
453,90
454,87
455,82
456,80
457,56
458,28
459,14
460,13
461,31
462,49
463,72
464,93
465,108
466,113
467,107
468,93
469,76
470,63
471,55
472,50
473,52
474,44
475,43
476,42
477,49
478,53
479,62
480,68
481,70
482,67
483,65
484,65
485,70
486,76
487,86
488,91
489,93
490,91
491,84
492,79
493,67
494,66
495,57
496,46
497,38
498,32
499,26
500,22
501,19
502,18
503,16
504,21
505,20
506,20
507,21
508,23
509,27
510,30
511,40
512,56
513,69
514,81
515,88
516,94
517,95
518,94
519,87
520,73
521,53
522,38
523,21
524,9
525,0
526,-7
527,-20
528,-25
529,-27
530,-29
531,-31
532,-30
533,-34
534,-37
535,-38
536,-31
537,-21
538,-11
539,2
540,4
541,8
542,5
543,3
544,-7
545,-7
546,-11
547,-10
548,-15
549,-16
550,-11
551,-3
552,8
553,23
554,34
555,45
556,58
557,63
558,64
559,68
560,77
561,82
562,82
563,75
564,63
565,49
566,42
567,40
568,35
569,27
570,19
571,13
572,10
573,16
574,32
575,49
576,70
577,89
578,105
579,114
580,118
581,122
582,118
583,113
584,102
585,90
586,77
587,68
588,65
589,58
590,55
591,51
592,45
593,33
594,21
595,12
596,13
597,22
598,37
599,57
600,75
601,95
602,110
603,120
604,126
605,136
606,143
607,146
608,148
609,148
610,140
611,136
612,126
613,114
614,95
615,78
616,60
617,49
618,41
619,41
620,42
621,41
622,38
623,27
624,18
625,13
626,20
627,33
628,41
629,57
630,66
631,69
632,63
633,60
634,57
635,60
