,18
0,2
1,-8
2,-16
3,-14
4,0
5,10
6,9
7,5
8,18
9,24
10,33
11,41
12,47
13,52
14,61
15,65
16,57
17,60
18,60
19,63
20,55
21,49
22,42
23,36
24,33
25,26
26,22
27,18
28,16
29,8
30,4
31,-1
32,-3
33,-7
34,-22
35,-34
36,-34
37,-53
38,-60
39,-54
40,-39
41,-7
42,12
43,33
44,38
45,33
46,33
47,34
48,31
49,22
50,18
51,10
52,5
53,10
54,20
55,29
56,38
57,42
58,18
59,4
60,18
61,73
62,109
63,132
64,123
65,118
66,107
67,89
68,70
69,55
70,51
71,41
72,24
73,7
74,-9
75,-6
76,-5
77,0
78,2
79,0
80,-3
81,-1
82,2
83,-4
84,-9
85,-19
86,-21
87,-10
88,11
89,54
90,79
91,89
92,49
93,-27
94,-108
95,-123
96,-67
97,-4
98,53
99,58
100,61
101,61
102,63
103,55
104,40
105,25
106,15
107,8
108,-1
109,0
110,-9
111,-21
112,-29
113,-33
114,-37
115,-38
116,-36
117,-34
118,-36
119,-39
120,-39
121,-40
122,-35
123,-33
124,-33
125,-34
126,-36
127,-32
128,-36
129,-33
130,-31
131,-31
132,-32
133,-36
134,-34
135,-37
136,-36
137,-32
138,-29
139,-29
140,-34
141,-33
142,-39
143,-42
144,-43
145,-45
146,-52
147,-59
148,-56
149,-55
150,-51
151,-54
152,-57
153,-69
154,-73
155,-88
156,-105
157,-110
158,-92
159,-57
160,-23
161,14
162,33
163,43
164,48
165,54
166,47
167,34
168,18
169,6
170,-5
171,-11
172,-6
173,6
174,15
175,30
176,42
177,50
178,56
179,59
180,54
181,47
182,46
183,49
184,51
185,54
186,63
187,62
188,67
189,74
190,75
191,71
192,66
193,69
194,62
195,63
196,58
197,52
198,44
199,35
200,36
201,29
202,29
203,29
204,34
205,34
206,32
207,39
208,38
209,41
210,43
211,46
212,45
213,43
214,38
215,28
216,21
217,21
218,15
219,6
220,5
221,-7
222,-17
223,-29
224,-34
225,-26
226,-21
227,-6
228,1
229,17
230,29
231,42
232,49
233,42
234,48
235,38
236,32
237,20
238,12
239,3
240,7
241,14
242,21
243,28
244,29
245,33
246,29
247,31
248,37
249,39
250,41
251,40
252,42
253,40
254,39
255,47
256,52
257,59
258,59
259,63
260,61
261,66
262,67
263,71
264,64
265,60
266,58
267,55
268,55
269,53
270,56
271,55
272,55
273,56
274,48
275,45
276,43
277,47
278,43
279,46
280,37
281,27
282,18
283,13
284,12
285,1
286,5
287,0
288,-2
289,3
290,8
291,18
292,23
293,30
294,28
295,19
296,7
297,-6
298,-16
299,-28
300,-18
301,-10
302,3
303,10
304,22
305,25
306,36
307,41
308,45
309,38
310,33
311,27
312,21
313,9
314,-2
315,-10
316,-22
317,-24
318,-16
319,-11
320,3
321,25
322,32
323,46
324,49
325,52
326,46
327,50
328,55
329,58
330,54
331,50
332,46
333,45
334,40
335,44
336,44
337,35
338,24
339,9
340,-7
341,-7
342,-5
343,1
344,-6
345,-14
346,-20
347,-27
348,-30
349,-28
350,-28
351,-34
352,-21
353,-15
354,-10
355,-6
356,-3
357,1
358,-1
359,-4
360,-16
361,-31
362,-51
363,-64
364,-74
365,-80
366,-75
367,-70
368,-64
369,-59
370,-51
371,-47
372,-38
373,-29
374,-27
375,-27
376,-30
377,-22
378,-22
379,-10
380,-1
381,-1
382,1
383,2
384,16
385,21
386,30
387,39
388,42
389,42
390,39
391,41
392,32
393,33
394,31
395,35
396,33
397,41
398,53
399,58
400,61
401,62
402,64
403,60
404,64
405,64
406,60
407,57
408,54
409,49
410,42
411,40
412,36
413,28
414,16
415,8
416,-3
417,-15
418,-14
419,-15
420,-3
421,8
422,26
423,34
424,34
425,33
426,21
427,10
428,-7
429,-7
430,-16
431,-14
432,-13
433,-8
434,-2
435,7
436,19
437,25
438,29
439,34
440,33
441,25
442,17
443,13
444,8
445,11
446,13
447,13
448,15
449,12
450,19
451,12
452,14
453,16
454,28
455,42
456,47
457,50
458,45
459,51
460,58
461,69
462,66
463,72
464,71
465,64
466,59
467,50
468,38
469,16
470,-4
471,-27
472,-41
473,-48
474,-42
475,-35
476,-27
477,-13
478,-5
479,-4
480,-14
481,-38
482,-59
483,-73
484,-61
485,-43
486,-28
487,-21
488,-22
489,-27
490,-34
491,-39
492,-50
493,-57
494,-70
495,-72
496,-81
497,-77
498,-66
499,-53
500,-42
501,-38
502,-33
503,-37
504,-34
505,-32
506,-27
507,-25
508,-23
509,-16
510,-14
511,-6
512,1
513,-1
514,-7
515,-8
516,-9
517,-15
518,-9
519,-10
520,-6
521,-13
522,-14
523,-14
524,-13
525,-12
526,-7
527,-4
528,-6
529,-4
530,-6
531,-12
532,-8
533,-10
534,-7
535,-7
536,-1
537,-2
538,-5
539,-7
540,-7
541,-8
542,-16
543,-17
544,-23
545,-27
546,-29
547,-28
548,-31
549,-27
550,-19
551,-8
552,-1
553,5
554,15
555,27
556,36
557,48
558,46
559,43
560,39
561,43
562,40
563,44
564,46
565,47
566,40
567,35
568,40
569,39
570,49
571,52
572,53
573,45
574,38
575,39
576,32
577,32
578,33
579,30
580,24
581,13
582,11
583,1
584,15
585,33
586,47
587,53
588,43
589,18
590,-19
591,-40
592,-50
593,-36
594,-21
595,-3
596,9
597,9
598,14
599,11
600,8
601,-8
602,-14
603,-25
604,-28
605,-36
606,-37
607,-41
608,-45
609,-54
610,-57
611,-61
612,-56
613,-46
614,-39
615,-29
616,-16
617,-13
618,-12
619,-6
620,2
621,16
622,25
623,34
624,32
625,22
626,3
627,-8
628,-22
629,-24
630,-18
631,-12
632,-4
633,0
634,17
635,21
636,29
637,33
638,24
639,18
640,21
641,29
642,36
643,56
644,94
645,128
646,130
647,115
648,96
649,88
650,90
651,90
652,96
653,90
654,84
655,75
656,64
657,58
658,56
659,57
660,49
661,43
662,29
663,17
664,10
665,10
666,15
667,14
668,13
669,11
670,7
671,-1
672,-5
673,-11
674,-15
675,-10
676,-5
677,5
678,23
679,41
680,36
681,23
682,-8
683,-30
684,-32
685,-22
686,5
687,15
688,20
689,25
690,16
691,10
692,-6
693,-13
694,-25
695,-26
696,-23
697,-14
698,-6
699,-4
700,1
701,-7
702,-17
703,-29
704,-39
705,-46
706,-41
707,-31
708,-24
709,-10
710,3
711,14
712,19
713,21
714,21
715,15
716,10
717,7
718,8
719,5
720,8
721,6
722,1
723,-2
724,-1
725,5
726,-2
727,5
728,2
729,2
730,-1
731,1
732,-2
733,-7
734,-3
735,-6
736,-9
737,-7
738,-2
739,-1
740,-6
741,0
742,0
743,6
744,7
745,11
746,1
747,-8
748,-17
749,-20
750,-26
751,-27
752,-25
753,-23
754,-20
755,-12
756,-12
757,-3
758,11
759,35
760,48
761,50
762,44
763,26
764,7
765,-10
766,-11
767,-15
768,-4
769,11
770,21
771,24
772,26
773,31
774,30
775,31
776,26
777,16
778,2
779,-3
780,1
781,14
782,26
783,40
784,52
785,58
786,68
787,65
788,55
789,42
790,33
791,31
792,35
793,42
794,37
795,34
796,32
797,40
798,53
799,63
800,77
801,79
802,73
803,65
804,70
805,75
806,73
807,66
808,54
809,52
810,55
811,59
812,51
813,47
814,46
815,46
816,49
817,42
818,46
819,36
820,32
821,28
822,19
823,12
824,4
825,-6
826,-24
827,-41
828,-52
829,-31
830,-11
831,19
832,30
833,15
834,-7
835,-29
836,-44
837,-50
838,-49
839,-55
840,-51
841,-48
842,-34
843,-22
844,-18
845,-7
846,-3
847,-5
848,-6
849,-4
850,9
851,14
852,23
853,31
854,25
855,25
856,24
857,22
858,13
859,6
860,-1
861,-15
862,-18
863,-18
864,-16
865,-20
866,-21
867,-26
868,-32
