,39
0,41
1,41
2,42
3,43
4,43
5,46
6,47
7,49
8,50
9,52
10,52
11,53
12,59
13,58
14,63
15,62
16,64
17,59
18,57
19,55
20,50
21,50
22,50
23,44
24,40
25,35
26,34
27,35
28,38
29,39
30,38
31,33
32,29
33,26
34,28
35,27
36,29
37,25
38,14
39,8
40,1
41,-3
42,-5
43,-6
44,-6
45,-8
46,-10
47,-12
48,-17
49,-21
50,-29
51,-26
52,-23
53,-13
54,-9
55,-3
56,2
57,13
58,20
59,24
60,29
61,29
62,26
63,23
64,21
65,19
66,15
67,7
68,3
69,-2
70,-9
71,-12
72,-21
73,-21
74,-17
75,-10
76,-1
77,5
78,11
79,13
80,22
81,26
82,28
83,28
84,25
85,28
86,30
87,36
88,43
89,47
90,49
91,54
92,62
93,61
94,60
95,59
96,59
97,55
98,52
99,45
100,44
101,44
102,48
103,49
104,44
105,42
106,38
107,41
108,46
109,48
110,48
111,41
112,39
113,31
114,27
115,19
116,18
117,15
118,12
119,13
120,18
121,22
122,25
123,27
124,28
125,25
126,24
127,17
128,8
129,2
130,2
131,1
132,-3
133,-6
134,-9
135,-16
136,-14
137,-12
138,-7
139,3
140,12
141,23
142,34
143,45
144,60
145,66
146,75
147,79
148,78
149,76
150,77
151,85
152,86
153,86
154,83
155,77
156,69
157,63
158,57
159,54
160,50
161,48
162,49
163,47
164,48
165,47
166,42
167,42
168,43
169,41
170,41
171,43
172,43
173,40
174,41
175,41
176,49
177,53
178,60
179,61
180,58
181,49
182,43
183,35
184,26
185,20
186,14
187,12
188,9
189,10
190,7
191,2
192,-2
193,-6
194,-8
195,-8
196,-5
197,-1
198,4
199,5
200,-1
201,-4
202,-3
203,-5
204,-8
205,-18
206,-32
207,-45
208,-51
209,-51
210,-44
211,-35
212,-24
213,-14
214,-4
215,2
216,11
217,21
218,30
219,38
220,49
221,58
222,55
223,56
224,51
225,46
226,45
227,47
228,48
229,48
230,46
231,43
232,44
233,40
234,41
235,43
236,44
237,48
238,48
239,46
240,43
241,46
242,41
243,36
244,34
245,31
246,31
247,27
248,28
249,25
250,23
251,25
252,26
253,34
254,40
255,46
256,46
257,46
258,43
259,45
260,45
261,47
262,52
263,51
264,52
265,49
266,45
267,41
268,35
269,31
270,27
271,22
272,19
273,15
274,7
275,5
276,-1
277,-2
278,-4
279,-5
