,-142
0,-142
1,-133
2,-126
3,-123
4,-112
5,-100
6,-91
7,-93
8,-95
9,-105
10,-118
11,-130
12,-140
13,-146
14,-153
15,-145
16,-136
17,-122
18,-109
19,-97
20,-85
21,-85
22,-76
23,-82
24,-87
25,-91
26,-89
27,-88
28,-92
29,-88
30,-91
31,-88
32,-92
33,-87
34,-87
35,-84
36,-81
37,-83
38,-87
39,-89
40,-82
41,-77
42,-72
43,-67
44,-69
45,-77
46,-83
47,-83
48,-93
49,-94
50,-92
51,-92
52,-89
53,-90
54,-83
55,-85
56,-77
57,-64
58,-54
59,-53
60,-52
61,-48
62,-55
63,-52
64,-53
65,-60
66,-66
67,-81
68,-85
69,-92
70,-93
71,-90
72,-92
73,-87
74,-84
75,-84
76,-89
77,-95
78,-98
79,-97
80,-100
81,-89
82,-89
83,-90
84,-103
85,-105
86,-106
87,-100
88,-89
89,-92
90,-95
91,-103
92,-105
93,-109
94,-110
95,-113
96,-119
97,-126
98,-132
99,-130
100,-129
101,-129
102,-124
103,-125
104,-126
105,-116
106,-108
107,-114
108,-118
109,-119
110,-112
111,-108
112,-103
113,-90
114,-94
115,-81
116,-71
117,-61
118,-54
119,-51
120,-55
121,-72
122,-92
123,-88
124,-79
125,-61
126,-32
127,-11
128,1
129,27
130,97
131,216
132,382
133,510
134,572
135,542
136,459
137,375
138,310
139,264
140,228
141,202
142,179
143,162
144,141
145,121
146,95
147,91
148,88
149,93
150,96
151,106
152,104
153,103
154,99
155,89
156,79
157,76
158,75
159,74
160,66
161,61
162,53
163,37
164,28
165,25
166,28
167,30
168,41
169,46
170,49
171,44
172,44
173,36
174,37
175,36
176,33
177,24
178,12
179,12
180,-5
181,-6
182,-19
183,-34
184,-47
185,-60
186,-55
187,-57
188,-54
189,-55
190,-60
191,-64
192,-69
193,-68
194,-71
195,-70
196,-65
197,-72
198,-79
199,-89
200,-105
201,-122
202,-128
203,-123
204,-115
205,-111
206,-111
207,-111
208,-112
209,-107
210,-104
211,-97
212,-90
213,-82
214,-85
215,-93
216,-101
217,-100
218,-99
219,-101
220,-99
221,-105
222,-113
223,-114
224,-111
225,-112
226,-115
227,-114
228,-117
229,-113
230,-121
231,-116
232,-123
233,-123
234,-120
235,-125
236,-125
237,-131
238,-128
239,-130
240,-125
241,-124
242,-129
243,-134
244,-136
245,-130
246,-137
247,-137
248,-140
249,-147
250,-154
251,-159
252,-150
253,-149
254,-144
255,-143
256,-146
257,-147
258,-149
259,-141
260,-145
261,-143
262,-149
263,-149
264,-152
265,-144
266,-139
267,-138
268,-135
269,-131
270,-120
271,-116
272,-109
273,-109
274,-113
275,-117
276,-118
277,-122
278,-130
279,-122
280,-115
281,-108
282,-103
283,-92
284,-89
285,-88
286,-91
287,-106
288,-114
289,-122
290,-117
291,-107
292,-103
293,-90
294,-87
295,-92
296,-96
297,-95
298,-102
299,-106
300,-101
301,-107
302,-96
303,-92
304,-74
305,-69
306,-60
307,-55
308,-51
309,-58
310,-55
311,-59
312,-63
313,-62
314,-53
315,-50
316,-53
317,-63
318,-66
319,-74
320,-79
321,-88
322,-91
323,-91
324,-83
325,-65
326,-58
327,-49
328,-42
329,-42
330,-55
331,-55
332,-62
333,-67
334,-76
335,-80
336,-91
337,-90
338,-88
339,-69
340,-18
341,89
342,288
343,484
344,595
345,589
346,503
347,417
348,369
349,336
350,312
351,288
352,278
353,265
354,250
355,235
356,216
357,205
358,186
359,179
360,173
361,167
362,163
363,157
364,155
365,150
366,153
367,148
368,133
369,123
370,119
371,119
372,114
373,115
374,108
375,102
376,93
377,88
378,82
379,71
380,61
381,49
382,37
383,41
384,34
385,28
386,21
387,22
388,23
389,19
390,6
391,-16
392,-30
393,-35
394,-32
395,-28
396,-31
397,-25
398,-33
399,-43
400,-48
401,-56
402,-57
403,-64
404,-64
405,-71
406,-78
407,-84
408,-87
409,-89
410,-97
411,-95
412,-99
413,-104
414,-100
415,-99
416,-96
417,-104
418,-101
419,-104
420,-113
421,-116
422,-121
423,-126
424,-133
425,-137
426,-142
427,-148
428,-153
429,-151
430,-154
431,-154
432,-153
433,-157
434,-167
435,-177
436,-184
437,-186
438,-174
439,-162
440,-145
441,-133
442,-124
443,-112
444,-108
445,-99
446,-96
447,-99
448,-102
449,-101
450,-94
451,-102
452,-101
453,-104
454,-105
455,-117
456,-125
457,-124
458,-126
459,-124
460,-126
461,-126
462,-136
463,-138
464,-139
465,-138
466,-138
467,-138
468,-141
469,-150
470,-154
471,-157
472,-154
473,-156
474,-157
475,-168
476,-172
477,-173
478,-162
479,-163
480,-158
481,-159
482,-158
483,-153
484,-151
485,-144
486,-143
487,-133
488,-125
489,-128
490,-131
491,-131
