,162
0,164
1,164
2,154
3,139
4,99
5,106
6,77
7,88
8,93
9,50
10,61
11,5
12,-9
13,-37
14,-41
15,-20
16,-26
17,-30
18,-33
19,-29
20,-71
21,-82
22,-75
23,-47
24,-6
25,9
26,25
27,39
28,50
29,41
30,26
31,16
32,-11
33,-47
34,-74
35,-81
36,-58
37,-25
38,2
39,1
40,-36
41,-92
42,-145
43,-197
44,-245
45,-298
46,-396
47,-778
48,-767
49,-889
50,-583
51,-338
52,-79
53,146
54,284
55,379
56,427
57,463
58,507
59,534
60,568
61,597
62,596
63,591
64,584
65,588
66,598
67,606
68,596
69,584
70,570
71,550
72,529
73,516
74,504
75,471
76,443
77,415
78,398
79,392
80,400
81,401
82,403
83,405
84,399
85,387
86,365
87,351
88,342
89,326
90,311
91,286
92,257
93,219
94,192
95,170
96,120
97,79
98,5
99,-47
100,-119
101,-193
102,-277
103,-381
104,-419
105,-447
106,-434
107,-441
108,-569
109,-629
110,-639
111,-484
112,-268
113,-122
114,-45
115,5
116,27
117,41
118,56
119,71
120,72
121,79
122,87
123,97
124,113
125,133
126,149
127,135
128,138
129,124
130,127
131,129
132,135
133,146
134,150
135,151
136,129
137,85
138,38
139,7
140,-23
141,-67
142,-122
143,-188
144,-236
145,-275
146,-279
147,-275
148,-275
149,-262
150,-258
151,-290
152,-359
153,-383
154,-370
155,-311
156,-230
157,-129
158,-23
159,74
160,123
161,170
162,196
163,198
164,170
165,110
166,33
167,-39
168,-103
169,-147
170,-173
171,-169
172,-150
173,-128
174,-102
175,-89
176,-95
177,-111
178,-140
179,-166
180,-186
181,-176
182,-147
183,-129
184,-123
185,-136
186,-112
187,-80
188,-50
189,-23
190,-35
191,-32
192,-10
193,24
194,48
195,57
196,52
197,31
198,6
199,12
200,36
201,85
202,139
203,182
204,221
205,242
206,277
207,306
208,332
209,362
210,371
211,371
212,362
213,354
214,348
215,342
216,346
217,341
218,324
219,293
220,265
221,228
222,190
223,143
224,84
225,1
226,-117
227,-269
228,-355
229,-384
230,-290
231,-170
232,-67
233,34
234,119
235,189
236,248
237,311
238,375
239,433
240,478
241,518
242,543
243,564
244,581
245,596
246,593
247,593
248,582
249,574
250,561
251,559
252,556
253,548
254,538
255,519
256,501
257,479
258,472
259,464
260,454
261,444
262,422
263,396
264,368
265,351
266,341
267,329
268,318
269,297
270,275
271,244
272,223
273,186
274,131
275,62
276,-2
277,-64
278,-101
279,-128
280,-154
281,-167
282,-160
283,-151
284,-137
285,-139
286,-132
287,-127
288,-124
289,-131
290,-136
291,-171
292,-208
293,-193
294,-170
295,-125
296,-104
297,-93
298,-97
299,-70
300,-62
301,-42
302,-17
303,23
304,66
305,104
306,137
307,167
308,185
309,202
310,217
311,225
312,214
313,189
314,158
315,121
316,73
317,29
318,-83
319,-194
320,-322
321,-388
322,-341
323,-217
324,-73
325,53
326,125
327,216
328,297
329,359
330,388
331,420
332,434
333,446
334,456
335,457
336,453
337,436
338,430
339,423
340,425
341,431
342,434
343,429
344,414
345,409
346,392
347,381
348,377
349,384
350,363
351,299
352,234
353,184
354,165
355,174
356,160
357,130
358,95
359,66
360,29
361,17
362,-1
363,-31
364,-84
365,-144
366,-196
367,-238
368,-273
369,-315
370,-351
371,-414
372,-475
373,-577
374,-637
375,-596
376,-492
377,-361
378,-319
379,-309
380,-285
381,-247
382,-202
383,-162
384,-125
385,-78
386,-39
387,-25
388,-17
389,8
390,81
391,154
392,214
393,257
394,283
395,301
396,298
397,298
398,294
399,290
400,295
401,278
402,245
403,202
404,160
405,120
406,92
407,54
408,4
409,-49
410,-107
411,-154
412,-202
413,-233
414,-236
415,-217
416,-204
417,-218
418,-237
419,-285
420,-298
421,-304
422,-263
423,-230
424,-220
425,-281
426,-374
427,-467
428,-430
429,-345
430,-273
431,-251
432,-257
433,-242
434,-191
435,-87
436,32
437,129
438,198
439,249
440,282
441,304
442,328
443,343
444,341
445,332
446,315
447,295
448,269
449,268
450,266
451,264
452,264
453,255
454,239
455,210
456,184
457,154
458,120
459,88
460,40
461,-12
462,-70
463,-122
464,-173
465,-212
466,-241
467,-264
468,-293
469,-328
470,-350
471,-374
472,-383
473,-383
474,-385
475,-353
476,-358
477,-328
478,-336
479,-328
480,-294
481,-300
482,-311
483,-344
484,-339
485,-349
486,-343
487,-326
488,-284
489,-219
490,-156
491,-114
492,-75
493,-35
494,15
495,55
496,83
497,99
498,115
499,116
500,115
501,115
502,113
503,106
504,81
505,41
506,-7
507,-49
508,-57
509,-65
510,-57
511,-47
512,-48
513,-63
514,-94
515,-113
516,-139
517,-159
518,-179
519,-194
520,-220
521,-252
522,-265
523,-263
524,-245
525,-226
526,-220
527,-219
528,-205
529,-183
530,-160
531,-136
532,-103
533,-52
534,-4
535,38
536,73
537,93
538,114
539,133
540,146
541,131
542,110
543,90
544,78
545,62
546,54
547,37
548,19
549,-12
550,-46
551,-93
552,-138
553,-160
554,-184
555,-208
556,-236
557,-256
558,-271
559,-287
560,-311
561,-330
562,-370
563,-338
564,-305
565,-218
566,-167
567,-130
568,-113
569,-109
570,-108
571,-107
572,-92
573,-79
574,-43
575,-3
576,46
577,105
578,147
579,173
580,179
581,165
582,128
583,98
584,90
585,102
586,117
587,113
588,91
589,61
590,24
591,-8
592,-39
593,-84
594,-145
595,-196
596,-234
597,-245
598,-261
599,-275
600,-350
601,-425
602,-440
603,-412
604,-315
605,-229
606,-177
607,-172
608,-178
609,-170
610,-108
611,-6
612,111
613,203
614,271
615,309
616,317
617,292
618,243
619,193
620,127
621,61
622,2
623,-16
624,18
625,76
626,163
627,233
628,290
629,323
630,337
631,324
632,296
633,258
634,198
635,116
636,34
637,-51
638,-104
639,-129
640,-117
641,-81
642,-40
643,-2
644,-2
645,-26
646,-72
647,-118
648,-160
649,-187
650,-188
651,-185
652,-183
653,-185
654,-171
655,-149
656,-117
657,-92
658,-78
659,-84
660,-118
661,-169
662,-220
663,-248
664,-259
665,-270
666,-309
667,-353
668,-379
669,-401
670,-399
671,-389
672,-361
673,-358
674,-357
675,-355
676,-349
677,-336
678,-340
679,-324
680,-295
681,-256
682,-221
683,-209
684,-225
685,-243
686,-279
687,-283
688,-262
689,-223
690,-173
691,-136
692,-96
693,-65
694,-36
695,-17
696,-6
697,-5
698,-15
699,-12
700,-8
701,-5
702,-8
703,-30
704,-72
705,-195
706,-263
707,-316
708,-260
709,-158
710,-73
711,-20
712,-11
713,-16
714,-33
715,-39
716,-51
717,-45
718,-93
719,-119
720,-151
721,-167
722,-136
723,-138
724,-131
725,-171
726,-207
727,-200
728,-184
729,-142
730,-83
731,-21
732,37
733,88
734,106
735,100
736,64
737,40
738,-1
739,-57
740,-122
741,-177
742,-263
743,-299
744,-286
745,-208
746,-96
747,-6
748,73
749,150
750,205
751,252
752,275
753,288
754,294
755,282
756,265
757,239
758,230
759,216
760,213
761,211
762,205
763,190
764,164
765,145
766,127
767,117
768,114
769,111
770,103
771,93
772,78
773,48
774,19
775,-23
776,-62
777,-119
778,-174
779,-211
780,-248
781,-250
782,-252
783,-228
784,-210
785,-195
786,-179
787,-175
788,-153
789,-127
790,-95
791,-58
792,-13
793,22
794,58
795,72
796,70
797,73
798,36
799,7
800,-23
801,-58
802,-88
803,-108
804,-136
805,-151
806,-190
807,-219
808,-245
809,-263
810,-272
811,-256
812,-236
813,-200
814,-193
815,-217
816,-239
817,-239
818,-226
819,-198
820,-168
821,-139
822,-126
823,-115
824,-92
825,-83
826,-65
827,-58
828,-88
829,-138
830,-187
831,-216
832,-222
833,-228
834,-259
835,-341
836,-568
837,-742
838,-1128
839,-1085
840,-1090
841,-778
842,-507
843,-284
844,-84
845,64
846,170
847,258
848,328
849,398
850,452
851,515
852,561
853,605
854,639
855,660
856,678
857,680
858,691
859,683
860,643
861,600
862,566
863,559
864,560
865,561
866,556
867,546
868,524
869,502
870,477
871,454
872,432
873,408
874,377
875,340
876,307
877,260
878,211
879,148
880,84
881,23
882,-27
883,-62
884,-111
885,-158
886,-207
887,-261
888,-327
889,-403
890,-455
891,-512
892,-549
893,-603
894,-617
895,-695
896,-728
897,-764
898,-769
899,-746
900,-680
901,-590
902,-497
903,-435
904,-406
905,-403
906,-390
907,-386
908,-381
909,-378
910,-387
911,-399
912,-431
913,-480
914,-524
915,-506
916,-478
917,-410
918,-337
919,-277
920,-232
921,-244
922,-288
923,-351
924,-365
925,-327
926,-287
927,-244
928,-211
929,-206
930,-222
931,-263
932,-327
933,-385
934,-420
935,-407
936,-396
937,-391
938,-402
939,-425
940,-481
941,-502
942,-485
943,-422
944,-278
945,-122
946,6
947,103
948,151
949,203
950,231
951,262
952,281
953,288
954,282
955,267
956,263
957,244
958,239
959,228
960,218
961,199
962,176
963,141
964,105
965,83
966,51
967,17
968,-37
969,-92
970,-140
971,-181
972,-216
973,-257
974,-295
975,-340
976,-346
977,-352
978,-365
979,-387
980,-388
981,-339
982,-296
983,-276
984,-286
985,-300
986,-324
987,-325
988,-341
989,-316
990,-287
991,-220
992,-164
993,-133
994,-126
995,-144
996,-151
997,-152
998,-175
999,-183
1000,-207
1001,-227
1002,-239
1003,-263
1004,-242
1005,-213
1006,-180
1007,-160
1008,-138
1009,-100
1010,-47
1011,18
1012,58
1013,80
1014,80
1015,80
1016,71
1017,66
1018,79
1019,102
1020,118
1021,131
1022,154
1023,169
1024,194
1025,220
1026,250
1027,262
1028,268
1029,266
1030,260
1031,254
1032,244
1033,229
1034,199
1035,168
1036,123
1037,74
1038,27
1039,-11
1040,-51
1041,-107
1042,-169
1043,-237
1044,-311
1045,-360
1046,-397
1047,-407
1048,-438
1049,-455
1050,-478
1051,-450
1052,-425
1053,-385
1054,-377
1055,-411
1056,-451
1057,-420
1058,-359
1059,-269
1060,-182
1061,-127
1062,-78
1063,-8
1064,32
1065,78
1066,105
1067,134
1068,141
1069,158
1070,181
1071,199
1072,212
1073,211
1074,210
1075,201
1076,178
1077,149
1078,101
1079,29
1080,-37
1081,-81
1082,-113
1083,-151
1084,-198
1085,-253
1086,-319
1087,-368
1088,-377
1089,-386
1090,-390
1091,-432
1092,-543
1093,-725
1094,-683
1095,-625
1096,-416
1097,-252
1098,-134
1099,38
1100,161
1101,230
1102,248
1103,243
1104,244
1105,266
1106,302
1107,329
1108,333
1109,323
1110,311
1111,326
1112,355
1113,394
1114,410
1115,417
1116,407
1117,377
1118,333
1119,298
1120,247
1121,176
1122,85
1123,-34
1124,-120
1125,-183
1126,-196
1127,-193
1128,-195
1129,-182
1130,-163
1131,-129
1132,-81
1133,-12
1134,58
1135,121
1136,165
1137,182
1138,182
1139,178
1140,181
1141,170
1142,147
1143,91
1144,24
1145,-47
1146,-105
1147,-140
1148,-181
1149,-202
1150,-222
1151,-241
1152,-285
1153,-323
1154,-356
1155,-381
1156,-415
1157,-452
1158,-442
1159,-438
1160,-417
1161,-428
1162,-464
1163,-486
1164,-465
1165,-431
1166,-371
1167,-315
1168,-253
1169,-200
1170,-142
1171,-94
1172,-40
1173,-42
1174,-151
1175,-254
1176,-378
1177,-418
1178,-421
1179,-514
1180,-747
1181,-1038
1182,-1128
1183,-1073
1184,-763
1185,-471
1186,-206
1187,-3
1188,181
1189,297
1190,377
1191,420
1192,461
1193,502
1194,545
1195,583
1196,597
1197,608
1198,613
1199,623
1200,625
1201,621
1202,616
1203,610
1204,595
1205,571
1206,545
1207,515
1208,490
1209,466
1210,431
1211,377
1212,314
1213,247
1214,182
1215,130
1216,101
1217,87
1218,79
1219,70
1220,54
1221,31
1222,30
1223,33
1224,45
1225,31
1226,16
1227,-1
1228,-36
1229,-70
1230,-117
1231,-157
1232,-204
1233,-251
1234,-274
1235,-331
1236,-388
1237,-443
1238,-475
1239,-490
1240,-495
1241,-510
1242,-514
1243,-517
1244,-530
1245,-566
1246,-609
1247,-594
1248,-549
1249,-481
1250,-427
1251,-385
1252,-358
1253,-336
1254,-309
1255,-286
1256,-264
1257,-271
1258,-302
1259,-361
1260,-418
1261,-409
1262,-395
1263,-436
1264,-481
1265,-510
1266,-453
1267,-330
1268,-233
1269,-188
1270,-170
1271,-163
1272,-150
1273,-114
1274,-106
1275,-69
1276,-41
1277,10
1278,76
1279,144
1280,182
1281,194
1282,184
1283,158
1284,104
1285,17
1286,-113
1287,-242
1288,-310
1289,-299
1290,-249
1291,-202
1292,-144
1293,-66
1294,12
1295,95
1296,171
1297,249
1298,310
1299,361
1300,380
1301,371
1302,338
1303,297
1304,254
1305,212
1306,185
1307,158
1308,145
1309,132
1310,148
1311,166
1312,204
1313,244
1314,265
1315,275
1316,270
1317,272
1318,273
1319,276
1320,286
1321,280
1322,267
1323,245
1324,219
1325,172
1326,119
1327,66
1328,16
1329,-49
1330,-104
1331,-150
1332,-198
1333,-229
1334,-251
1335,-254
1336,-249
1337,-243
1338,-238
1339,-236
1340,-224
1341,-203
1342,-181
1343,-169
1344,-163
1345,-166
1346,-181
1347,-182
1348,-182
1349,-171
1350,-173
1351,-186
1352,-195
1353,-212
1354,-228
1355,-228
1356,-235
1357,-229
1358,-233
1359,-239
1360,-263
1361,-296
1362,-318
1363,-315
