,-53
0,-63
1,-73
2,-87
3,-78
4,-79
5,-66
6,-44
7,-7
8,23
9,40
10,57
11,61
12,58
13,62
14,59
15,53
16,40
17,27
18,9
19,3
20,10
21,29
22,43
23,59
24,65
25,67
26,60
27,66
28,71
29,72
30,76
31,76
32,65
33,40
34,17
35,10
36,17
37,9
38,7
39,-7
40,-5
41,18
42,31
43,24
44,5
45,-14
46,-34
47,-64
48,-91
49,-95
50,-88
51,-54
52,-20
53,-4
54,5
55,0
56,-9
57,-9
58,-12
59,-6
60,-17
61,-21
62,-35
63,-53
64,-73
65,-82
66,-82
67,-89
68,-105
69,-111
70,-121
71,-120
72,-128
73,-118
74,-118
75,-102
76,-101
77,-103
78,-102
79,-99
80,-67
81,-58
82,-47
83,-47
84,-56
85,-70
86,-68
87,-51
88,-45
89,-21
90,-6
91,9
92,2
93,-5
94,-12
95,2
96,19
97,42
98,50
99,47
100,59
101,72
102,69
103,71
104,71
105,58
106,59
107,36
108,38
109,24
110,27
111,18
112,14
113,4
114,-13
115,-11
116,-14
117,-4
118,-9
119,-2
120,12
121,20
122,38
123,51
124,60
125,79
126,100
127,116
128,112
129,116
130,108
131,100
132,87
133,73
134,54
135,34
136,21
137,8
138,-6
139,-14
140,-14
141,-36
142,-45
143,-57
144,-35
145,-25
146,4
147,44
148,66
149,90
150,89
151,110
152,113
153,118
154,122
155,107
156,95
157,78
158,62
159,33
160,12
161,-14
162,-42
163,-66
164,-80
165,-92
166,-89
167,-75
168,-40
169,-16
170,12
171,34
172,57
173,55
174,53
175,49
176,29
177,15
178,-23
179,-65
180,-127
181,-154
182,-187
183,-200
184,-202
185,-181
186,-155
187,-117
188,-97
189,-77
190,-67
191,-67
192,-58
193,-56
194,-63
195,-42
196,-28
197,2
198,23
199,20
200,14
201,2
202,-6
203,8
204,8
205,10
206,5
207,-12
208,-24
209,-26
210,-37
211,-39
212,-21
213,1
214,24
215,46
216,64
217,76
218,70
219,65
220,67
221,73
222,59
223,44
224,13
225,-32
226,-55
227,-93
228,-110
229,-131
230,-127
231,-122
232,-122
233,-113
234,-100
235,-79
236,-43
237,-14
238,-2
239,-9
240,-15
241,-8
242,-10
243,-11
244,-19
245,-40
246,-63
247,-68
248,-77
249,-79
250,-76
251,-72
252,-71
253,-84
254,-87
255,-90
256,-93
257,-91
258,-74
259,-47
260,-21
261,5
262,39
263,52
264,81
265,105
266,111
267,112
268,94
269,77
270,42
271,16
272,8
273,-22
274,-28
275,-44
276,-40
277,-44
278,-45
279,-40
280,-49
281,-47
282,-37
283,-14
284,0
285,23
286,44
287,54
288,53
289,41
290,29
291,10
292,5
293,7
294,9
295,1
296,-7
297,-23
298,-26
299,-39
300,-31
301,-36
302,-31
303,-14
304,-13
305,-10
306,-21
307,-26
308,-27
309,-40
310,-43
311,-39
312,-44
313,-38
314,-36
315,-34
316,-29
317,-7
318,3
319,8
320,17
321,11
322,3
323,4
324,-9
325,-4
326,-35
327,-41
328,-51
329,-52
330,-41
331,-16
332,-7
333,4
334,12
335,10
336,8
337,-11
338,-18
339,-36
340,-51
341,-62
342,-69
343,-86
344,-110
345,-127
346,-153
347,-161
348,-174
349,-171
350,-171
351,-152
352,-120
353,-90
354,-59
355,-39
356,-11
357,-17
358,4
359,22
360,38
361,44
362,45
363,39
364,14
365,5
366,-7
367,-19
368,-17
369,-17
370,-16
371,-25
372,-24
373,-23
374,-15
375,1
376,35
377,69
378,81
379,102
380,90
381,78
382,66
383,54
384,34
385,10
386,-7
387,-22
388,-26
389,-32
390,-23
391,-22
392,-12
393,-13
394,-7
395,-1
396,6
397,27
398,48
399,64
400,73
401,98
402,99
403,89
404,81
405,56
406,27
407,-4
408,-23
409,-58
410,-47
411,-33
412,-30
413,-20
414,-43
415,-41
416,-60
417,-41
418,-13
419,21
420,46
421,83
422,98
423,90
424,87
425,73
426,62
427,64
428,50
429,37
430,14
431,-3
432,-14
433,-18
434,-33
435,-43
436,-66
437,-87
438,-96
439,-111
440,-132
441,-132
442,-97
443,-64
444,-56
445,-46
446,-44
447,-22
448,-10
449,13
450,24
451,32
452,38
453,43
454,49
455,60
456,68
457,65
458,37
459,32
460,16
461,-7
462,-11
463,-26
464,-20
465,-13
466,-24
467,-23
468,-34
469,-30
470,-27
471,-22
472,-18
473,-12
474,-15
475,-28
476,-21
477,-16
478,-17
479,-1
480,-4
481,4
482,-13
483,-6
484,-1
485,4
486,5
487,12
488,5
489,-32
490,-60
491,-78
492,-85
493,-79
494,-60
495,-29
496,-5
497,19
498,39
499,58
500,90
501,104
502,127
503,120
504,123
505,119
506,96
507,70
508,39
509,0
510,-41
511,-62
512,-86
513,-89
514,-81
515,-72
516,-64
517,-69
518,-67
519,-65
520,-43
521,-29
522,10
523,27
524,44
525,64
526,73
527,77
528,65
529,18
530,-26
531,-72
532,-102
533,-109
534,-124
535,-121
536,-101
537,-86
538,-62
539,-50
540,-4
541,28
542,77
543,141
544,185
545,221
546,235
547,239
548,229
549,219
550,201
551,179
552,150
553,118
554,90
555,54
556,38
557,20
558,-1
559,-23
560,-39
561,-48
562,-51
563,-39
564,-13
565,-15
566,-17
567,-42
568,-72
569,-133
570,-168
571,-200
572,-205
573,-205
574,-189
575,-159
576,-114
577,-57
578,-5
579,55
580,101
581,132
582,136
583,106
584,85
585,58
586,44
587,60
588,70
589,83
590,77
591,67
592,41
593,7
594,-23
595,-44
596,-43
597,-42
598,-41
599,-45
600,-44
601,-33
602,4
603,25
604,63
605,91
606,112
607,129
608,145
609,160
610,175
611,184
612,181
613,163
614,134
615,103
616,82
617,49
618,30
619,22
620,24
621,20
622,30
623,38
624,18
625,23
626,25
627,42
628,43
629,37
630,25
631,25
632,29
633,34
634,35
635,14
636,2
637,-12
638,-30
639,-43
640,-48
641,-68
642,-86
643,-97
644,-116
645,-127
646,-124
647,-100
648,-80
649,-56
650,-37
651,-25
652,-17
653,-10
654,-9
655,-8
656,-12
657,-20
658,-51
659,-82
660,-102
661,-100
662,-91
663,-87
664,-85
665,-106
666,-123
667,-133
668,-113
669,-92
670,-55
671,-32
672,-11
673,-6
674,5
675,18
676,31
677,36
678,42
679,19
680,-18
681,-47
682,-74
683,-99
684,-103
685,-104
686,-94
687,-93
688,-77
689,-61
690,-55
691,-34
692,-8
693,4
694,5
695,14
696,13
697,14
698,-4
699,-17
700,-46
701,-76
702,-94
703,-124
704,-143
705,-162
706,-144
707,-135
708,-117
709,-91
710,-73
711,-41
712,-13
713,28
714,55
715,65
716,55
717,50
718,30
719,20
720,16
721,-10
722,-16
723,-44
724,-50
725,-67
726,-64
727,-50
728,-40
729,-25
730,-9
731,8
732,15
733,34
734,64
735,77
736,93
737,100
738,90
739,62
740,37
741,9
742,-13
743,-39
744,-66
745,-89
746,-120
747,-115
748,-100
749,-71
750,-49
751,-21
752,-13
753,6
754,21
755,26
756,33
757,37
758,57
759,66
760,54
761,36
762,14
763,5
764,-11
765,-15
766,-31
767,-56
768,-74
769,-104
770,-113
771,-124
772,-118
773,-119
774,-94
775,-56
776,-18
777,16
778,38
779,49
780,25
781,-7
782,-31
783,-54
784,-75
785,-92
786,-111
787,-105
788,-82
789,-52
790,-27
791,-15
792,-12
793,-9
794,-35
795,-41
796,-50
797,-58
798,-66
799,-70
800,-51
801,-43
802,-25
803,-18
804,-6
805,-27
806,-33
807,-40
808,-27
809,-22
810,-20
811,-8
