,213
0,210
1,210
2,212
3,194
4,162
5,121
6,84
7,45
8,11
9,-13
10,-20
11,-27
12,-32
13,-31
14,-39
15,-49
16,-61
17,-72
18,-80
19,-85
20,-87
21,-93
22,-96
23,-97
24,-94
25,-82
26,-57
27,-18
28,-3
29,-11
30,-1
31,41
32,120
33,181
34,202
35,198
36,195
37,197
38,190
39,165
40,137
41,108
42,80
43,45
44,24
45,18
46,12
47,22
48,21
49,27
50,15
51,5
52,-14
53,-30
54,-51
55,-66
56,-81
57,-99
58,-120
59,-155
60,-176
61,-183
62,-143
63,-63
64,20
65,85
66,120
67,131
68,136
69,141
70,131
71,111
72,84
73,55
74,40
75,22
76,12
77,-7
78,-28
79,-49
80,-76
81,-98
82,-109
83,-106
84,-100
85,-95
86,-93
87,-94
88,-99
89,-104
90,-115
91,-131
92,-137
93,-141
94,-129
95,-114
96,-83
97,-69
98,-64
99,-43
100,19
101,105
102,166
103,179
104,167
105,167
106,165
107,169
108,164
109,135
110,99
111,69
112,41
113,12
114,-17
115,-40
116,-55
117,-57
118,-52
119,-41
120,-38
121,-29
122,-32
123,-33
124,-50
125,-66
126,-94
127,-115
128,-147
129,-166
130,-186
131,-197
132,-188
133,-162
134,-88
135,0
136,82
137,122
138,114
139,94
140,66
141,30
142,-5
143,-34
144,-51
145,-69
146,-84
147,-110
148,-130
149,-152
150,-165
151,-173
152,-170
153,-161
154,-153
155,-151
156,-151
157,-154
158,-167
159,-177
160,-198
161,-217
162,-240
163,-245
164,-219
165,-173
166,-118
167,-64
168,-10
169,31
170,58
171,66
172,68
173,72
174,69
175,54
176,27
177,4
178,-20
179,-44
180,-66
181,-88
182,-110
183,-129
184,-134
185,-132
186,-122
187,-105
188,-88
189,-78
190,-73
191,-75
192,-77
193,-81
194,-91
195,-97
196,-98
197,-98
198,-83
199,-64
200,-33
201,-27
202,-19
203,27
204,116
205,216
206,258
207,234
208,198
209,187
210,188
211,184
212,167
213,148
214,123
215,95
216,72
217,52
218,41
219,31
220,26
221,25
222,25
223,22
224,11
225,-3
226,-6
227,-9
228,-19
229,-30
230,-49
231,-57
232,-53
233,-37
234,-32
235,-43
236,-48
237,-21
238,45
239,118
240,168
241,194
242,194
243,179
244,147
245,110
246,82
247,62
248,41
249,16
250,-9
251,-33
252,-61
253,-87
254,-95
255,-96
256,-85
257,-81
258,-76
259,-79
260,-76
261,-76
262,-79
263,-90
264,-109
265,-158
266,-183
267,-208
268,-174
269,-89
270,15
271,113
272,148
273,147
274,130
275,126
276,125
277,120
278,105
279,79
280,58
281,40
282,27
283,9
284,-12
285,-29
286,-43
287,-53
288,-51
289,-42
290,-27
291,-17
292,-4
293,-1
294,2
295,6
296,8
297,2
298,-9
299,-18
300,-26
301,-44
302,-60
303,-63
304,-45
305,-2
306,22
307,31
308,48
309,108
310,198
311,282
312,313
313,315
314,310
315,305
316,288
317,246
318,192
319,143
320,101
321,60
322,20
323,-22
324,-53
325,-81
326,-97
327,-101
328,-102
329,-99
330,-93
331,-88
332,-85
333,-91
334,-98
335,-110
336,-113
337,-118
338,-111
339,-91
340,-50
341,-18
342,-16
343,-12
344,30
345,105
346,179
347,211
348,215
349,225
350,246
351,256
352,238
353,206
354,170
355,139
356,103
357,65
358,28
359,0
360,-14
361,-19
362,-16
363,-12
364,-8
365,-1
366,3
367,2
368,-5
369,-16
370,-26
371,-27
372,-24
373,-25
374,-20
375,-8
376,23
377,34
378,25
379,27
380,67
381,142
382,213
383,239
384,233
385,234
386,243
387,233
388,207
389,162
390,120
391,82
392,43
393,1
394,-36
395,-63
396,-72
397,-73
398,-71
399,-68
400,-71
401,-81
402,-90
403,-97
404,-104
405,-112
406,-112
407,-111
408,-106
409,-98
410,-79
411,-51
412,-35
413,-32
414,-29
415,1
416,84
417,183
418,257
419,290
420,296
421,271
422,226
423,178
424,140
425,106
426,72
427,34
428,-7
429,-40
430,-63
431,-78
432,-84
433,-85
434,-80
435,-81
436,-85
437,-95
438,-101
439,-106
440,-107
441,-110
442,-118
443,-129
444,-141
445,-143
446,-125
447,-105
448,-98
449,-98
450,-64
451,8
452,97
453,141
454,150
455,156
456,171
457,188
458,192
459,167
460,136
461,100
462,60
463,19
464,-27
465,-56
466,-84
467,-98
468,-105
469,-107
470,-109
471,-114
472,-124
473,-134
474,-142
475,-153
476,-158
477,-165
478,-167
479,-162
480,-161
481,-160
482,-164
483,-188
484,-192
485,-199
486,-153
487,-54
488,74
489,208
490,283
491,291
492,254
493,206
494,171
495,140
496,115
497,91
498,74
499,51
500,26
501,1
502,-29
503,-51
504,-69
505,-87
506,-94
507,-94
508,-85
509,-77
510,-72
511,-71
512,-78
513,-86
514,-88
515,-88
516,-90
517,-103
518,-100
519,-61
520,47
521,185
522,279
523,297
524,239
525,153
526,74
527,17
528,-25
529,-46
530,-68
531,-83
532,-99
533,-109
534,-120
535,-128
536,-136
537,-139
538,-133
539,-128
540,-120
541,-111
542,-103
543,-101
544,-99
545,-99
546,-98
547,-97
548,-93
549,-88
550,-85
551,-77
552,-71
553,-66
554,-68
555,-67
556,-67
557,-72
558,-76
559,-81
560,-85
561,-94
562,-100
563,-105
564,-110
565,-111
566,-103
567,-76
568,-31
569,-15
570,-4
571,8
572,72
573,158
574,220
575,229
576,220
577,210
578,195
579,180
580,143
581,103
582,53
583,9
584,-30
585,-61
586,-85
587,-95
588,-102
589,-102
590,-99
591,-93
592,-80
593,-68
594,-57
595,-49
596,-47
597,-42
598,-32
599,-9
600,20
601,49
602,44
603,26
604,-14
605,-40
606,-64
607,-69
608,-70
609,-70
610,-75
611,-87
612,-102
613,-127
614,-129
615,-132
616,-116
617,-106
618,-100
619,-101
620,-105
621,-110
622,-114
623,-117
624,-111
625,-102
626,-92
627,-82
628,-75
629,-67
630,-65
631,-65
632,-69
633,-82
634,-86
635,-56
636,18
637,113
638,203
639,258
640,276
641,275
642,272
643,269
644,267
645,271
646,255
647,237
648,214
649,198
650,175
651,136
652,80
653,34
654,-2
655,-25
