,-782
0,-1221
1,-1406
2,-1288
3,-944
4,-548
5,-242
6,-19
7,117
8,182
9,220
10,288
11,379
12,472
13,505
14,487
15,425
16,367
17,325
18,328
19,346
20,381
21,411
22,434
23,451
24,459
25,424
26,259
27,131
28,17
29,37
30,115
31,216
32,329
33,379
34,360
35,79
36,-354
37,-764
38,-1099
39,-1258
40,-1240
41,-1053
42,-630
43,-174
44,196
45,427
46,523
47,461
48,359
49,304
50,372
51,519
52,671
53,680
54,645
55,548
56,336
57,-120
58,-550
59,-884
60,-848
61,-627
62,-309
63,-79
64,7
65,-82
66,-259
67,-482
68,-671
69,-800
70,-746
71,-496
72,-140
73,189
74,468
75,468
76,552
77,545
78,424
79,210
80,19
81,-99
82,-66
83,122
84,359
85,595
86,736
87,760
88,602
89,295
90,-183
91,-771
92,-1352
93,-1744
94,-1758
95,-1420
96,-906
97,-389
98,-30
99,147
100,171
101,124
102,60
103,31
104,95
105,206
106,325
107,401
108,441
109,448
110,454
111,421
112,322
113,217
114,174
115,219
116,347
117,463
118,527
119,550
120,469
121,332
122,131
123,-59
124,-177
125,-306
126,-492
127,-758
128,-892
129,-786
130,-462
131,-157
132,53
133,152
134,113
135,-24
136,-117
137,-33
138,238
139,510
140,677
141,690
142,604
143,468
144,314
145,92
146,-71
147,-110
148,32
149,318
150,517
151,622
152,698
153,668
154,512
155,20
156,-839
157,-1688
158,-1864
159,-1734
160,-1032
161,-355
162,112
163,359
164,473
165,399
166,187
167,-81
168,-253
169,-267
170,-67
171,219
172,471
173,649
174,722
175,713
176,628
177,478
178,279
179,30
180,-142
181,-168
182,-6
183,153
184,339
185,398
186,498
187,589
188,608
189,372
190,-241
191,-1037
192,-1670
193,-1822
194,-1535
195,-956
196,-334
197,123
198,457
199,545
200,440
201,254
202,115
203,90
204,224
205,383
206,570
207,667
208,676
209,605
210,425
211,262
212,145
213,151
214,280
215,390
216,511
217,498
218,463
219,350
220,162
221,-46
222,-305
223,-530
224,-764
225,-987
226,-1205
227,-1188
228,-972
229,-627
230,-314
231,-127
232,-33
233,-51
234,-110
235,-56
236,119
237,389
238,604
239,709
240,718
241,685
242,629
243,584
244,547
245,509
246,463
247,432
248,394
249,346
250,215
251,52
252,-96
253,-136
254,-112
255,-68
256,-75
257,-99
258,-150
259,-137
260,-36
261,55
262,82
263,-226
264,-784
265,-1133
266,-1268
267,-990
268,-595
269,-199
270,148
271,464
272,650
273,672
274,519
275,54
276,-287
277,-501
278,-393
279,-64
280,252
281,494
282,610
283,596
284,407
285,-155
286,-850
287,-1510
288,-1681
289,-1354
290,-769
291,-255
292,143
293,397
294,466
295,338
296,63
297,-181
298,-259
299,-147
300,84
301,279
302,374
303,401
304,365
305,312
306,228
307,80
308,-151
309,-303
310,-344
311,-199
312,6
313,233
314,447
315,678
316,763
317,651
318,311
319,-334
320,-1000
321,-1576
322,-1671
323,-1322
324,-585
325,46
326,525
327,743
328,693
329,413
330,-101
331,-516
332,-737
333,-615
334,-214
335,141
336,434
337,530
338,502
339,365
340,101
341,-160
342,-315
343,-331
344,-169
345,20
346,186
347,278
348,280
349,234
350,123
351,-49
352,-131
353,-164
354,-214
355,-361
356,-680
357,-856
358,-836
359,-412
360,36
361,418
362,535
363,397
364,10
365,-449
366,-771
367,-823
368,-677
369,-419
370,-211
371,-39
372,39
373,70
374,44
375,10
376,-32
377,-67
378,-125
379,-142
380,-116
381,-50
382,59
383,185
384,283
385,357
386,369
387,390
388,377
389,330
390,173
391,-454
392,-966
393,-1269
394,-993
395,-409
396,128
397,459
398,572
399,264
400,-530
401,-1227
402,-1625
403,-1412
404,-873
405,-393
406,102
407,495
408,670
409,600
410,341
411,-28
412,-251
413,-264
414,-48
415,299
416,568
417,672
418,692
419,573
420,377
421,51
422,-302
423,-612
424,-844
425,-877
426,-759
427,-427
428,26
429,430
430,618
431,469
432,64
433,-460
434,-847
435,-995
436,-866
437,-553
438,-201
439,114
440,331
441,438
442,439
443,394
444,328
445,296
446,263
447,248
448,256
449,296
450,403
451,515
452,603
453,640
454,581
455,437
456,174
457,-19
458,-301
459,-449
460,-540
461,-570
462,-478
463,-332
464,-160
465,-65
466,-99
467,-150
468,-172
469,-201
470,-255
471,-278
472,-188
473,16
474,250
475,458
476,554
477,580
478,524
479,453
480,383
481,289
482,78
483,-152
484,-356
485,-388
486,-194
487,69
488,387
489,552
490,658
491,589
492,323
493,-42
494,-616
495,-1149
496,-1438
497,-1357
498,-954
499,-371
500,89
501,453
502,639
503,701
504,664
505,615
506,575
507,549
508,532
509,507
510,482
511,453
512,437
513,434
514,443
515,463
516,496
517,530
518,551
519,533
520,474
521,397
522,324
523,279
524,251
525,238
526,212
527,181
528,159
529,145
530,140
531,142
532,154
533,173
534,182
535,179
536,164
537,161
538,185
539,225
540,242
541,229
542,182
543,132
544,101
545,93
546,112
547,146
548,191
549,213
550,215
551,192
552,164
553,127
554,91
555,52
556,26
557,10
558,-4
559,5
560,22
561,42
562,52
563,55
564,57
565,76
566,124
567,185
568,235
569,201
570,72
571,-61
572,84
573,70
574,-156
575,-625
576,-1092
577,-1170
578,-897
579,-506
580,12
581,348
582,559
583,594
584,513
585,395
586,217
587,113
588,17
589,-42
590,-52
591,-38
592,-75
593,-146
594,-228
595,-272
596,-207
597,-73
598,-21
599,49
600,59
601,63
602,31
603,-119
604,-270
605,-342
606,-323
607,-204
608,-60
609,24
610,142
611,134
612,48
613,-107
614,-317
615,-434
616,-458
617,-469
618,-441
619,-370
620,-303
621,-248
622,-302
623,-509
624,-880
625,-1100
626,-1051
627,-728
628,-418
629,-70
630,44
631,-21
632,-281
633,-686
634,-908
635,-922
636,-551
637,-153
638,222
639,279
640,253
641,48
642,-160
643,-338
644,-345
645,-181
646,136
647,364
648,465
649,381
650,285
651,181
652,80
653,14
654,48
655,203
656,450
657,484
658,449
659,221
660,73
661,-105
662,-172
663,-197
664,-145
665,-32
666,81
667,60
668,-24
669,-261
670,-456
671,-578
672,-629
673,-710
674,-917
675,-1096
676,-1178
677,-930
678,-663
679,-376
680,-113
681,32
682,122
683,19
684,-154
685,-319
686,-331
687,-116
688,132
689,449
690,616
691,749
692,698
693,376
694,-178
695,-857
696,-1245
697,-1227
698,-792
699,-160
700,414
701,704
702,588
703,130
704,-517
705,-966
706,-1061
707,-816
708,-382
709,27
710,279
711,349
712,278
713,137
714,26
715,-36
716,-33
717,53
718,217
719,433
720,589
721,747
722,757
723,772
724,681
725,518
726,300
727,76
728,-71
729,-109
730,-24
731,100
732,238
733,256
734,245
735,75
736,-102
737,-291
738,-466
739,-606
740,-742
741,-898
742,-917
743,-859
744,-568
745,-265
746,-10
747,86
748,-22
749,-417
750,-800
751,-912
752,-663
753,-216
754,308
755,614
756,765
757,668
758,373
759,-49
760,-527
761,-909
762,-949
763,-712
764,-327
765,95
766,224
767,211
768,-19
769,-437
770,-812
771,-1015
772,-888
773,-470
774,81
775,504
776,752
777,738
778,581
779,375
780,184
781,118
782,157
783,313
784,548
785,786
786,985
787,1122
788,1088
789,1055
790,854
791,491
792,96
793,-228
794,-298
795,-95
796,263
797,540
798,753
799,810
800,733
801,525
802,195
803,-345
804,-906
805,-1264
806,-1259
807,-747
808,-215
809,225
810,456
811,592
812,584
813,470
814,261
815,40
816,-58
817,13
818,252
819,519
820,764
821,929
822,927
823,860
824,674
825,480
826,400
827,408
828,502
829,586
830,639
831,632
832,653
833,621
834,603
835,534
836,365
837,249
838,138
839,157
840,218
841,274
842,274
843,280
844,325
845,369
846,365
847,241
848,52
849,-365
850,-832
851,-1159
852,-1163
853,-833
854,-360
855,94
856,460
857,658
858,697
859,513
860,115
861,-404
862,-682
863,-583
864,-192
865,332
866,629
867,794
868,800
869,692
870,521
871,103
872,-550
873,-1131
874,-1325
875,-1143
876,-447
877,109
878,574
879,736
880,549
881,94
882,-511
883,-865
884,-941
885,-649
886,-203
887,186
888,443
889,587
890,619
891,590
892,541
893,486
894,416
895,387
896,381
897,404
898,423
899,408
900,381
901,352
902,335
903,344
904,393
905,461
906,510
907,519
908,480
909,425
910,380
911,362
912,366
913,388
914,407
915,432
916,443
917,452
918,438
919,313
920,90
921,-168
922,-423
923,-663
924,-1077
925,-1394
926,-1568
927,-1464
928,-1201
929,-928
930,-641
931,-339
932,-85
933,91
934,208
935,304
936,396
937,452
938,477
939,474
940,453
941,396
942,311
943,214
944,136
945,97
946,81
947,87
948,100
949,119
950,149
951,180
952,202
953,234
954,266
955,313
956,330
957,289
958,202
959,95
960,15
961,-14
962,2
963,36
964,83
965,116
966,103
967,15
968,-201
969,-532
970,-871
971,-965
972,-854
973,-857
974,-1020
975,-1248
976,-1268
977,-1023
978,-687
979,-406
980,-146
981,55
982,225
983,389
984,530
985,615
986,580
987,502
988,292
989,87
990,-105
991,-282
992,-385
993,-485
994,-452
995,-251
996,160
997,517
998,651
999,426
1000,-10
1001,-501
1002,-929
1003,-1127
1004,-1164
1005,-904
1006,-514
1007,-67
1008,224
1009,351
1010,277
1011,19
1012,-338
1013,-497
1014,-468
1015,-166
1016,176
1017,420
1018,649
1019,721
1020,709
1021,472
1022,-42
1023,-600
1024,-970
1025,-933
1026,-547
1027,-48
1028,318
1029,555
1030,573
1031,277
1032,-316
1033,-861
1034,-1070
1035,-870
1036,-287
1037,111
1038,473
1039,659
1040,597
1041,396
1042,54
1043,-252
1044,-379
1045,-285
1046,29
1047,330
1048,550
1049,509
1050,363
1051,98
1052,-110
1053,-318
1054,-276
1055,-150
1056,156
1057,402
1058,524
1059,426
1060,147
1061,-191
1062,-559
1063,-859
1064,-900
1065,-848
1066,-691
1067,-563
1068,-429
1069,-294
1070,-117
1071,4
1072,64
1073,-77
1074,-207
1075,-298
1076,-260
1077,-106
1078,39
1079,259
1080,334
1081,348
1082,328
1083,193
1084,67
1085,-53
1086,-160
1087,-202
1088,-204
1089,-206
1090,-156
1091,1
1092,169
1093,275
1094,140
1095,-137
1096,-485
1097,-836
1098,-900
1099,-819
1100,-552
1101,-196
1102,30
1103,132
1104,77
1105,-75
1106,-186
1107,-252
1108,-243
1109,-206
1110,-101
1111,83
1112,296
1113,497
1114,543
1115,506
1116,331
1117,138
1118,-21
1119,-106
1120,-66
1121,89
1122,237
1123,440
1124,570
1125,658
1126,698
1127,585
1128,330
1129,-14
1130,-370
1131,-794
1132,-879
1133,-1013
1134,-895
1135,-670
1136,-506
1137,-302
1138,-228
1139,-282
1140,-409
1141,-466
1142,-402
1143,-217
1144,27
1145,259
1146,439
1147,563
1148,613
1149,604
1150,535
1151,496
1152,503
1153,563
1154,628
1155,661
1156,676
1157,704
1158,695
1159,646
1160,543
1161,295
1162,136
1163,25
1164,62
1165,191
1166,294
1167,426
1168,564
1169,620
1170,484
1171,104
1172,-363
1173,-832
1174,-1035
1175,-1088
1176,-805
1177,-416
1178,3
1179,343
1180,520
1181,562
1182,495
1183,330
1184,205
1185,115
1186,108
1187,165
1188,218
1189,316
1190,357
1191,399
1192,382
1193,277
1194,59
1195,-113
1196,-197
1197,-117
1198,40
1199,251
1200,445
1201,598
1202,711
1203,752
1204,517
1205,-97
1206,-568
1207,-921
1208,-740
1209,-344
1210,4
1211,384
1212,578
1213,487
1214,169
1215,-357
1216,-789
1217,-911
1218,-743
1219,-366
1220,-22
1221,215
1222,363
1223,419
1224,397
1225,366
1226,329
1227,310
1228,317
1229,357
1230,417
1231,462
1232,456
1233,397
1234,321
1235,264
1236,242
1237,247
1238,271
1239,300
1240,349
1241,402
1242,420
1243,373
1244,255
1245,124
1246,41
1247,3
1248,17
1249,51
1250,111
1251,119
1252,52
1253,-161
1254,-300
1255,-417
1256,-515
1257,-714
1258,-1003
1259,-1262
1260,-1323
1261,-1236
1262,-1105
1263,-920
1264,-703
1265,-455
1266,-161
1267,81
1268,245
1269,345
1270,385
1271,401
1272,406
1273,408
1274,395
1275,368
1276,337
1277,311
1278,289
1279,265
1280,249
1281,254
1282,274
1283,291
1284,286
1285,248
1286,206
1287,174
1288,146
1289,141
1290,162
1291,205
1292,248
1293,268
1294,169
1295,-86
1296,-225
1297,-267
1298,-128
1299,-5
1300,-196
1301,-397
1302,-691
1303,-922
1304,-1074
1305,-1240
1306,-1204
1307,-942
1308,-516
1309,-79
1310,248
1311,411
1312,425
1313,359
1314,295
1315,273
1316,280
1317,314
1318,292
1319,223
1320,72
1321,-297
1322,-658
1323,-967
1324,-934
1325,-671
1326,-185
1327,227
1328,317
1329,153
1330,-171
1331,-465
1332,-650
1333,-701
1334,-563
1335,-275
1336,77
1337,376
1338,522
1339,563
1340,512
1341,397
1342,197
1343,-52
1344,-226
1345,-222
1346,-19
1347,165
1348,378
1349,483
1350,580
1351,643
1352,676
1353,573
1354,402
1355,195
1356,96
1357,39
1358,-63
1359,-317
1360,-333
1361,-345
1362,-222
1363,-235
1364,-457
1365,-690
1366,-889
1367,-933
1368,-815
1369,-450
1370,-90
1371,155
1372,342
1373,330
1374,246
1375,159
1376,118
1377,180
1378,268
1379,312
1380,345
1381,358
1382,350
1383,255
1384,41
1385,-277
1386,-555
1387,-638
1388,-348
1389,168
1390,538
1391,750
1392,736
1393,362
1394,-71
1395,-591
1396,-974
1397,-985
1398,-737
1399,-149
1400,170
1401,351
1402,355
1403,261
1404,147
1405,-41
1406,-272
1407,-363
1408,-309
1409,-94
1410,172
1411,325
1412,465
1413,497
1414,556
1415,524
1416,417
1417,262
1418,143
1419,134
1420,206
1421,337
1422,364
1423,461
1424,466
1425,579
1426,606
1427,531
1428,379
1429,15
1430,-434
1431,-756
1432,-803
1433,-565
1434,-39
1435,345
1436,669
1437,700
1438,443
1439,-32
1440,-368
1441,-512
1442,-426
1443,-250
1444,-57
1445,182
1446,389
1447,486
1448,458
1449,345
1450,221
1451,199
1452,259
1453,393
1454,515
1455,570
1456,561
1457,520
1458,442
1459,361
1460,266
1461,42
1462,-175
1463,-382
1464,-440
1465,-336
1466,-220
1467,-138
1468,71
1469,334
1470,488
1471,363
1472,6
1473,-434
1474,-828
1475,-1189
1476,-1236
1477,-1088
1478,-693
1479,-267
1480,31
1481,218
1482,234
1483,97
1484,-18
1485,-88
1486,-53
1487,72
1488,162
1489,250
1490,269
1491,306
1492,281
1493,219
1494,32
1495,-131
1496,-243
1497,-235
1498,-152
1499,-79
1500,12
1501,84
1502,249
1503,306
1504,298
1505,145
1506,-146
1507,-512
1508,-746
1509,-679
1510,-462
1511,-57
1512,103
1513,252
1514,276
1515,125
1516,-156
1517,-485
1518,-692
1519,-721
1520,-596
1521,-408
1522,-205
1523,-15
1524,79
1525,151
1526,95
1527,23
1528,-138
1529,-288
1530,-405
1531,-422
1532,-303
1533,-88
1534,126
1535,366
1536,571
1537,763
1538,826
1539,634
1540,273
1541,-141
1542,-446
1543,-674
1544,-851
1545,-1095
1546,-1163
1547,-1105
1548,-861
1549,-501
1550,-229
1551,-62
1552,5
1553,-26
1554,-153
1555,-227
1556,-240
1557,-141
1558,17
1559,177
1560,301
1561,360
1562,352
1563,315
1564,274
1565,263
1566,256
1567,257
1568,248
1569,194
1570,-70
1571,-214
1572,-263
1573,-77
1574,170
1575,281
1576,256
1577,325
1578,586
1579,822
1580,793
1581,268
1582,-446
1583,-1101
1584,-1370
1585,-1287
1586,-956
1587,-526
1588,-93
1589,175
1590,330
1591,333
1592,282
1593,193
1594,35
1595,-365
1596,-620
1597,-735
1598,-497
1599,-45
1600,357
1601,741
1602,971
1603,1013
1604,856
1605,551
1606,231
1607,-19
1608,-199
1609,-347
1610,-531
1611,-671
1612,-698
1613,-522
1614,-154
1615,193
1616,433
1617,540
1618,359
1619,-93
1620,-799
1621,-1420
1622,-1802
1623,-1686
1624,-1293
1625,-722
1626,-168
1627,271
1628,543
1629,626
1630,578
1631,434
1632,189
1633,-90
1634,-357
1635,-461
1636,-416
1637,-162
1638,13
1639,262
1640,286
1641,278
1642,218
1643,89
1644,-65
1645,-205
1646,-266
1647,-185
1648,7
1649,241
1650,458
1651,583
1652,683
1653,641
1654,587
1655,485
1656,219
1657,-163
1658,-762
1659,-1069
1660,-1193
1661,-829
1662,-300
1663,354
1664,873
1665,1098
1666,1049
1667,725
1668,168
1669,-595
1670,-1044
1671,-1133
1672,-719
1673,-256
1674,59
1675,167
1676,136
1677,91
1678,41
1679,-2
1680,-80
1681,-150
1682,-209
1683,-217
1684,-174
1685,-57
1686,110
1687,344
1688,547
1689,656
1690,646
1691,499
1692,319
1693,93
1694,-38
1695,-55
1696,99
1697,355
1698,543
1699,654
1700,699
1701,804
1702,877
1703,797
1704,460
1705,-85
1706,-701
1707,-1199
1708,-1387
1709,-1326
1710,-969
1711,-554
1712,-194
1713,66
1714,163
1715,125
1716,39
1717,-44
1718,-56
1719,-2
1720,89
1721,184
1722,281
1723,349
1724,380
1725,388
1726,372
1727,329
1728,237
1729,173
1730,172
1731,274
1732,445
1733,618
1734,726
1735,717
1736,675
1737,524
1738,244
1739,-245
1740,-678
1741,-972
1742,-884
1743,-599
1744,-135
1745,89
1746,95
1747,-119
1748,-386
1749,-521
1750,-573
1751,-518
1752,-301
1753,11
1754,371
1755,603
1756,676
1757,594
1758,399
1759,174
1760,-64
1761,-298
1762,-427
1763,-456
1764,-332
1765,-103
1766,130
1767,350
1768,444
1769,597
1770,743
1771,746
1772,553
1773,150
1774,-269
1775,-554
1776,-590
1777,-475
1778,-298
1779,-189
1780,-329
1781,-462
1782,-557
1783,-686
1784,-932
1785,-1289
1786,-1381
1787,-1140
1788,-577
1789,6
1790,372
1791,537
1792,579
1793,534
1794,439
1795,253
1796,37
1797,-86
1798,-89
1799,41
1800,218
1801,339
1802,375
1803,360
1804,314
1805,248
1806,173
1807,52
1808,5
1809,25
1810,131
1811,265
1812,361
1813,406
1814,411
1815,428
1816,393
1817,348
1818,202
1819,-39
1820,-273
1821,-450
1822,-471
1823,-367
1824,-217
1825,63
1826,382
1827,531
1828,432
1829,95
1830,-347
1831,-718
1832,-1013
1833,-1006
1834,-714
1835,-226
1836,249
1837,617
1838,756
1839,763
1840,623
1841,440
1842,196
1843,-161
1844,-501
1845,-648
1846,-564
1847,-108
1848,293
1849,598
1850,785
1851,720
1852,518
1853,185
1854,-199
1855,-609
1856,-975
1857,-1292
1858,-1323
1859,-1143
1860,-712
1861,-265
1862,104
1863,325
1864,326
1865,179
1866,-9
1867,-170
1868,-277
1869,-346
1870,-314
1871,-184
1872,46
1873,331
1874,541
1875,638
1876,605
1877,552
1878,425
1879,284
1880,25
1881,-183
1882,-280
1883,-162
1884,87
1885,309
1886,451
1887,481
1888,530
1889,692
1890,854
1891,830
1892,574
1893,111
1894,-462
1895,-892
1896,-1307
1897,-1304
1898,-1220
1899,-831
1900,-465
1901,-145
1902,75
1903,124
1904,-42
1905,-370
1906,-698
1907,-832
1908,-677
1909,-304
1910,119
1911,444
1912,694
1913,814
1914,785
1915,621
1916,363
1917,127
1918,-30
1919,-59
1920,44
1921,212
1922,369
1923,455
1924,498
1925,436
1926,310
1927,95
1928,-142
1929,-345
1930,-545
1931,-642
1932,-654
1933,-562
1934,-339
1935,-74
1936,166
1937,468
1938,655
1939,743
1940,702
1941,353
1942,-202
1943,-859
1944,-1178
1945,-1209
1946,-852
1947,-428
1948,-57
1949,265
1950,369
1951,346
1952,227
1953,-3
1954,-357
1955,-598
1956,-623
1957,-262
1958,143
1959,571
1960,731
1961,686
1962,499
1963,189
1964,-112
1965,-350
1966,-513
1967,-581
1968,-536
1969,-453
1970,-290
1971,-125
1972,63
1973,246
1974,315
1975,371
1976,385
1977,350
1978,276
1979,44
1980,-403
1981,-964
1982,-1287
1983,-1274
1984,-711
1985,-79
1986,444
1987,666
1988,560
1989,117
1990,-605
1991,-1106
1992,-1353
1993,-1166
1994,-745
1995,-314
1996,19
1997,244
1998,327
1999,337
2000,316
2001,246
2002,200
2003,202
2004,265
2005,375
2006,463
2007,492
2008,473
2009,430
2010,413
2011,392
2012,378
2013,335
2014,199
2015,84
2016,-9
2017,35
2018,199
2019,369
2020,537
2021,576
2022,684
2023,783
2024,774
2025,510
2026,-196
2027,-797
2028,-1349
2029,-1216
2030,-797
2031,-200
2032,146
2033,371
2034,414
2035,286
2036,-16
2037,-374
