,-445
0,-645
1,-652
2,-562
3,-496
4,-442
5,-375
6,-293
7,-218
8,-146
9,-71
10,-9
11,38
12,82
13,129
14,181
15,228
16,269
17,297
18,312
19,324
20,326
21,329
22,324
23,330
24,311
25,292
26,266
27,238
28,196
29,147
30,72
31,-16
32,-88
33,-283
34,-497
35,-663
36,-707
37,-587
38,-501
39,-432
40,-366
41,-291
42,-229
43,-162
44,-88
45,-19
46,34
47,80
48,128
49,173
50,220
51,262
52,293
53,309
54,315
55,314
56,307
57,298
58,284
59,266
60,235
61,183
62,142
63,94
64,51
65,40
66,25
67,-45
68,-113
69,-372
70,-473
71,-629
72,-617
73,-571
74,-501
75,-415
76,-337
77,-258
78,-171
79,-80
80,-8
81,46
82,85
83,114
84,142
85,174
86,217
87,255
88,285
89,313
90,319
91,318
92,307
93,303
94,271
95,256
96,230
97,200
98,147
99,61
100,-33
101,-103
102,-289
103,-503
104,-655
105,-702
106,-583
107,-496
108,-496
109,-427
110,-355
111,-282
112,-219
113,-161
114,-93
115,-23
116,27
117,69
118,105
119,145
120,186
121,233
122,277
123,314
124,344
125,355
126,356
127,339
128,323
129,285
130,247
131,197
132,141
133,63
134,-51
135,-175
136,-255
137,-397
138,-519
139,-602
140,-629
141,-541
142,-483
143,-459
144,-444
145,-425
146,-373
147,-290
148,-186
149,-89
150,-21
151,25
152,54
153,84
154,107
155,139
156,172
157,198
158,208
159,211
160,208
161,187
162,164
163,131
164,91
165,41
166,-15
167,-63
168,-99
169,-127
170,-152
171,-386
172,-529
173,-741
174,-756
175,-660
176,-587
177,-499
178,-403
179,-326
180,-242
181,-159
182,-79
183,-11
184,46
185,90
186,120
187,151
188,183
189,218
190,259
191,301
192,331
193,359
194,367
195,376
196,370
197,369
198,359
199,334
200,296
201,248
202,188
203,104
204,3
205,-43
206,-243
207,-420
208,-581
209,-603
210,-483
211,-406
212,-336
213,-277
214,-208
215,-150
216,-90
217,-27
218,42
219,112
220,166
221,220
222,273
223,322
224,364
225,400
226,426
227,448
228,450
229,456
230,449
231,418
232,396
233,355
234,310
235,257
236,168
237,49
238,-56
239,-238
240,-550
241,-679
242,-731
243,-521
244,-361
245,-270
246,-235
247,-234
248,-238
249,-215
250,-148
251,-68
252,-2
253,51
254,83
255,108
256,132
257,162
258,192
259,222
260,251
261,265
262,268
263,263
264,261
265,253
266,241
267,229
268,199
269,154
270,98
271,61
272,49
273,14
274,-18
275,-95
276,-289
277,-441
278,-621
279,-665
280,-623
281,-529
282,-430
283,-340
284,-252
285,-160
286,-71
287,10
288,72
289,121
290,158
291,197
292,238
293,278
294,314
295,350
296,382
297,396
298,420
299,427
300,438
301,432
302,438
303,413
304,384
305,349
306,304
307,262
308,205
309,124
310,66
311,-69
312,-350
313,-480
314,-580
315,-444
316,-323
317,-253
318,-210
319,-171
320,-141
321,-112
322,-75
323,-31
324,1
325,26
326,45
327,71
328,98
329,132
330,171
331,202
332,234
333,261
334,282
335,300
336,312
337,323
338,320
339,310
340,287
341,234
342,174
343,105
344,35
345,-6
346,-98
347,-399
348,-514
349,-678
350,-578
351,-456
352,-375
353,-291
354,-215
355,-148
356,-98
357,-38
358,18
359,64
360,95
361,126
362,157
363,192
364,233
365,268
366,296
367,319
368,345
369,362
370,372
371,380
372,392
373,387
374,389
375,380
376,344
377,297
378,234
379,161
380,64
381,9
382,-113
383,-418
384,-555
385,-698
386,-587
387,-469
388,-392
389,-316
390,-261
391,-207
392,-161
393,-113
394,-65
395,-25
396,6
397,30
398,64
399,109
400,158
401,202
402,245
403,278
404,305
405,319
406,337
407,341
408,335
409,318
410,302
411,276
412,245
413,209
414,136
415,17
416,-64
417,-224
418,-549
419,-652
420,-675
421,-440
422,-260
423,-180
424,-171
425,-179
426,-175
427,-137
428,-69
429,6
430,67
431,111
432,140
433,168
434,201
435,230
436,259
437,289
438,313
439,327
440,343
441,345
442,353
443,350
444,347
445,324
446,290
447,247
448,209
449,152
450,79
451,-5
452,-37
453,-307
454,-459
455,-659
456,-655
457,-508
458,-409
459,-322
460,-246
461,-169
462,-113
463,-73
464,-44
465,-22
466,-7
467,7
468,29
469,60
470,94
471,132
472,172
473,204
474,222
475,234
476,236
477,234
478,229
479,230
480,226
481,215
482,206
483,186
484,162
485,131
486,95
487,52
488,13
489,50
490,148
491,264
492,351
493,312
494,44
495,-213
496,-527
497,-659
498,-659
499,-607
500,-520
501,-421
502,-333
503,-250
504,-174
505,-114
506,-67
507,-26
508,9
509,53
510,101
511,152
512,195
513,233
514,261
515,276
516,271
517,165
518,-25
519,-210
520,-396
521,-538
522,-611
523,-633
524,-542
525,-452
526,-464
527,-551
528,-671
529,-740
530,-709
531,-579
532,-402
533,-215
534,-51
535,63
536,146
537,203
538,253
539,293
540,326
541,361
542,383
543,396
544,405
545,412
546,412
547,407
548,400
549,391
550,378
551,368
552,366
553,362
554,361
555,360
556,352
557,338
558,324
559,316
560,304
561,297
562,291
563,284
564,272
565,262
566,257
567,247
568,235
569,214
570,181
571,117
572,8
573,-48
574,-250
575,-468
576,-612
577,-601
578,-460
579,-383
580,-408
581,-427
582,-377
583,-315
584,-277
585,-249
586,-223
587,-205
588,-191
589,-174
590,-148
591,-115
592,-82
593,-41
594,-17
595,-144
596,-227
597,-309
598,-368
599,-405
600,-565
601,-699
602,-735
603,-661
604,-545
605,-489
606,-515
607,-580
608,-585
609,-513
610,-392
611,-277
612,-170
613,-61
614,41
615,135
