,45
0,51
1,62
2,72
3,82
4,86
5,101
6,113
7,144
8,211
9,277
10,338
11,368
12,358
13,305
14,184
15,26
16,-129
17,-231
18,-269
19,-261
20,-234
21,-190
22,-172
23,-174
24,-180
25,-199
26,-208
27,-210
28,-189
29,-131
30,-56
31,25
32,94
33,144
34,172
35,184
36,168
37,136
38,89
39,28
40,-67
41,-156
42,-228
43,-238
44,-202
45,-153
46,-95
47,-34
48,11
49,34
50,40
51,46
52,54
53,68
54,81
55,94
56,108
57,125
58,136
59,141
60,142
61,137
62,131
63,129
64,132
65,138
66,150
67,176
68,205
69,218
70,189
71,110
72,-4
73,-122
74,-209
75,-257
76,-287
77,-313
78,-340
79,-369
80,-378
81,-373
82,-352
83,-312
84,-264
85,-210
86,-158
87,-103
88,-51
89,-4
90,37
91,73
92,106
93,129
94,143
95,149
96,155
97,160
98,170
99,168
100,151
101,90
102,-17
103,-139
104,-238
105,-283
106,-284
107,-287
108,-283
109,-275
110,-256
111,-236
112,-220
113,-214
114,-200
115,-188
116,-172
117,-151
118,-126
119,-126
120,-95
121,-66
122,-28
123,16
124,58
125,96
126,122
127,144
128,157
129,169
130,182
131,199
132,216
133,237
134,239
135,193
136,84
137,-73
138,-229
139,-345
140,-414
141,-450
142,-468
143,-472
144,-470
145,-447
146,-421
147,-379
148,-328
149,-277
150,-223
151,-176
152,-119
153,-61
154,-1
155,54
156,105
157,142
158,168
159,187
160,191
161,184
162,177
163,177
164,184
165,200
166,206
167,192
168,184
169,162
170,159
171,144
172,82
173,-32
174,-174
175,-299
176,-356
177,-368
178,-359
179,-336
180,-318
181,-294
182,-258
183,-209
184,-150
185,-89
186,-32
187,15
188,59
189,99
190,128
191,145
192,146
193,140
194,137
195,136
196,139
197,147
198,158
199,177
200,200
201,225
202,247
203,253
204,243
205,204
206,91
207,-46
208,-201
209,-305
210,-342
211,-340
212,-314
213,-280
214,-234
215,-181
216,-119
217,-58
218,-7
219,39
220,87
221,122
222,134
223,121
224,95
225,61
226,29
227,3
228,-27
229,-28
230,-3
231,53
232,128
233,185
234,185
235,86
236,-59
237,-225
238,-316
239,-347
240,-351
241,-328
242,-290
243,-234
244,-173
245,-112
246,-59
247,-14
248,19
249,43
250,60
251,76
252,92
253,107
254,120
255,130
256,141
257,140
258,141
259,143
260,145
261,161
262,169
263,169
264,126
265,15
266,-112
267,-231
268,-298
269,-318
270,-327
271,-333
272,-335
273,-329
274,-305
275,-259
276,-199
277,-137
278,-89
279,-52
280,-19
281,13
282,54
283,88
284,84
285,59
286,20
287,18
288,53
289,112
290,180
291,235
292,259
293,245
294,171
295,13
296,-148
297,-305
298,-369
299,-381
300,-348
301,-289
302,-223
303,-152
304,-80
305,-18
306,40
307,87
308,120
309,146
310,160
311,174
312,179
313,175
314,166
315,154
316,144
317,124
318,99
319,81
320,119
321,194
322,290
323,348
324,344
325,233
326,69
327,-119
328,-259
329,-319
330,-334
331,-308
332,-267
333,-216
334,-169
335,-129
336,-95
337,-80
338,-71
339,-63
340,-52
341,-37
342,-21
343,6
344,30
345,66
346,104
347,154
348,201
349,236
350,241
351,186
352,78
353,-83
354,-233
355,-340
356,-381
357,-376
358,-336
359,-275
360,-204
361,-131
362,-70
363,-16
364,20
365,46
366,60
367,68
368,76
369,80
370,85
371,87
372,88
373,86
374,77
375,63
376,44
377,75
378,142
379,231
380,298
381,279
382,173
383,6
384,-180
385,-321
386,-404
387,-446
388,-441
389,-409
390,-357
391,-295
392,-238
393,-184
394,-135
395,-85
396,-36
397,7
398,34
399,38
400,29
401,19
402,15
403,19
404,34
405,61
406,110
407,173
408,237
409,259
410,201
411,71
412,-90
413,-224
414,-312
415,-350
416,-358
417,-342
418,-301
419,-248
420,-189
421,-130
422,-77
423,-24
424,15
425,48
426,65
427,78
428,84
429,94
430,104
431,114
432,117
433,100
434,88
435,122
436,196
437,293
438,347
439,330
440,216
441,49
442,-129
443,-253
444,-323
445,-355
446,-374
447,-369
448,-355
449,-324
450,-283
451,-232
452,-184
453,-140
454,-92
455,-47
456,-3
457,31
458,65
459,98
460,139
461,189
462,245
463,316
464,365
465,376
466,337
467,251
468,108
469,-48
470,-194
471,-293
472,-337
473,-360
474,-351
475,-320
476,-273
477,-214
478,-145
479,-78
480,-11
481,44
482,92
483,127
484,145
485,149
486,143
487,135
488,131
489,128
490,122
491,139
492,184
493,251
494,299
495,302
496,230
497,48
498,-139
499,-336
500,-451
501,-502
502,-521
503,-513
504,-491
505,-456
506,-401
507,-334
508,-261
509,-190
510,-134
511,-89
512,-61
513,-43
514,-29
515,-13
516,9
517,48
518,92
519,150
520,219
521,268
522,283
523,234
524,114
525,-39
526,-185
527,-293
528,-351
529,-379
530,-380
531,-350
532,-308
533,-258
534,-206
535,-152
536,-91
537,-31
538,32
539,90
540,140
541,182
542,206
543,218
544,214
545,192
546,186
547,214
548,295
549,390
550,451
551,451
552,389
553,234
554,43
555,-161
556,-316
557,-392
558,-419
559,-411
560,-369
561,-317
562,-263
563,-207
564,-158
565,-102
566,-50
567,-6
568,34
569,71
570,104
571,135
572,164
573,188
574,223
575,262
576,285
577,265
578,202
579,89
580,-64
581,-225
582,-363
583,-457
584,-491
585,-487
586,-448
587,-388
588,-308
589,-227
590,-150
591,-88
592,-35
593,12
594,59
595,99
596,132
597,159
598,179
599,191
600,191
601,180
602,165
603,177
604,217
605,304
606,396
607,446
608,440
609,317
610,121
611,-100
612,-295
613,-407
614,-468
615,-489
616,-472
617,-435
618,-384
619,-325
620,-256
621,-202
622,-152
623,-116
624,-80
625,-38
626,18
627,94
628,153
629,211
630,254
631,310
632,357
633,372
634,335
635,235
636,100
637,-61
638,-202
639,-303
640,-361
641,-371
642,-343
643,-287
644,-218
645,-146
646,-84
647,-27
648,22
649,69
650,108
651,147
652,180
653,203
654,226
655,237
656,233
657,207
658,171
659,166
660,191
661,242
662,277
663,264
664,188
665,14
666,-171
667,-354
668,-452
669,-490
670,-472
671,-421
672,-347
673,-271
674,-202
675,-144
676,-99
677,-61
678,-27
679,7
680,30
681,40
682,44
683,50
684,62
685,78
686,95
687,122
688,147
689,151
690,125
691,61
692,-51
693,-197
694,-348
695,-469
696,-527
697,-525
698,-480
699,-402
700,-303
701,-214
702,-136
703,-75
704,-28
705,7
706,35
707,55
708,74
709,87
710,98
711,106
712,105
713,94
714,75
715,61
716,76
717,134
718,229
719,298
720,320
721,269
722,108
723,-66
724,-247
725,-357
726,-395
727,-398
728,-378
729,-341
730,-298
731,-238
732,-173
733,-106
734,-45
735,7
736,58
737,101
738,134
739,146
740,143
741,139
742,145
743,164
744,193
745,248
746,282
747,292
748,242
749,116
750,-46
751,-210
752,-325
753,-390
754,-409
755,-402
756,-362
757,-305
758,-230
759,-149
760,-73
761,-3
762,54
763,93
764,115
765,125
766,116
767,88
768,49
769,0
770,-24
771,-30
772,2
773,70
774,155
