,-174
0,-392
1,-470
2,-398
3,-259
4,-136
5,-50
6,19
7,85
8,146
9,200
10,230
11,244
12,235
13,215
14,196
15,179
16,160
17,153
18,162
19,176
20,217
21,265
22,306
23,312
24,268
25,204
26,130
27,83
28,55
29,46
30,42
31,40
32,38
33,26
34,13
35,-5
36,-22
37,-38
38,-57
39,-72
40,-86
41,-101
42,-117
43,-136
44,-163
45,-186
46,-208
47,-226
48,-236
49,-229
50,-207
51,-162
52,-90
53,-6
54,92
55,155
56,159
57,59
58,-118
59,-309
60,-406
61,-401
62,-313
63,-202
64,-107
65,-28
66,44
67,116
68,186
69,227
70,243
71,213
72,181
73,140
74,123
75,109
76,112
77,112
78,128
79,150
80,183
81,227
82,273
83,281
84,247
85,176
86,107
87,59
88,42
89,45
90,51
91,48
92,36
93,18
94,-8
95,-35
96,-57
97,-85
98,-104
99,-114
100,-127
101,-144
102,-159
103,-176
104,-196
105,-216
106,-239
107,-261
108,-275
109,-275
110,-253
111,-210
112,-140
113,-54
114,40
115,120
116,152
117,89
118,-70
119,-269
120,-394
121,-413
122,-344
123,-233
124,-144
125,-61
126,9
127,68
128,103
129,113
130,111
131,96
132,72
133,52
134,42
135,37
136,43
137,57
138,79
139,112
140,156
141,206
142,220
143,189
144,107
145,1
146,-77
147,-110
148,-89
149,-51
150,-14
151,9
152,17
153,17
154,7
155,-6
156,-21
157,-28
158,-38
159,-53
160,-72
161,-87
162,-96
163,-109
164,-122
165,-130
166,-141
167,-154
168,-169
169,-184
170,-198
171,-204
172,-211
173,-216
174,-221
175,-221
176,-222
177,-228
178,-229
179,-232
180,-233
181,-236
182,-234
183,-231
184,-228
185,-223
186,-215
187,-208
188,-205
189,-202
190,-201
191,-198
192,-190
193,-180
194,-173
195,-154
196,-112
197,-61
198,7
199,67
200,118
201,182
202,212
203,137
204,-71
205,-335
206,-495
207,-494
208,-389
209,-261
210,-154
211,-59
212,21
213,91
214,146
215,189
216,221
217,258
218,306
219,359
220,392
221,398
222,356
223,299
224,243
225,205
226,185
227,191
228,208
229,228
230,265
231,306
232,353
233,375
234,351
235,277
236,171
237,88
238,50
239,57
240,81
241,105
242,117
243,124
244,144
245,162
246,192
247,223
248,265
249,280
250,252
251,170
252,66
253,-20
254,-59
255,-41
256,0
257,52
258,92
259,131
260,165
261,205
262,231
263,225
264,176
265,99
266,34
267,-14
268,-31
269,-25
270,-18
271,-15
272,-19
273,-28
274,-44
275,-66
276,-84
277,-105
278,-120
279,-133
280,-143
281,-155
282,-164
283,-173
284,-189
285,-209
286,-232
287,-257
288,-278
289,-288
290,-279
291,-239
292,-173
293,-82
294,-1
295,69
296,98
297,47
298,-105
299,-330
300,-490
301,-530
302,-454
303,-328
304,-208
305,-103
306,-20
307,46
308,87
309,113
310,120
311,118
312,105
313,89
314,80
315,72
316,65
317,77
318,100
319,136
320,186
321,224
322,220
323,161
324,51
325,-65
326,-139
327,-153
328,-114
329,-46
330,23
331,81
332,131
333,160
334,194
335,223
336,232
337,201
338,142
339,77
340,24
341,-1
342,-2
343,8
344,13
345,24
346,44
347,69
348,94
349,121
350,151
351,177
352,169
353,107
354,-2
355,-107
356,-157
357,-145
358,-96
359,-36
360,14
361,55
362,95
363,133
364,168
365,190
366,203
367,179
368,128
369,59
370,-3
371,-37
372,-42
373,-23
374,-13
375,-9
376,-17
377,-25
378,-40
379,-53
380,-69
381,-92
382,-112
383,-135
384,-146
385,-160
386,-175
387,-193
388,-214
389,-238
390,-252
391,-251
392,-245
393,-219
394,-174
395,-104
396,-38
397,30
398,80
399,82
400,22
401,-122
402,-289
403,-394
404,-399
405,-321
406,-228
407,-143
408,-71
409,-5
410,39
411,68
412,81
413,74
414,55
415,32
416,20
417,14
418,24
419,45
420,72
421,109
422,155
423,194
424,198
425,144
426,31
427,-98
428,-178
429,-186
430,-137
431,-67
432,-12
433,26
434,44
435,54
436,62
437,58
438,52
439,37
440,19
441,-5
442,-28
443,-47
444,-72
445,-91
446,-111
447,-127
448,-147
449,-165
450,-179
451,-192
452,-204
453,-216
454,-227
455,-235
456,-239
457,-236
458,-242
459,-244
460,-249
461,-253
462,-258
463,-258
464,-252
465,-244
466,-232
467,-222
468,-213
469,-210
470,-209
471,-211
472,-208
473,-204
474,-196
475,-193
476,-192
477,-185
478,-148
479,-95
480,-25
481,50
482,104
483,148
484,192
485,170
486,55
487,-170
488,-398
489,-506
490,-483
491,-367
492,-240
493,-130
494,-26
495,71
496,153
497,225
498,279
499,319
500,349
501,380
502,433
503,468
504,487
505,464
506,406
507,332
508,257
509,204
510,186
