,216
0,182
1,146
2,128
3,116
4,109
5,110
6,110
7,112
8,98
9,79
10,11
11,-145
12,-410
13,-655
14,-772
15,-732
16,-628
17,-548
18,-519
19,-475
20,-433
21,-386
22,-348
23,-309
24,-278
25,-226
26,-159
27,-83
28,-4
29,72
30,132
31,186
32,231
33,264
34,293
35,318
36,338
37,349
38,354
39,350
40,342
41,330
42,316
43,300
44,284
45,236
46,159
47,57
48,-39
49,-93
50,-98
51,-101
52,-134
53,-189
54,-244
55,-257
56,-241
57,-220
58,-201
59,-175
60,-129
61,-79
62,-26
63,34
64,82
65,111
66,103
67,52
68,-20
69,-94
70,-130
71,-130
72,-105
73,-77
74,-61
75,-60
76,-61
77,-36
78,9
79,73
80,132
81,167
82,170
83,143
84,106
85,72
86,34
87,-5
88,-43
89,-79
90,-109
91,-139
92,-170
93,-218
94,-281
95,-356
96,-413
97,-450
98,-478
99,-536
100,-613
101,-644
102,-619
103,-555
104,-467
105,-359
106,-252
107,-144
108,-47
109,43
110,129
111,208
112,279
113,329
114,355
115,364
116,369
117,367
118,371
119,367
120,367
121,360
122,355
123,348
124,341
125,325
126,309
127,286
128,266
129,234
130,182
131,109
132,109
133,15
134,-115
135,-291
136,-471
137,-604
138,-642
139,-609
140,-558
141,-519
142,-485
143,-458
144,-428
145,-403
146,-380
147,-362
148,-341
149,-312
150,-253
151,-170
152,-81
153,-6
154,44
155,83
156,117
157,145
158,174
159,184
160,174
161,155
162,131
163,115
164,94
165,53
166,-1
167,-75
168,-114
169,-145
170,-146
171,-173
172,-190
173,-207
174,-187
175,-140
176,-95
177,-65
178,-86
179,-115
180,-149
181,-201
182,-235
183,-247
184,-199
185,-98
186,15
187,111
188,183
189,236
190,262
191,257
192,234
193,202
194,177
195,154
196,130
197,104
198,57
199,3
200,-28
201,-24
202,7
203,45
204,61
205,58
206,20
207,-20
208,-49
209,-46
210,-12
211,18
212,34
213,35
214,32
215,26
216,13
217,-2
218,-29
219,-84
220,-168
221,-295
222,-412
223,-521
224,-577
225,-587
226,-551
227,-475
228,-380
229,-259
230,-129
231,22
232,174
233,313
234,404
235,442
236,441
237,428
238,414
239,398
240,377
241,329
242,287
243,231
244,167
245,112
246,44
247,3
248,-5
249,54
250,154
251,237
252,263
253,229
254,167
255,88
256,-30
257,-177
258,-307
259,-373
260,-387
261,-348
262,-296
263,-226
264,-163
265,-137
266,-146
267,-182
268,-212
269,-205
270,-177
271,-127
272,-70
273,-21
274,20
275,37
276,62
277,93
278,146
279,200
280,251
281,288
282,313
283,324
284,300
285,261
286,224
287,218
288,268
289,339
290,396
291,425
292,421
293,381
294,302
295,193
296,51
297,-113
298,-262
299,-382
300,-438
301,-459
302,-465
303,-485
304,-486
305,-475
306,-451
307,-437
308,-423
309,-396
310,-334
311,-251
312,-196
313,-170
314,-155
315,-107
316,-30
317,74
318,168
319,254
320,315
321,357
322,387
323,402
324,413
325,409
326,382
327,326
328,242
329,152
330,48
331,-41
332,-107
333,-132
334,-115
335,-93
336,-91
337,-114
338,-165
339,-208
340,-234
341,-201
342,-125
343,-13
344,87
345,171
346,244
347,310
348,363
349,406
350,428
351,443
352,444
353,440
354,430
355,410
356,386
357,352
358,316
359,289
