,184
0,-160
1,-569
2,-758
3,-610
4,-259
5,160
6,418
7,565
8,619
9,581
10,501
11,354
12,47
13,-331
14,-541
15,-424
16,-211
17,98
18,291
19,445
20,536
21,511
22,471
23,483
24,516
25,527
26,510
27,446
28,369
29,268
30,185
31,149
32,152
33,189
34,208
35,197
36,173
37,167
38,177
39,199
40,190
41,187
42,187
43,146
44,-158
45,-821
46,-1179
47,-1385
48,-903
49,-411
50,93
51,392
52,557
53,498
54,200
55,-264
56,-480
57,-470
58,-198
59,102
60,214
61,288
62,339
63,330
64,278
65,218
66,138
67,64
68,2
69,-23
70,-5
71,43
72,75
73,97
74,97
75,96
76,102
77,116
78,148
79,188
80,233
81,279
82,331
83,383
84,430
85,445
86,411
87,338
88,239
89,161
90,144
91,173
92,235
93,298
94,322
95,335
96,305
97,248
98,152
99,2
100,-183
101,-360
102,-496
103,-643
104,-879
105,-1016
106,-1046
107,-795
108,-418
109,-68
110,176
111,312
112,332
113,301
114,258
115,208
116,166
117,137
118,124
119,106
120,109
121,136
122,184
123,240
124,293
125,339
126,376
127,389
128,399
129,396
130,383
131,352
132,296
133,245
134,234
135,240
136,221
137,-90
138,-882
139,-1257
140,-1501
141,-1100
142,-569
143,-126
144,250
145,488
146,536
147,441
148,101
149,-380
150,-603
151,-547
152,-247
153,85
154,258
155,377
156,426
157,403
158,324
159,171
160,-129
161,-361
162,-517
163,-377
164,-195
165,61
166,305
167,520
168,626
169,609
170,538
171,434
172,284
173,32
174,-80
175,-146
176,-35
177,48
178,177
179,335
180,482
181,567
182,533
183,445
184,368
185,286
186,219
187,186
188,158
189,127
190,88
191,35
192,-4
193,-29
194,-41
195,-14
196,23
197,87
198,151
199,211
200,257
201,297
202,331
203,372
204,418
205,470
206,518
207,549
208,556
209,513
210,435
211,347
212,295
213,268
214,237
215,204
216,128
217,28
218,-293
219,-1030
220,-1486
221,-1626
222,-1221
223,-665
224,-278
225,-31
226,101
227,27
228,-205
229,-460
230,-598
231,-579
232,-422
233,-210
234,0
235,131
236,183
237,214
238,229
239,266
240,286
241,300
242,316
243,336
244,347
245,336
246,308
247,298
248,309
249,326
250,334
251,315
252,274
253,215
254,79
255,-367
256,-1072
257,-1419
258,-1403
259,-866
260,-292
261,74
262,277
263,358
264,264
265,40
266,-399
267,-806
268,-915
269,-689
270,-223
271,195
272,448
273,596
274,604
275,541
276,473
277,411
278,324
279,230
280,153
281,170
282,274
283,459
284,636
285,809
286,951
287,1000
288,934
289,718
290,471
291,255
292,73
293,-78
294,-203
295,-260
296,-389
297,-598
298,-849
299,-929
300,-788
301,-524
302,-255
303,-80
304,20
305,69
306,76
307,62
308,25
309,-11
310,-32
311,-44
312,-29
313,-14
314,31
315,85
316,144
317,201
318,252
319,310
320,364
321,412
322,458
323,517
324,557
325,554
326,482
327,353
328,233
329,156
330,115
331,112
332,83
333,-8
334,-447
335,-1038
336,-1463
337,-1454
338,-1009
339,-533
340,-149
341,164
342,357
343,392
344,262
345,-42
346,-395
347,-666
348,-658
349,-482
350,-199
351,-21
352,63
353,75
354,70
355,80
356,84
357,44
358,-88
359,-326
360,-395
361,-394
362,-321
363,-231
364,-124
365,28
366,120
367,-28
368,-447
369,-937
370,-1121
371,-989
372,-616
373,-221
374,7
375,201
376,350
377,420
378,436
379,427
380,390
381,339
382,278
383,230
384,219
385,214
386,235
387,257
388,288
389,309
390,311
391,300
392,307
393,339
394,381
395,425
396,461
397,450
398,403
399,318
400,179
401,-46
402,-716
403,-1231
404,-1575
405,-1330
406,-820
407,-333
408,18
409,298
410,417
411,367
412,171
413,-173
414,-338
415,-274
416,23
417,322
418,437
419,406
420,333
421,236
422,165
423,120
424,91
425,54
426,37
427,55
428,92
429,151
430,207
431,242
432,257
433,264
434,263
435,277
436,315
437,356
438,411
439,429
440,411
441,355
442,304
443,299
444,310
445,317
446,306
447,297
448,271
449,208
450,91
451,-156
452,-650
453,-1247
454,-1392
455,-1138
456,-464
457,50
458,266
459,324
460,317
461,229
462,70
463,-200
464,-459
465,-468
466,-240
467,146
468,473
469,636
470,683
471,636
472,521
473,409
474,336
475,287
476,257
477,256
478,235
479,219
480,185
481,125
482,65
483,28
484,24
485,58
486,85
487,140
488,169
489,189
490,190
491,183
492,195
493,214
494,257
495,295
496,341
497,369
498,390
499,383
500,365
501,319
502,268
503,229
504,206
505,203
506,205
507,203
508,201
509,197
510,202
511,218
512,259
513,323
514,418
515,532
516,638
517,696
518,670
519,528
520,318
521,115
522,-63
523,-578
524,-933
525,-1255
526,-1133
527,-706
528,-355
529,-22
530,218
531,325
532,312
533,146
534,-155
535,-289
536,-223
537,25
538,334
539,458
540,462
541,372
542,239
543,131
544,77
545,44
546,13
547,-25
548,-86
549,-162
550,-206
551,-194
552,-126
553,-50
554,0
555,22
556,-10
557,-67
558,-185
559,-398
560,-923
561,-1271
562,-1394
563,-1005
564,-487
565,-23
566,236
567,361
568,363
569,224
570,-63
571,-543
572,-703
573,-661
574,-325
575,39
576,262
577,450
578,565
579,575
580,502
581,349
582,120
583,-186
584,-387
585,-442
586,-316
587,-151
588,5
589,106
590,185
591,219
592,215
593,210
594,232
595,284
596,339
597,377
598,413
599,432
600,444
601,453
602,453
603,456
604,461
605,462
606,458
607,457
608,450
609,456
610,463
611,479
612,469
613,460
614,434
615,398
616,253
617,-268
618,-983
619,-1408
620,-1410
621,-963
622,-496
623,-179
624,18
625,88
626,-41
627,-392
628,-731
629,-793
630,-531
631,-139
632,143
633,218
634,251
635,247
636,226
637,241
638,263
639,294
640,304
641,314
642,341
643,379
644,424
645,466
646,490
647,514
648,514
649,523
650,530
651,528
652,518
653,494
654,464
655,429
656,375
657,332
658,278
659,251
660,224
661,218
662,237
663,289
664,374
665,435
666,443
667,377
668,233
669,116
670,44
671,38
672,69
673,-7
674,-538
675,-953
676,-1251
677,-1115
678,-695
679,-323
680,-53
681,177
682,294
683,280
684,130
685,-160
686,-399
687,-403
688,-233
689,97
690,364
691,495
692,511
693,427
694,300
695,180
696,60
697,-81
698,-200
699,-178
700,-66
701,96
702,264
703,427
704,604
705,747
706,774
707,666
708,429
709,-61
710,-643
711,-1009
712,-1056
713,-859
714,-521
715,-205
716,112
717,306
718,340
719,281
720,216
721,117
722,35
723,-3
724,16
725,85
726,167
727,221
728,231
729,212
730,179
731,177
732,168
733,171
734,165
735,168
736,182
737,201
738,199
739,186
740,175
741,171
742,162
743,167
744,185
745,226
746,284
747,330
748,352
749,361
750,354
751,355
752,343
753,327
754,275
755,204
756,105
757,22
758,8
759,55
760,119
761,158
762,167
763,118
764,-147
765,-914
766,-1336
767,-1492
768,-1110
769,-647
770,-379
771,-190
772,-23
773,45
774,-165
775,-710
776,-906
777,-898
778,-468
779,-1
780,247
781,407
782,489
783,481
784,464
785,452
786,448
787,414
788,381
789,352
790,336
791,331
792,342
793,361
794,386
795,421
796,449
797,482
798,504
799,484
800,414
801,327
802,249
803,189
804,156
805,139
806,129
807,4
808,-474
809,-1050
810,-1429
811,-1311
812,-804
813,-292
814,77
815,345
816,488
817,464
818,260
819,-105
820,-555
821,-749
822,-756
823,-546
824,-295
825,-106
826,13
827,58
828,-4
829,-77
830,-135
831,-175
832,-223
833,-243
834,-249
835,-207
836,-121
837,14
838,153
839,257
840,307
841,308
842,322
843,339
844,353
845,351
846,343
847,351
848,377
849,406
850,433
851,451
852,450
853,431
854,399
855,352
856,303
857,249
858,207
859,182
860,183
861,224
862,277
863,337
864,378
865,365
866,264
867,78
868,-229
869,-657
870,-1314
871,-1628
872,-1509
873,-918
874,-289
875,70
876,170
877,248
878,244
879,116
880,-256
881,-792
882,-925
883,-798
884,-365
885,39
886,242
887,368
888,379
889,294
890,180
891,52
892,-124
893,-206
894,-205
895,-61
896,55
897,179
898,279
899,384
900,406
901,338
902,268
903,234
904,257
905,277
906,273
907,264
908,240
909,219
910,210
911,189
912,168
913,147
914,143
915,167
916,195
917,218
918,222
919,208
920,200
921,200
922,232
923,254
924,273
925,262
926,236
927,201
928,161
929,130
930,121
931,139
932,179
933,228
934,276
935,316
936,340
937,361
938,400
939,441
940,459
941,432
942,322
943,177
944,-79
945,-778
946,-1143
947,-1483
948,-1220
949,-732
950,-322
951,11
952,240
953,283
954,218
955,5
956,-345
957,-401
958,-250
959,115
960,465
961,596
962,624
963,567
964,444
965,322
966,187
967,22
968,-165
969,-302
970,-330
971,-264
972,-152
973,-29
974,83
975,197
976,295
977,364
978,402
979,426
980,451
981,488
982,523
983,524
