,-22
0,-63
1,-90
2,-86
3,-73
4,-68
5,-74
6,-88
7,-84
8,-67
9,-12
10,44
11,92
12,118
13,131
14,140
15,163
16,177
17,181
18,160
19,125
20,91
21,59
22,17
23,17
24,-22
25,-70
26,-99
27,-112
28,-108
29,-94
30,-84
31,-51
32,-22
33,8
34,43
35,54
36,93
37,115
38,139
39,128
40,117
41,83
42,69
43,54
44,71
45,51
46,39
47,-11
48,-70
49,-107
50,-108
51,-83
52,-64
53,-76
54,-89
55,-104
56,-105
57,-101
58,-88
59,-72
60,-53
61,-52
62,-50
63,-66
64,-45
65,-49
66,-45
67,-56
68,-70
69,-72
70,-62
71,-54
72,-58
73,-76
74,-61
75,-31
76,-16
77,-17
78,-36
79,-46
80,-57
81,-61
82,-59
83,-53
84,-30
85,-18
86,7
87,28
88,49
89,66
90,85
91,115
92,143
93,141
94,116
95,75
96,58
97,58
98,71
99,43
100,-3
101,-60
102,-88
103,-89
104,-79
105,-51
106,-26
107,13
108,38
109,44
110,70
111,100
112,112
113,132
114,100
115,84
116,64
117,82
118,97
119,96
120,43
121,-30
122,-95
123,-120
124,-145
125,-139
126,-147
127,-134
128,-112
129,-92
130,-40
131,15
132,70
133,105
134,125
135,121
136,107
137,108
138,133
139,152
140,157
141,121
142,76
143,35
144,-10
145,-49
146,-81
147,-81
148,-72
149,-80
150,-90
151,-106
152,-98
153,-52
154,-21
155,14
156,41
157,57
158,73
159,86
160,99
161,113
162,103
163,95
164,60
165,61
166,53
167,56
168,37
169,3
170,-43
171,-63
172,-42
173,-11
174,28
175,33
176,36
177,24
178,9
179,7
180,-12
181,11
182,10
183,27
184,38
185,57
186,68
187,88
188,113
189,133
190,143
191,141
192,134
193,154
194,145
195,121
196,91
197,74
198,93
199,129
200,154
201,118
202,84
203,41
204,10
205,10
206,3
207,-2
208,11
209,17
210,44
211,55
212,58
213,70
214,73
215,86
216,92
217,103
218,79
219,55
220,16
221,-8
222,23
223,35
224,33
225,-2
226,-46
227,-64
228,-44
229,-27
230,-18
231,-1
232,36
233,64
234,74
235,89
236,114
237,163
238,195
239,213
240,215
241,174
242,141
243,137
244,132
245,141
246,102
247,36
248,-22
249,-88
250,-140
251,-175
252,-182
253,-162
254,-125
255,-79
256,-35
257,17
258,62
259,96
260,129
261,167
262,186
263,181
264,151
265,120
266,93
267,117
268,142
269,150
270,104
271,37
272,-40
273,-98
274,-136
275,-161
276,-171
277,-167
278,-145
279,-110
280,-64
281,-11
282,39
283,88
284,132
285,170
286,187
287,187
288,178
289,179
290,188
291,196
292,187
293,153
294,98
295,41
296,-8
297,-38
298,-50
299,-52
300,-51
301,-62
302,-57
303,-47
304,-18
305,35
306,96
307,139
308,160
309,154
310,151
311,132
312,122
313,123
314,128
315,128
316,100
317,53
318,-11
319,-70
320,-122
321,-145
322,-160
323,-154
324,-153
325,-142
326,-124
327,-96
328,-74
329,-46
330,-17
331,19
332,46
333,74
334,91
335,96
336,90
337,67
338,37
339,17
340,12
341,3
342,-14
343,-57
344,-91
345,-115
346,-134
347,-137
348,-126
349,-109
350,-77
351,-56
352,-26
353,0
354,30
355,63
356,125
357,174
358,201
359,184
360,144
361,110
362,79
363,52
364,28
365,2
366,-31
367,-68
368,-93
369,-95
370,-80
371,-67
372,-55
373,-40
374,14
375,73
376,109
377,97
378,51
379,3
380,-28
381,-41
382,-37
383,-29
384,-20
385,-8
386,6
387,25
388,44
389,64
390,78
391,86
392,79
393,57
394,20
395,-18
396,-30
397,19
398,97
399,144
400,117
401,17
402,-85
403,-142
404,-159
405,-153
406,-139
407,-125
408,-111
409,-97
410,-80
411,-62
412,-42
413,-30
414,-12
415,-8
416,2
417,3
418,3
419,24
420,46
421,57
422,87
423,80
424,44
425,-21
426,-46
427,-20
428,44
429,66
430,25
431,-95
432,-208
433,-270
434,-281
435,-276
436,-257
437,-252
438,-228
439,-196
440,-162
441,-127
442,-101
443,-65
444,-30
445,-5
446,12
447,46
448,56
449,96
450,88
451,111
452,121
453,118
454,113
455,105
456,99
457,71
458,15
459,-61
460,-103
461,-74
462,-39
463,-42
464,-80
465,-145
466,-201
467,-231
468,-282
469,-321
470,-329
471,-336
472,-324
473,-302
474,-286
475,-255
476,-207
477,-148
478,-81
479,-35
480,-23
481,-23
482,-20
483,-11
484,-1
485,-1
486,-43
487,-56
488,-96
489,-87
490,-90
491,-59
492,-37
493,-9
494,30
495,54
496,87
497,112
498,131
499,140
500,151
501,152
502,162
503,181
504,200
505,233
506,248
507,211
508,149
509,61
510,14
511,2
512,31
513,22
514,-12
515,-93
516,-200
517,-276
518,-320
519,-334
520,-330
521,-299
522,-290
523,-236
524,-172
525,-109
526,-22
527,44
528,101
529,145
530,147
531,149
532,135
533,100
534,51
535,-8
536,-41
537,-56
538,-53
539,-27
540,-7
541,22
542,27
543,50
544,43
545,75
546,88
547,121
548,162
549,185
550,175
551,189
552,199
553,214
554,207
555,133
556,53
557,-31
558,-86
559,-101
560,-115
561,-111
562,-126
563,-133
564,-131
565,-123
566,-95
567,-49
568,-13
569,25
570,75
571,98
572,138
573,147
574,133
575,105
576,115
577,174
578,210
579,196
580,102
581,-25
582,-124
583,-186
584,-237
585,-262
586,-289
587,-295
588,-260
589,-194
590,-119
591,-22
592,51
593,125
594,183
595,209
596,223
597,200
598,187
599,154
600,149
601,138
602,140
603,121
604,97
605,52
606,10
607,-8
608,-9
609,28
610,48
611,76
612,65
613,49
614,17
615,9
616,68
617,168
618,224
619,185
620,81
621,-13
622,-92
623,-130
624,-175
625,-171
626,-169
627,-157
628,-147
629,-139
630,-155
631,-165
632,-154
633,-140
634,-108
635,-71
636,-38
637,-18
638,21
639,57
640,75
641,85
642,72
643,67
644,64
645,55
646,51
647,43
648,39
649,41
650,51
651,61
652,79
653,105
654,121
655,127
656,124
657,116
658,88
659,48
660,5
661,-20
662,-30
663,-19
664,-7
665,14
666,33
667,65
668,98
669,122
670,146
671,154
672,157
673,152
674,140
675,118
676,98
677,108
678,155
679,202
680,225
681,211
682,163
683,96
684,15
685,-70
686,-143
687,-193
688,-233
689,-269
690,-317
691,-352
692,-372
693,-369
694,-342
695,-305
696,-259
697,-212
698,-167
699,-127
700,-98
701,-80
702,-47
703,-6
704,68
705,130
706,175
707,188
708,197
709,217
710,246
711,253
712,224
713,156
714,82
715,31
716,1
717,-9
718,-7
719,12
720,42
721,71
722,106
723,135
724,164
725,188
726,210
727,231
728,238
729,245
730,233
731,205
732,179
733,178
734,156
735,115
736,56
737,39
738,76
739,109
740,98
741,22
742,-90
743,-205
744,-297
745,-348
746,-348
747,-318
748,-275
749,-227
750,-171
751,-114
752,-60
753,-14
754,33
755,69
756,104
757,138
758,164
759,190
760,205
761,225
762,240
763,253
764,263
765,270
766,274
767,286
768,303
769,318
770,275
771,209
772,130
773,73
774,77
775,78
776,40
777,-38
778,-137
779,-189
780,-213
781,-194
782,-173
783,-163
784,-170
785,-166
786,-171
787,-159
788,-137
789,-100
790,-35
791,13
792,62
793,84
794,75
795,54
796,-2
797,-64
798,-137
799,-189
800,-210
801,-202
802,-189
803,-156
804,-133
805,-106
806,-87
807,-76
808,-43
809,-9
810,13
811,60
812,106
813,140
814,133
815,111
816,75
817,71
818,79
819,77
820,23
821,-59
822,-166
823,-226
824,-256
825,-247
826,-228
827,-224
828,-205
829,-215
830,-200
831,-177
832,-139
833,-88
834,-34
835,9
836,49
837,80
838,109
839,141
840,163
841,208
842,232
843,226
844,204
845,154
846,118
847,87
848,92
849,114
850,124
851,112
852,43
853,-34
854,-114
855,-160
856,-189
857,-169
858,-164
859,-137
860,-104
861,-58
862,-1
863,84
864,172
865,254
866,304
867,348
868,369
869,405
870,439
871,439
872,393
873,312
874,213
875,135
876,87
877,63
878,42
879,49
880,72
881,85
882,112
883,148
884,178
885,210
886,254
887,270
888,301
889,301
890,296
891,272
892,280
893,269
894,244
895,180
896,131
897,122
898,146
899,142
900,99
901,22
902,-98
903,-196
904,-313
905,-374
906,-433
907,-446
908,-424
909,-367
910,-294
911,-229
912,-169
913,-125
914,-71
915,-38
916,3
917,32
918,44
919,72
920,93
921,121
922,131
923,152
924,166
925,193
926,195
927,210
928,217
929,214
930,204
931,190
932,143
933,92
934,36
935,-2
936,-67
937,-104
938,-108
939,-79
940,-49
941,-55
942,-97
943,-151
944,-183
945,-188
946,-181
947,-172
948,-169
949,-152
950,-105
951,-63
952,2
953,59
954,109
955,132
956,132
957,111
958,84
959,27
960,-63
961,-149
962,-226
963,-281
964,-295
965,-298
966,-269
967,-242
968,-217
969,-186
970,-166
971,-152
972,-118
973,-83
974,-16
975,49
976,106
977,125
978,140
979,130
980,138
981,147
982,140
983,87
984,1
985,-53
986,-32
987,9
988,35
989,0
990,-93
991,-200
992,-297
993,-353
994,-372
995,-360
996,-345
997,-308
998,-277
999,-233
1000,-171
1001,-100
1002,-50
1003,-16
1004,-4
1005,5
1006,-9
1007,-25
1008,-52
1009,-84
1010,-132
1011,-168
1012,-176
1013,-168
1014,-139
1015,-120
1016,-113
1017,-114
1018,-102
1019,-64
1020,-17
1021,32
1022,80
1023,117
1024,150
1025,177
1026,197
1027,211
1028,225
1029,234
1030,249
1031,251
1032,255
1033,261
1034,265
1035,272
1036,279
1037,286
1038,294
1039,288
1040,253
1041,187
1042,98
1043,30
1044,-9
1045,-13
1046,-11
1047,-39
1048,-101
1049,-188
1050,-270
1051,-322
1052,-331
1053,-288
1054,-216
1055,-123
1056,-57
1057,-25
1058,-21
1059,-30
1060,-40
1061,-47
1062,-47
1063,-39
1064,-24
1065,-7
1066,18
1067,37
