,67
0,86
1,89
2,65
3,19
4,6
5,13
6,42
7,72
8,79
9,90
10,106
11,131
12,137
13,125
14,105
15,96
16,59
17,46
18,30
19,38
20,88
21,138
22,133
23,118
24,90
25,120
26,166
27,181
28,186
29,179
30,196
31,220
32,219
33,184
34,107
35,97
36,97
37,114
38,133
39,108
40,113
41,145
42,168
43,176
44,143
45,123
46,91
47,60
48,35
49,23
50,50
51,61
52,74
53,68
54,80
55,116
56,116
57,100
58,104
59,113
60,94
61,66
62,26
63,37
64,54
65,80
66,80
67,65
68,97
69,85
70,116
71,86
72,54
73,58
74,74
75,87
76,58
77,90
78,77
79,78
80,51
81,20
82,18
83,81
84,106
85,128
86,115
87,109
88,107
89,71
90,60
91,82
92,122
93,112
94,67
95,6
96,24
97,71
98,113
99,114
100,54
101,37
102,47
103,68
104,100
105,106
106,68
107,-2
108,-16
109,-23
110,15
111,47
112,73
113,78
114,48
115,34
116,19
117,26
118,11
119,10
120,-1
121,16
122,23
123,38
124,51
125,62
126,67
127,47
128,44
129,25
130,-16
131,-35
132,-45
133,-2
134,15
135,19
136,33
137,48
138,45
139,35
140,19
141,25
142,57
143,55
144,39
145,7
146,-8
147,-6
148,0
149,-21
150,11
151,12
152,62
153,76
154,69
155,53
156,4
157,-1
158,-22
159,-28
160,-19
161,9
162,11
163,27
164,21
165,30
166,35
167,9
168,-13
169,-19
170,12
171,73
172,83
173,51
174,-1
175,-40
176,-30
177,-7
178,35
179,41
180,75
181,75
182,90
183,66
184,31
185,-1
186,-9
187,-9
188,23
189,61
190,78
191,64
192,37
193,-1
194,-12
195,0
196,13
197,24
198,53
199,81
200,78
201,107
202,118
203,118
204,77
205,54
206,65
207,86
208,127
209,145
210,162
211,142
212,84
213,37
214,-15
215,-35
216,-26
217,-9
218,3
219,19
220,-6
221,-3
222,-12
223,-10
224,3
225,2
226,33
227,17
228,-25
229,-67
230,-70
231,-21
232,16
233,35
234,-4
235,-32
236,-32
237,1
238,63
239,107
240,101
241,47
242,-20
243,-58
244,-55
245,-20
246,-16
247,-8
248,-9
249,3
250,16
251,35
252,42
253,15
254,6
255,-5
256,19
257,21
258,25
259,-2
260,-1
261,-15
262,1
263,5
264,33
265,47
266,46
267,4
268,27
269,14
270,44
271,57
272,62
273,72
274,86
275,75
276,44
277,-18
278,-21
279,-7
280,11
281,-10
282,-38
283,-42
284,-44
285,-27
286,-18
287,-6
288,-9
289,0
290,16
291,46
292,60
293,78
294,44
295,20
296,-13
297,0
298,-1
299,33
300,15
301,-18
302,-45
303,-43
304,-18
305,1
306,41
307,23
308,27
309,15
310,-4
311,-22
312,-50
313,-54
314,-62
315,-60
316,-59
317,-46
318,-21
319,-21
320,-11
321,-3
322,11
323,54
324,86
325,66
326,43
327,18
328,-3
329,-28
330,-48
331,-52
332,-11
333,0
334,-3
335,-14
336,-14
337,-17
338,1
339,-12
340,-19
341,-5
342,6
343,10
344,-12
345,-12
346,4
347,7
348,-8
349,-53
350,-55
351,-14
352,9
353,18
354,16
355,18
356,48
357,58
358,70
359,41
360,34
361,18
362,25
363,3
364,-18
365,-14
366,10
367,41
368,66
369,100
370,109
371,117
372,120
373,118
374,105
375,121
376,128
377,140
378,145
379,140
380,86
381,117
382,129
383,151
384,117
385,91
386,85
387,84
388,96
389,106
390,116
391,103
392,61
393,62
394,75
395,76
396,67
397,46
398,17
399,37
400,42
401,32
402,35
403,46
404,59
405,28
406,-10
407,-30
408,13
409,79
410,69
411,20
412,-47
413,-83
414,-52
415,-1
416,24
417,69
418,55
419,15
420,-35
421,-26
422,9
423,42
424,110
425,80
426,38
427,-27
428,-36
429,-29
430,-3
431,-22
432,-62
433,-84
434,-103
435,-96
436,-67
437,-16
438,30
439,52
440,22
441,-19
442,-22
443,-14
444,2
445,5
446,12
447,20
448,-13
449,-21
450,-37
451,3
452,45
453,84
454,80
455,67
456,58
457,19
458,-28
459,-82
460,-66
461,-41
462,-9
463,7
464,-1
465,3
466,-1
467,29
468,30
469,58
470,35
471,28
472,6
473,-1
474,-10
475,-18
476,-1
477,4
478,-17
479,-2
480,-8
481,22
482,40
483,61
484,59
485,46
486,29
487,56
488,58
489,29
490,5
491,-23
492,-14
493,-3
494,33
495,51
496,69
