,-49
0,-48
1,-46
2,-32
3,-34
4,-41
5,-40
6,-29
7,-28
8,-37
9,-48
10,-54
11,-38
12,-17
13,-3
14,6
15,-14
16,-26
17,-61
18,-89
19,-92
20,-71
21,-26
22,-2
23,39
24,57
25,69
26,57
27,31
28,10
29,-6
30,-13
31,-28
32,-50
33,-44
34,-22
35,9
36,24
37,27
38,17
39,-4
40,-29
41,-27
42,-26
43,2
44,27
45,46
46,44
47,40
48,37
49,38
50,53
51,72
52,96
53,105
54,95
55,80
56,61
57,56
58,61
59,59
60,46
61,28
62,16
63,9
64,10
65,25
66,37
67,54
68,62
69,65
70,54
71,54
72,60
73,45
74,15
75,-13
76,-36
77,-33
78,-17
79,0
80,2
81,-4
82,4
83,-1
84,7
85,16
86,32
87,36
88,28
89,5
90,-16
91,-32
92,-29
93,-2
94,15
95,44
96,71
97,90
98,93
99,84
100,66
101,49
102,39
103,32
104,21
105,6
106,-10
107,-20
108,-47
109,-63
110,-46
111,-26
112,-17
113,3
114,23
115,36
116,47
117,38
118,24
119,-5
120,-33
121,-49
122,-61
123,-37
124,-4
125,34
126,51
127,35
128,3
129,-38
130,-76
131,-101
132,-102
133,-98
134,-72
135,-42
136,-20
137,22
138,39
139,35
140,2
141,-28
142,-61
143,-81
144,-94
145,-83
146,-74
147,-64
148,-50
149,-25
150,-25
151,8
152,46
153,78
154,89
155,97
156,96
157,99
158,94
159,83
160,61
161,39
162,18
163,17
164,24
165,31
166,31
167,33
168,20
169,28
170,35
171,30
172,19
173,1
174,7
175,9
176,47
177,79
178,100
179,83
180,46
181,30
182,8
183,22
184,23
185,23
186,11
187,12
188,15
189,26
190,49
191,71
192,89
193,93
194,86
195,85
196,80
197,69
198,59
199,50
200,45
201,48
202,58
203,61
204,72
205,81
206,66
207,25
208,1
209,-9
210,4
211,37
212,61
213,76
214,82
215,77
216,56
217,15
218,-21
219,-41
220,-55
221,-45
222,-25
223,-3
224,23
225,41
226,39
227,21
228,17
229,10
230,13
231,2
232,-14
233,-10
234,-2
235,5
236,10
237,8
238,4
239,6
240,5
241,-19
242,-27
243,-22
244,-11
245,4
246,8
247,9
248,1
249,5
250,13
251,27
252,37
253,47
254,54
255,49
256,32
257,11
258,-18
259,-35
260,-30
261,-22
262,-22
263,-16
264,-13
265,-7
266,-8
267,0
268,3
269,-6
270,-20
271,-14
272,-9
273,7
274,14
275,18
276,21
277,15
278,0
279,-17
280,-26
281,-26
282,-28
283,-23
284,-26
285,-14
286,-18
287,-20
288,-11
289,-9
290,-7
291,-3
292,17
293,23
294,30
295,20
296,5
297,-9
298,-15
299,-13
300,-2
301,18
302,53
303,79
304,81
305,75
306,49
307,42
308,33
309,50
310,58
311,56
312,57
313,53
314,55
315,57
316,56
317,68
318,76
319,104
320,107
321,81
322,40
323,-4
324,-14
325,-12
326,10
327,20
328,8
329,0
330,-8
331,7
332,23
333,33
334,13
335,-14
336,-30
337,-15
338,-1
339,11
340,14
341,1
342,-8
343,-20
344,-29
345,-32
346,-41
347,-53
348,-60
349,-69
350,-62
351,-59
352,-48
353,-38
354,-20
355,-21
356,-40
357,-49
358,-37
359,-36
360,-35
361,-28
362,-27
363,-34
364,-36
365,-36
366,-18
367,-5
368,9
369,21
370,17
371,16
372,13
373,15
374,21
375,18
376,7
377,-6
378,-12
379,-4
380,1
381,-2
382,-9
383,-17
384,-14
385,-11
386,-3
387,2
388,21
389,53
390,89
391,96
392,90
393,46
394,4
395,-34
396,-43
397,-43
398,-41
399,-29
400,-21
401,-25
402,-45
403,-68
404,-106
405,-110
406,-105
407,-93
408,-76
409,-71
410,-51
411,-45
412,-40
413,-26
414,-11
415,3
416,15
417,21
418,1
419,-22
420,-45
421,-64
422,-73
423,-73
424,-64
425,-43
426,-21
427,-7
428,10
429,16
430,24
431,7
432,-10
433,-24
434,-15
435,-3
436,-5
437,-5
438,-9
439,-22
440,-26
441,-34
442,-22
443,-13
444,-6
445,-8
446,-13
447,-17
448,-4
449,-7
450,-31
451,-50
452,-79
453,-77
454,-65
455,-31
456,-3
457,31
458,61
459,73
460,70
461,44
462,29
463,16
464,23
465,42
466,61
467,66
468,62
469,43
470,17
471,-2
472,-4
473,-4
474,2
475,30
476,71
477,85
478,91
479,62
480,28
481,-4
482,-22
483,-14
484,-14
485,-2
486,3
487,14
488,12
489,13
490,11
491,4
492,9
493,4
494,-11
495,-35
496,-43
497,-47
498,-43
499,-47
500,-28
501,-13
502,2
503,18
504,12
505,-4
506,-37
507,-61
508,-74
509,-63
510,-32
511,-1
512,26
513,43
514,63
515,61
516,30
517,-16
518,-67
519,-100
520,-112
521,-108
522,-93
523,-56
524,-15
525,23
526,46
527,51
528,48
529,19
530,-13
531,-30
532,-24
533,-24
534,-30
535,-46
536,-60
537,-57
538,-34
539,-13
540,-6
541,7
542,18
543,12
544,-2
545,-14
546,-17
547,-4
548,9
549,13
550,-5
551,-34
552,-43
553,-52
554,-47
555,-27
556,-17
557,-5
558,14
559,23
560,24
561,5
562,-2
563,-8
564,6
565,21
566,35
567,39
568,30
569,15
570,1
571,-5
572,-11
573,-6
574,-1
575,10
576,23
577,22
578,24
579,34
580,48
581,35
582,38
583,41
584,52
585,48
586,47
587,41
588,39
589,32
590,22
591,16
592,1
593,-9
594,-13
595,-26
596,-11
597,19
598,57
599,82
600,97
601,83
602,45
603,-9
604,-24
605,-34
606,-18
607,-3
608,9
609,26
610,53
611,85
612,113
613,119
614,111
615,89
616,72
617,58
618,53
619,24
620,-1
621,-8
622,-10
623,-3
624,9
625,33
626,37
627,32
628,24
629,17
630,19
631,17
632,8
633,-1
634,-1
635,2
636,16
637,15
638,18
639,8
640,-6
641,-4
642,-9
643,-4
644,-14
645,-16
646,-9
647,9
648,31
649,49
650,38
651,11
652,-18
653,-22
654,-16
655,8
656,35
657,57
658,45
659,18
660,-14
661,-28
662,-23
663,-8
664,-11
665,-15
666,-7
667,29
668,53
669,84
670,104
671,103
672,88
673,73
674,35
675,0
676,-14
677,-1
678,42
679,71
680,109
681,118
682,127
683,119
684,108
685,87
686,66
687,54
688,34
689,21
690,14
691,26
692,45
693,69
694,94
695,91
696,79
697,51
698,46
699,51
700,68
701,80
702,80
703,72
704,56
705,44
706,17
707,1
708,-12
709,-24
