,-1
0,-11
1,-11
2,-21
3,-32
4,-19
5,-2
6,15
7,28
8,45
9,59
10,44
11,17
12,-16
13,-50
14,-77
15,-94
16,-91
17,-69
18,-45
19,-23
20,-6
21,-14
22,-1
23,-6
24,-5
25,-10
26,-10
27,-21
28,-14
29,-5
30,-15
31,-33
32,-46
33,-30
34,-16
35,-3
36,4
37,7
38,16
39,12
40,8
41,12
42,4
43,6
44,-10
45,-10
46,-15
47,8
48,3
49,8
50,18
51,25
52,24
53,26
54,46
55,80
56,122
57,154
58,144
59,96
60,41
61,9
62,-11
63,-18
64,-35
65,-57
66,-84
67,-84
68,-83
69,-71
70,-54
71,-47
72,-41
73,-42
74,-7
75,14
76,28
77,23
78,3
79,-7
80,-25
81,-44
82,-59
83,-76
84,-79
85,-67
86,-56
87,-50
88,-37
89,-48
90,-44
91,-48
92,-42
93,-58
94,-65
95,-63
96,-30
97,6
98,8
99,-6
100,-43
101,-73
102,-75
103,-78
104,-80
105,-72
106,-61
107,-69
108,-64
109,-85
110,-88
111,-99
112,-104
113,-95
114,-95
115,-93
116,-88
117,-80
118,-78
119,-75
120,-52
121,-45
122,-49
123,-63
124,-57
125,-42
126,-12
127,20
128,48
129,45
130,19
131,-7
132,-23
133,-38
134,-48
135,-70
136,-85
137,-87
138,-71
139,-58
140,-59
141,-55
142,-51
143,-45
144,-28
145,-7
146,8
147,9
148,14
149,16
150,7
151,14
152,-2
153,-25
154,-54
155,-64
156,-42
157,-8
158,29
159,55
160,58
161,52
162,49
163,33
164,20
165,16
166,23
167,19
168,9
169,-7
170,-35
171,-47
172,-43
173,-36
174,-36
175,-31
176,-27
177,-27
178,-31
179,-32
180,-30
181,-22
182,-28
183,-33
184,-43
185,-63
186,-68
187,-71
188,-72
189,-69
190,-61
191,-59
192,-60
193,-50
194,-53
195,-61
196,-76
197,-96
198,-111
199,-130
200,-124
201,-91
202,-74
203,-60
204,-74
205,-87
206,-84
207,-60
208,-37
209,-25
210,-31
211,-32
212,-43
213,-34
214,-31
215,-33
216,-31
217,-34
218,-27
219,-16
220,9
221,37
222,41
223,22
224,1
225,-7
226,-3
227,3
228,0
229,-15
230,-38
231,-42
232,-37
233,-54
234,-68
235,-75
236,-78
237,-80
238,-74
239,-48
240,-21
241,8
242,36
243,42
244,40
245,31
246,28
247,28
248,22
249,32
250,27
251,12
252,-8
253,-15
254,-16
255,-20
256,-14
257,-4
258,-5
259,25
260,34
261,33
262,12
263,-4
264,-13
265,-13
266,9
267,34
268,55
269,60
270,59
271,38
272,24
273,30
274,52
275,71
276,81
277,84
278,87
279,91
280,101
281,120
282,108
283,90
284,70
285,52
286,44
287,38
288,24
289,9
290,4
291,1
292,-6
293,-14
294,-22
295,-5
296,-6
297,11
298,17
299,25
300,35
301,51
302,52
303,50
304,42
305,37
306,21
307,12
308,25
309,25
310,21
311,4
312,-1
313,18
314,45
315,64
316,65
317,46
318,33
319,19
320,10
321,7
322,-8
323,-9
324,-32
325,-30
326,-31
327,-36
328,-35
329,-26
330,-8
331,21
332,24
333,16
334,-9
335,-24
336,-15
337,-8
338,-15
339,-39
340,-49
341,-46
342,-39
343,-18
344,-29
345,-33
346,-35
347,-42
348,-35
349,-19
350,4
351,10
352,4
353,0
354,-21
355,-35
356,-40
357,-33
358,-9
359,26
360,57
361,78
362,93
363,90
364,88
365,57
366,35
367,22
368,12
369,3
370,-1
371,-17
372,-38
373,-38
374,-13
375,17
376,32
377,36
378,40
379,37
380,35
381,32
382,41
383,36
384,34
385,-4
386,-57
387,-99
388,-113
389,-94
390,-68
391,-45
392,-34
393,-36
394,-28
395,14
396,11
397,-3
398,-33
399,-55
400,-48
401,-36
402,-48
403,-74
404,-94
405,-90
406,-50
407,-29
408,7
409,19
410,19
411,31
412,58
413,87
414,100
415,100
416,89
417,80
418,93
419,96
420,81
421,35
422,3
423,-3
424,9
425,45
426,69
427,76
428,55
429,55
430,48
431,48
432,30
433,8
434,5
435,-4
436,8
437,11
438,12
439,13
440,19
441,23
442,21
443,20
444,9
445,-11
446,-21
447,-26
448,-34
449,-57
450,-66
451,-68
452,-30
453,-7
454,18
455,5
456,2
457,2
458,1
459,-6
460,-18
461,-20
462,-36
463,-22
464,-17
465,-3
466,-22
467,-29
468,3
469,22
470,46
471,77
472,74
473,65
474,48
475,32
476,29
477,35
478,29
479,30
480,18
481,34
482,32
483,30
484,24
485,17
486,35
487,34
488,30
489,22
490,-13
491,-41
492,-67
493,-67
494,-48
495,-13
496,20
497,33
498,73
499,102
500,131
501,133
502,128
503,97
504,67
505,35
506,13
507,-2
508,-17
509,-12
510,-3
511,11
512,28
513,40
514,30
515,23
516,19
517,30
518,33
519,29
520,32
521,19
522,3
523,-5
524,7
525,29
526,66
527,65
528,48
529,36
530,29
531,34
532,22
533,18
534,19
535,39
536,40
537,28
538,3
539,-13
540,-17
541,-9
542,1
543,5
544,1
545,-5
546,-33
547,-33
548,-31
549,-30
550,-18
551,-17
552,-9
553,13
554,3
555,-11
556,-47
557,-58
558,-34
559,13
560,37
561,55
562,58
563,49
564,60
565,79
566,78
567,58
568,36
569,3
570,-6
571,-4
572,-3
573,4
574,-21
575,-22
576,-16
577,-10
578,5
579,10
580,0
581,-15
582,-32
583,-26
584,-25
585,-36
586,-61
587,-93
588,-103
589,-86
590,-63
591,-40
592,-7
593,9
594,17
595,24
596,30
597,45
598,35
599,16
600,19
601,-18
602,-46
603,-82
604,-94
605,-88
606,-72
607,-50
608,-31
609,8
610,47
611,82
612,76
613,68
614,44
615,21
616,6
617,-2
618,9
619,-5
620,-14
621,-36
622,-52
623,-57
624,-38
625,-7
626,32
627,52
628,44
629,15
630,9
631,15
632,26
633,18
634,8
635,18
636,21
637,41
638,54
639,64
640,78
641,89
642,92
643,103
644,80
645,61
646,18
647,-19
648,-32
649,-40
650,-42
651,-34
652,-22
653,17
654,27
655,49
656,36
657,18
658,1
659,4
660,-16
661,-18
662,-27
663,-20
664,-12
665,-5
666,5
667,9
668,9
669,7
670,14
671,3
672,10
673,13
674,7
675,4
676,-21
677,-47
678,-75
679,-89
680,-101
681,-93
682,-84
683,-64
684,-26
685,-8
686,17
687,7
688,-2
689,-10
690,-8
691,-12
692,-44
693,-67
694,-104
695,-127
696,-132
697,-107
698,-61
699,-31
700,-8
701,-9
702,-16
703,-24
704,-19
705,-29
706,-22
707,-10
708,3
709,-9
710,-30
711,-27
712,-31
713,-20
714,-16
715,1
716,8
717,24
718,32
719,24
720,22
721,19
722,4
723,-11
724,-31
725,-26
726,-26
727,-23
728,-40
729,-52
730,-48
731,-49
732,-42
733,-55
734,-54
735,-16
736,8
737,27
738,18
739,0
740,-23
741,-23
742,-6
743,20
744,39
745,30
746,5
747,-27
748,-38
749,-27
750,-3
751,9
752,28
753,31
754,42
755,53
756,59
757,52
758,51
759,52
760,34
761,12
762,-17
763,-14
764,-3
765,-8
766,-18
767,-34
768,-46
769,-47
770,-22
771,-12
772,2
773,-1
774,9
775,-5
776,-4
777,-6
778,-13
779,-15
780,-20
781,-13
782,-11
783,1
784,8
785,-1
786,-12
787,-21
788,-32
789,-46
790,-44
791,-31
792,-23
793,-13
794,-8
795,10
796,21
797,12
798,-13
799,-39
800,-41
801,-26
802,-17
803,-20
804,-23
805,-17
806,-1
807,36
808,62
809,51
810,21
811,-10
812,-17
813,-1
814,11
815,25
816,49
817,71
818,105
819,112
820,110
821,81
822,51
823,13
824,-5
825,-2
826,18
827,6
828,8
829,8
830,8
831,15
832,23
833,33
834,42
835,26
836,5
837,-22
838,-23
839,-17
840,-21
841,-24
842,-20
843,5
844,14
845,21
846,30
847,46
848,49
849,33
850,20
851,15
852,9
853,4
854,-8
855,-30
856,-17
857,-6
858,12
859,13
860,6
861,13
862,6
863,36
864,40
865,42
866,36
867,38
868,58
869,57
870,67
871,50
872,31
873,26
874,31
875,38
876,22
877,3
878,-24
879,-44
880,-31
881,-30
882,-22
883,-34
884,-35
885,-36
886,-36
887,-45
888,-26
889,-6
890,44
891,65
892,72
893,54
894,54
895,62
896,59
897,56
898,46
899,33
900,17
901,22
902,21
903,24
904,26
905,42
906,66
907,75
908,74
909,61
910,30
911,-8
912,-37
913,-61
914,-50
915,-28
916,23
917,41
918,47
919,37
920,25
921,18
922,21
923,20
924,7
925,-19
926,-42
927,-66
928,-72
929,-42
930,-24
931,-25
932,-40
933,-50
934,-25
935,1
936,45
937,54
938,53
939,33
940,31
941,22
942,18
943,7
944,-12
945,-22
946,-29
947,-3
948,18
949,38
950,49
951,54
952,59
953,69
954,82
955,68
956,60
957,38
958,6
959,-23
960,-43
961,-48
962,-49
963,-18
964,6
965,33
966,38
967,26
968,25
969,11
970,2
971,2
972,1
973,-21
974,-58
975,-80
976,-102
977,-84
978,-78
979,-80
980,-100
981,-122
982,-115
983,-102
984,-59
985,-20
986,3
987,7
988,12
989,7
990,-9
991,-32
992,-36
993,-29
994,-1
995,2
996,-26
997,-75
998,-117
999,-113
1000,-84
1001,-53
1002,-17
1003,-18
1004,-17
1005,-26
1006,-27
1007,-39
1008,-40
1009,-24
1010,-4
1011,14
1012,29
1013,35
1014,26
1015,15
1016,-17
1017,-44
1018,-60
1019,-55
1020,-33
1021,-27
1022,-33
1023,-38
1024,-33
1025,-27
1026,-16
1027,2
1028,-19
1029,-8
1030,-12
1031,-11
1032,-15
1033,-24
1034,-14
1035,-7
1036,6
1037,8
1038,26
1039,31
1040,47
1041,48
1042,35
1043,19
1044,-4
1045,-22
1046,-38
1047,-43
1048,-55
1049,-47
1050,-26
1051,-3
1052,15
1053,7
1054,8
1055,2
1056,-23
1057,-29
1058,-28
1059,-21
1060,-34
1061,-33
1062,-37
1063,-14
1064,-5
1065,11
1066,13
1067,0
1068,5
1069,5
1070,11
1071,21
1072,32
1073,33
1074,33
1075,37
1076,9
1077,-22
1078,-56
1079,-62
1080,-46
1081,-38
1082,-23
1083,-18
1084,-3
1085,5
1086,32
1087,25
1088,23
1089,20
1090,18
1091,4
1092,-5
1093,-8
1094,-12
1095,18
1096,32
1097,34
1098,8
1099,-7
1100,7
1101,33
1102,53
1103,67
1104,60
1105,55
1106,31
1107,11
1108,-30
1109,-64
1110,-67
1111,-51
1112,-33
1113,-16
1114,-12
1115,-13
1116,-21
1117,-23
1118,-10
1119,-8
1120,0
1121,-5
1122,-16
1123,-27
1124,-18
1125,-26
1126,-37
1127,-41
1128,-42
1129,-19
1130,0
1131,39
1132,57
1133,84
1134,96
1135,100
1136,106
1137,88
1138,75
1139,39
1140,15
1141,11
1142,21
1143,27
1144,43
1145,62
1146,72
1147,80
1148,86
1149,91
1150,80
1151,43
1152,12
1153,-19
1154,-24
1155,-6
1156,-8
1157,-5
1158,-10
1159,-6
1160,-1
1161,8
1162,19
1163,36
1164,37
1165,53
1166,41
1167,12
1168,-17
1169,-41
1170,-50
1171,-53
1172,-40
1173,-20
1174,16
1175,32
1176,47
1177,40
1178,37
1179,46
1180,61
1181,67
1182,68
1183,61
1184,41
1185,19
1186,-7
1187,-10
1188,-11
1189,-6
1190,3
1191,13
1192,38
1193,52
1194,39
1195,4
1196,-24
1197,-27
1198,-23
1199,-22
1200,-34
1201,-73
1202,-89
1203,-90
1204,-36
1205,-1
1206,23
1207,21
1208,7
1209,-6
1210,-4
1211,6
1212,1
1213,3
1214,-2
1215,-5
1216,-5
1217,-3
1218,-6
1219,-29
1220,-54
1221,-46
1222,-40
1223,-20
1224,-20
1225,-24
1226,-31
1227,-31
1228,-20
1229,-7
1230,-3
1231,-1
1232,-16
1233,-30
1234,-39
1235,-33
1236,-27
1237,-17
1238,15
1239,17
1240,31
1241,1
1242,-9
1243,-24
1244,-36
1245,-17
1246,-8
1247,-7
1248,-25
1249,-27
1250,-23
1251,0
1252,-1
1253,-13
1254,-30
1255,-24
1256,7
1257,33
1258,42
1259,42
1260,25
1261,14
1262,27
1263,57
1264,56
1265,49
1266,14
1267,-9
1268,-12
1269,-12
1270,-7
1271,-13
1272,-10
1273,7
1274,31
1275,50
1276,51
1277,42
1278,41
1279,35
1280,36
1281,18
1282,8
1283,6
1284,15
1285,2
1286,11
1287,22
1288,20
1289,-1
1290,-16
1291,-18
1292,-9
1293,15
1294,53
1295,66
1296,78
1297,70
1298,62
1299,50
1300,30
1301,3
1302,-26
1303,-50
1304,-47
1305,-35
1306,-29
1307,-8
1308,1
1309,14
1310,16
1311,26
1312,14
1313,-8
1314,-35
1315,-46
1316,-37
1317,-24
1318,7
1319,14
1320,37
1321,43
1322,68
1323,79
1324,79
1325,72
1326,43
1327,1
1328,-34
1329,-43
1330,-39
1331,-21
1332,-11
1333,-6
1334,-34
1335,-49
1336,-60
1337,-52
1338,-24
1339,-1
1340,0
1341,-16
1342,-28
1343,-15
1344,-12
1345,-6
1346,-9
1347,-8
1348,-3
1349,19
1350,34
1351,30
1352,12
1353,-14
1354,-27
1355,-21
1356,-14
1357,-3
1358,-1
1359,-28
1360,-43
1361,-45
1362,-34
1363,-1
1364,5
1365,-9
1366,-18
1367,-7
1368,11
1369,24
1370,26
1371,6
1372,-16
1373,-38
1374,-35
1375,-39
1376,-41
1377,-25
1378,-17
1379,-16
1380,-14
1381,-7
1382,-12
1383,4
1384,0
1385,-2
1386,-27
1387,-40
1388,-36
1389,-31
1390,-21
1391,1
1392,18
1393,24
1394,39
1395,56
1396,70
1397,82
1398,104
1399,89
1400,65
1401,42
1402,25
1403,8
1404,-11
1405,-34
1406,-54
1407,-75
1408,-64
1409,-40
1410,-22
1411,-20
1412,-6
1413,-16
1414,-13
1415,-25
1416,-32
1417,-51
1418,-72
1419,-70
1420,-61
1421,-46
1422,-17
1423,-16
1424,-15
1425,-1
1426,28
1427,57
1428,65
1429,62
1430,38
1431,27
1432,42
1433,65
1434,72
1435,57
1436,36
1437,11
1438,-11
1439,-24
1440,-15
1441,1
1442,8
1443,26
1444,17
1445,8
1446,-17
1447,-21
1448,-28
1449,-26
1450,-28
1451,-41
1452,-58
1453,-56
1454,-27
1455,9
1456,37
1457,54
1458,21
1459,-16
1460,-59
1461,-46
1462,-24
1463,-7
1464,-5
1465,-6
1466,-33
1467,-58
1468,-79
1469,-93
1470,-98
1471,-89
1472,-85
1473,-72
1474,-53
1475,-53
1476,-72
1477,-77
1478,-75
1479,-46
1480,-27
1481,-1
1482,14
1483,2
1484,-20
1485,-40
1486,-46
1487,-50
1488,-35
1489,-41
1490,-45
1491,-67
1492,-64
1493,-61
1494,-48
1495,-31
1496,-25
1497,-19
1498,-4
1499,0
1500,5
1501,5
1502,7
1503,19
1504,5
1505,-16
1506,-33
1507,-56
1508,-50
1509,-47
1510,-49
1511,-62
1512,-58
1513,-50
1514,-21
1515,17
1516,42
1517,56
1518,45
1519,25
1520,21
1521,17
1522,23
1523,16
1524,5
1525,-19
1526,-36
1527,-38
1528,-34
1529,-28
1530,-7
1531,-4
1532,2
1533,20
1534,34
1535,42
1536,51
1537,61
1538,61
1539,46
1540,33
1541,27
1542,13
1543,14
1544,15
1545,27
1546,29
1547,48
1548,70
1549,99
1550,122
1551,128
1552,108
1553,65
1554,36
1555,12
1556,-4
1557,12
1558,-5
1559,-9
1560,-30
1561,-27
1562,-5
1563,9
1564,21
1565,38
1566,38
1567,40
1568,36
1569,33
1570,39
1571,33
1572,41
1573,25
1574,17
1575,8
1576,6
1577,0
1578,15
1579,43
1580,69
1581,86
1582,88
1583,69
1584,31
1585,13
1586,5
1587,-8
1588,-21
1589,-32
1590,-29
1591,-28
1592,-17
1593,-11
1594,-16
1595,-1
1596,19
1597,41
1598,53
1599,61
1600,74
1601,82
1602,76
1603,67
1604,46
1605,3
1606,-37
1607,-93
1608,-123
1609,-128
1610,-107
1611,-82
1612,-46
1613,0
1614,34
1615,47
1616,42
1617,23
1618,13
1619,24
1620,41
1621,42
1622,26
1623,4
1624,-23
1625,-40
1626,-52
1627,-37
1628,-18
1629,-1
1630,7
1631,18
1632,0
1633,-28
1634,-65
1635,-76
1636,-80
1637,-73
1638,-59
1639,-53
1640,-57
1641,-57
1642,-56
1643,-28
1644,-2
1645,9
1646,-10
1647,-23
1648,-26
1649,-24
1650,-22
1651,-38
1652,-42
1653,-49
1654,-39
1655,-18
1656,-2
1657,2
1658,7
1659,17
1660,18
1661,4
1662,-12
1663,-9
1664,-2
1665,18
1666,24
1667,11
1668,-4
1669,-13
1670,-12
1671,-18
1672,-13
1673,-21
1674,-31
1675,-34
1676,-22
1677,-9
1678,1
1679,26
1680,50
1681,58
1682,61
1683,59
1684,52
1685,41
1686,35
1687,21
1688,13
1689,30
1690,43
1691,50
1692,40
1693,40
1694,45
1695,58
1696,51
1697,50
1698,37
1699,45
1700,49
1701,50
1702,37
1703,31
1704,48
1705,62
1706,96
1707,117
1708,115
1709,100
1710,75
1711,71
1712,59
1713,55
1714,61
1715,45
1716,28
1717,16
1718,23
1719,36
1720,43
1721,61
1722,74
1723,71
1724,58
1725,32
1726,8
1727,-5
