,-133
0,-144
1,-113
2,-74
3,-41
4,-41
5,-61
6,-89
7,-107
8,-115
9,-109
10,-104
11,-110
12,-96
13,-96
14,-88
15,-88
16,-86
17,-100
18,-110
19,-99
20,-80
21,-62
22,-52
23,-57
24,-67
25,-91
26,-93
27,-89
28,-74
29,-52
30,-26
31,-10
32,-3
33,26
34,23
35,8
36,-19
37,-36
38,-42
39,-39
40,-32
41,-39
42,-53
43,-69
44,-66
45,-56
46,-32
47,-13
48,9
49,30
50,41
51,44
52,28
53,14
54,1
55,-13
56,-25
57,-31
58,-42
59,-63
60,-83
61,-81
62,-69
63,-60
64,-42
65,-34
66,-27
67,-22
68,-18
69,-15
70,-13
71,-10
72,-8
73,-13
74,-11
75,-7
76,-14
77,-32
78,-39
79,-48
80,-55
81,-43
82,-20
83,8
84,33
85,42
86,28
87,3
88,-11
89,-19
90,-40
91,-56
92,-73
93,-79
94,-73
95,-48
96,-15
97,0
98,-2
99,-14
100,-23
101,-20
102,-10
103,-1
104,-13
105,-21
106,-27
107,-26
108,-23
109,-30
110,-29
111,-38
112,-22
113,20
114,59
115,75
116,62
117,30
118,-8
119,-18
120,-13
121,8
122,26
123,41
124,39
125,22
126,3
127,-5
128,-13
129,-32
130,-52
131,-60
132,-72
133,-71
134,-64
135,-57
136,-41
137,-26
138,-29
139,-48
140,-71
141,-84
142,-85
143,-85
144,-71
145,-56
146,-55
147,-74
148,-88
149,-96
150,-96
151,-99
152,-93
153,-105
154,-110
155,-113
156,-101
157,-90
158,-90
159,-89
160,-95
161,-121
162,-140
163,-152
164,-143
165,-121
166,-91
167,-79
168,-81
169,-87
170,-97
171,-114
172,-123
173,-116
174,-105
175,-101
176,-95
177,-77
178,-64
179,-49
180,-54
181,-71
182,-94
183,-101
184,-98
185,-103
186,-107
187,-113
188,-118
189,-114
190,-107
191,-92
192,-87
193,-66
194,-28
195,5
196,14
197,7
198,-9
199,-19
200,-26
201,-25
202,-41
203,-62
204,-58
205,-41
206,-15
207,10
208,25
209,7
210,-40
211,-82
212,-116
213,-119
