,8
0,17
1,29
2,46
3,50
4,44
5,28
6,19
7,17
8,15
9,32
10,43
11,36
12,14
13,8
14,8
15,16
16,24
17,30
18,27
19,33
20,29
21,12
22,-4
23,-17
24,-31
25,-38
26,-53
27,-42
28,-30
29,-26
30,-15
31,-7
32,-4
33,3
34,-10
35,-25
36,-26
37,-18
38,-12
39,-19
40,-28
41,-21
42,-4
43,17
44,36
45,34
46,16
47,5
48,14
49,27
50,44
51,48
52,44
53,28
54,42
55,47
56,55
57,52
58,46
59,40
60,21
61,16
62,12
63,-1
64,-6
65,-8
66,-3
67,-8
68,-21
69,-37
70,-53
71,-58
72,-53
73,-39
74,-25
75,-3
76,0
77,-8
78,-29
79,-25
80,-16
81,-2
82,20
83,20
84,21
85,25
86,39
87,43
88,43
89,33
90,27
91,13
92,8
93,2
94,-9
95,-19
96,-13
97,-9
98,0
99,5
100,2
101,-2
102,-5
103,-1
104,1
105,-6
106,-12
107,-8
108,-6
109,-11
110,-8
111,-17
112,-20
113,-34
114,-30
115,-28
116,-8
117,20
118,30
119,23
120,12
121,0
122,-10
123,-11
124,-5
125,9
126,10
127,17
128,18
129,19
130,18
131,25
132,34
133,36
134,51
135,46
136,40
137,25
138,32
139,34
140,38
141,41
142,41
143,46
144,47
145,52
146,51
147,46
148,56
149,64
150,65
151,67
152,66
153,55
154,49
155,36
156,13
157,-8
158,-29
159,-16
160,-11
161,-1
162,-11
163,-20
164,-31
165,-32
166,-32
167,-14
168,-8
169,7
170,19
171,24
172,22
173,20
174,14
175,14
176,13
177,9
178,4
179,-4
180,-6
181,-7
182,-9
183,-14
184,0
185,10
186,4
187,-12
188,-30
189,-44
190,-37
191,-26
192,-16
193,-14
194,5
195,6
196,-2
197,-12
198,-25
199,-23
200,-27
201,-22
202,-24
203,-21
204,-14
205,-8
206,-14
207,-27
208,-34
209,-32
210,-23
211,-6
212,16
213,27
214,31
215,34
216,27
217,17
218,10
219,5
220,-6
221,-4
222,7
223,17
224,21
225,21
226,21
227,17
228,23
229,34
230,44
231,38
232,16
233,6
234,2
235,8
236,13
237,24
238,34
239,49
240,59
241,55
242,42
243,35
244,27
245,12
246,0
247,-12
248,-26
249,-27
250,-16
251,-21
252,-26
253,-21
254,-13
255,-7
256,5
257,11
258,21
259,23
260,30
261,24
262,17
263,10
264,10
265,-1
266,-3
267,7
268,16
269,20
270,7
271,-2
272,-21
273,-36
274,-34
275,-35
276,-24
277,-23
278,-14
279,-17
280,-16
281,-21
282,-28
283,-33
284,-29
285,-14
286,-30
287,-41
288,-59
289,-58
290,-53
291,-32
292,-18
293,-5
294,1
295,11
296,18
297,20
298,14
299,1
300,-7
301,-15
302,-8
303,-10
304,-17
305,-5
306,2
307,5
308,-18
309,-36
310,-48
311,-43
312,-28
313,-14
314,1
315,22
316,43
317,59
318,50
319,28
320,1
321,-18
322,-24
323,-16
324,-21
325,-33
326,-32
327,-26
328,-5
329,10
330,27
331,24
332,23
333,25
334,16
335,13
336,14
337,28
338,28
339,26
340,18
341,17
342,15
343,6
344,4
345,0
346,10
347,16
348,6
349,1
350,7
351,24
352,16
353,3
354,-1
355,13
356,21
357,44
358,45
359,38
360,22
361,22
362,21
363,15
364,14
365,13
366,21
367,31
368,36
369,27
370,9
371,-3
372,-7
373,-4
374,4
375,22
376,48
377,62
378,73
379,68
380,54
381,49
382,39
383,44
384,49
385,58
386,57
387,37
388,0
389,-16
390,-32
391,-23
392,-5
393,11
394,14
395,1
396,-8
397,-16
398,-3
399,4
400,7
401,2
402,7
403,23
404,30
405,30
406,35
407,32
408,29
409,15
410,11
411,-10
412,-17
413,-34
414,-36
415,-43
416,-38
417,-39
418,-32
419,-17
420,5
421,25
422,24
423,46
424,62
425,71
426,57
427,43
428,28
429,23
430,22
431,9
432,-14
433,-32
434,-42
435,-33
436,-28
437,-14
438,-12
439,-7
440,-11
441,7
442,15
443,24
444,29
445,25
446,13
447,4
448,10
449,9
450,13
451,-2
452,-21
453,-36
454,-46
455,-29
456,-24
457,-12
458,-3
459,-5
460,-19
461,-39
462,-40
463,-37
464,-23
465,-7
466,-3
467,-2
468,-14
469,-7
470,-5
471,-5
472,-5
473,-8
474,-2
475,15
476,35
477,45
478,51
479,45
480,36
481,23
482,14
483,21
484,24
485,31
486,43
487,53
488,43
489,44
490,22
491,-1
492,-10
493,-16
494,-17
495,-17
496,-13
497,-2
498,9
499,24
500,37
501,41
502,43
503,42
504,53
505,55
506,54
507,41
508,30
509,32
510,34
511,30
512,10
513,0
514,4
515,4
516,1
517,11
518,15
519,15
520,16
521,21
522,18
523,16
524,14
525,5
526,-5
527,-1
528,18
