,30
0,19
1,-3
2,-14
3,-12
4,-5
5,10
6,20
7,19
8,1
9,-6
10,-16
11,-18
12,-15
13,-4
14,-7
15,5
16,10
17,0
18,-11
19,-23
20,-42
21,-52
22,-62
23,-52
24,-42
25,-44
26,-43
27,-43
28,-47
29,-44
30,-60
31,-80
32,-73
33,-58
34,-41
35,-40
36,-48
37,-44
38,-37
39,-25
40,-14
41,-15
42,-28
43,-30
44,-21
45,-16
46,-4
47,3
48,7
49,4
50,22
51,23
52,27
53,20
54,16
55,9
56,-12
57,-20
58,-37
59,-57
60,-74
61,-78
62,-71
63,-66
64,-61
65,-60
66,-55
67,-46
68,-30
69,-19
70,-5
71,7
72,10
73,-4
74,-27
75,-36
76,-29
77,-19
78,3
79,0
80,-1
81,-4
82,8
83,11
84,16
85,7
86,4
87,2
88,1
89,0
90,-9
91,-16
92,-19
93,-16
94,-6
95,6
96,11
97,14
98,18
99,22
100,20
101,6
102,-1
103,5
104,14
105,12
106,23
107,27
108,34
109,27
110,22
111,1
112,6
113,15
114,29
115,35
116,46
117,41
118,35
119,27
120,18
121,17
122,9
123,21
124,20
125,19
126,15
127,14
128,9
129,5
130,19
131,25
132,30
133,22
134,30
135,26
136,31
137,35
138,35
139,35
140,26
141,23
142,17
143,7
144,7
145,1
146,-8
147,-3
148,11
149,21
150,37
151,37
152,15
153,-7
154,-26
155,-19
156,-17
157,-15
158,-19
159,-19
160,-30
161,-38
162,-38
163,-32
164,-37
165,-22
166,4
167,17
168,28
169,30
170,11
171,-8
172,-28
173,-39
174,-47
175,-51
176,-49
177,-35
178,-28
179,-21
180,-6
181,7
182,0
183,-11
184,-19
185,-24
186,-14
187,-1
188,0
189,-2
190,8
191,3
192,-6
193,-20
194,-28
195,-29
196,-23
197,-7
198,3
199,5
200,2
201,-2
202,-19
203,-37
204,-50
205,-52
206,-43
207,-21
208,5
209,16
210,15
211,15
212,8
213,2
214,-5
215,-13
216,-26
217,-28
218,-15
219,-11
220,-4
221,2
222,9
223,7
224,15
225,23
226,32
227,20
228,-6
229,-22
230,-36
231,-37
232,-34
233,-26
234,-19
235,2
236,14
237,19
238,17
239,16
240,7
241,-5
242,-12
243,-24
244,-32
245,-31
246,-18
247,-20
248,-19
249,-6
250,-1
