,-3
0,-3
1,-12
2,-24
3,-34
4,-42
5,-41
6,-49
7,-20
8,7
9,44
10,55
11,47
12,36
13,24
14,23
15,42
16,67
17,81
18,78
19,61
20,12
21,-1
22,-6
23,10
24,19
25,16
26,12
27,17
28,15
29,17
30,9
31,-5
32,-18
33,-25
34,-24
35,-8
36,9
37,11
38,2
39,7
40,4
41,-9
42,-27
43,-27
44,-18
45,-1
46,26
47,35
48,42
49,45
50,53
51,54
52,49
53,56
54,55
55,40
56,17
57,-3
58,-29
59,-37
60,-45
61,-56
62,-37
63,-25
64,12
65,32
66,35
67,39
68,34
69,27
70,20
71,11
72,-7
73,-22
74,-13
75,10
76,30
77,40
78,45
79,36
80,24
81,1
82,-8
83,-28
84,-3
85,15
86,32
87,39
88,28
89,24
90,23
91,44
92,56
93,71
94,68
95,38
96,29
97,0
98,-6
99,-24
100,-43
101,-40
102,-14
103,6
104,4
105,1
106,-7
107,-8
108,-3
109,-22
110,-41
111,-59
112,-62
113,-57
114,-48
115,-52
116,-52
117,-51
118,-64
119,-77
120,-64
121,-51
122,-36
123,-42
124,-42
125,-51
126,-43
127,-26
128,-19
129,-26
130,-40
131,-62
132,-73
133,-67
134,-45
135,-11
136,2
137,17
138,14
139,1
140,-11
141,-11
142,-8
143,-9
144,11
145,26
146,44
147,47
148,47
149,40
150,28
151,27
152,35
153,45
154,54
155,55
156,43
157,41
158,46
159,48
160,29
161,14
162,2
163,-1
164,-7
165,-15
166,-46
167,-40
168,-39
169,-7
170,8
171,4
172,-13
173,-29
174,-23
175,2
176,36
177,56
178,62
179,59
180,52
181,43
182,24
183,20
184,13
185,20
186,21
187,12
188,-9
189,-16
190,-27
191,-9
192,-6
193,-10
194,-31
195,-53
196,-49
197,-24
198,-13
199,-16
200,-22
201,-20
202,-12
203,8
204,25
205,18
206,4
207,-4
208,-4
209,6
210,17
211,29
212,29
213,17
214,6
215,-4
216,-10
217,-18
218,1
219,15
220,45
221,68
222,80
223,83
224,98
225,105
226,114
227,112
228,108
229,83
230,54
231,34
232,9
233,20
234,28
235,56
236,61
237,48
238,32
239,8
240,-7
241,-9
242,10
243,26
244,39
245,50
246,47
247,-2
248,-20
249,-43
250,-44
251,-49
252,-63
253,-79
254,-93
255,-96
256,-86
257,-78
258,-69
259,-58
260,-60
261,-66
262,-68
263,-61
264,-44
265,-28
266,-12
267,-20
268,-32
269,-31
270,-27
271,-31
272,-44
273,-43
274,-30
275,-11
276,7
277,11
278,5
279,-1
280,-2
281,-9
282,-25
283,-35
284,-45
285,-42
286,-40
287,-31
288,-27
289,-36
290,-25
291,-23
292,-17
293,-21
294,-32
295,-45
296,-37
297,-22
298,-17
299,-23
300,-41
301,-45
302,-46
303,-37
304,-23
305,-13
306,-7
307,-10
308,-13
309,-14
310,-10
311,8
312,23
313,13
314,-12
315,-32
316,-49
317,-52
318,-31
319,-12
320,-2
321,-15
322,-1
323,-15
324,0
325,13
326,12
327,-2
328,-5
329,-9
330,-12
331,-14
332,-17
333,-6
334,3
335,13
336,-11
337,-19
338,-38
339,-36
340,-41
341,-39
342,-26
343,-9
344,-8
345,-13
346,-21
347,-25
348,-27
349,-11
350,-1
351,8
352,11
353,8
354,2
355,-10
356,-49
357,-54
358,-65
359,-60
360,-43
361,-37
362,-22
363,-8
364,-2
365,2
366,8
367,13
368,13
369,11
370,47
371,57
372,63
373,50
374,34
375,19
376,22
377,24
378,26
379,22
380,18
381,16
382,3
383,-21
384,-14
385,-5
386,5
387,14
388,7
389,-9
390,-20
391,-29
392,-29
393,-32
394,-28
395,-36
396,-44
397,-47
398,-33
399,-16
400,-20
401,-22
402,-25
403,-27
404,-17
405,-12
406,9
407,20
408,21
409,9
410,-4
411,-10
412,-14
413,-27
414,-43
415,-71
416,-78
417,-89
418,-81
419,-68
420,-66
421,-55
422,-56
423,-61
424,-70
425,-68
426,-38
427,-1
428,26
429,62
430,75
431,67
432,38
433,15
434,-24
435,-50
436,-68
437,-65
438,-54
439,-53
440,-16
441,-6
442,10
443,23
444,22
445,17
446,16
447,17
448,21
449,24
450,24
451,16
452,1
453,-19
454,-1
455,13
456,35
457,44
458,51
459,55
460,72
461,77
462,66
463,47
464,41
465,44
466,29
467,53
468,51
469,52
470,38
471,29
472,36
473,50
474,64
475,61
476,38
477,13
478,-13
479,-4
480,18
481,55
482,72
483,69
484,69
485,76
486,71
487,50
488,38
489,25
490,32
491,29
492,26
493,16
494,19
495,22
496,11
497,-10
498,-24
499,-32
500,-15
501,-1
502,34
503,45
504,20
505,-16
506,-52
507,-75
508,-78
509,-61
510,-40
511,-32
512,-4
513,11
514,29
515,34
516,23
517,10
518,0
519,-2
520,-17
521,-44
522,-68
523,-86
524,-96
525,-101
526,-94
527,-75
528,-61
529,-51
530,-40
531,-39
532,-42
533,-48
534,-62
535,-72
536,-80
537,-79
538,-67
539,-42
540,-1
541,27
542,28
543,17
544,-2
545,-21
546,-35
547,-35
548,-26
549,-28
550,-27
551,-36
552,-23
553,-10
554,19
555,32
556,33
557,37
558,41
559,33
560,23
561,28
562,60
563,79
564,83
565,49
566,1
567,-31
568,-43
569,-33
570,-26
571,-23
572,-17
573,-20
574,11
575,44
576,62
577,53
578,43
579,18
580,-6
581,-24
582,-37
583,-17
584,-3
585,24
586,35
587,31
588,34
589,51
590,64
591,54
592,41
593,0
594,-4
595,-13
