,6
0,-6
1,-8
2,-6
3,15
4,27
5,41
6,52
7,50
8,36
9,26
10,28
11,35
12,40
13,39
14,32
15,16
16,10
17,2
18,-8
19,-2
20,3
21,6
22,5
23,5
24,1
25,-9
26,-12
27,-12
28,-21
29,-36
30,-51
31,-61
32,-56
33,-44
34,-26
35,-26
36,-40
37,-49
38,-49
39,-39
40,-25
41,-8
42,-6
43,-2
44,0
45,4
46,9
47,19
48,40
49,27
50,14
51,-2
52,-14
53,-6
54,2
55,21
56,15
57,17
58,13
59,20
60,12
61,-2
62,5
63,9
64,17
65,9
66,-13
67,-38
68,-51
69,-39
70,-19
71,10
72,31
73,34
74,27
75,23
76,22
77,16
78,1
79,1
80,-8
81,-26
82,-42
83,-60
84,-63
85,-65
86,-55
87,-45
88,-47
89,-40
90,-41
91,-47
92,-43
93,-41
94,-39
95,-45
96,-49
97,-52
98,-56
99,-46
100,-34
101,-30
102,-22
103,-7
104,14
105,26
106,10
107,-8
108,-43
109,-45
110,-35
111,-23
112,-9
113,13
114,35
115,49
116,54
117,54
118,54
119,59
120,64
121,69
122,67
123,49
124,38
125,30
126,44
127,48
128,43
129,36
130,10
131,4
132,5
133,13
134,13
135,8
136,-1
137,-7
138,-8
139,1
140,8
141,11
142,24
143,34
144,35
145,26
146,25
147,33
148,39
149,43
150,16
151,-4
152,-7
153,9
154,26
155,28
156,25
157,16
158,6
159,0
160,-13
161,-21
162,-27
163,-15
164,-6
165,-4
166,-14
167,-7
168,9
169,29
170,47
171,52
172,48
173,42
174,38
175,42
176,51
177,65
178,63
179,52
180,31
181,19
182,-6
183,-12
184,-29
185,-24
186,-29
187,-23
188,-11
189,0
190,10
191,15
192,-1
193,-18
194,-31
195,-37
196,-29
197,-3
198,26
199,55
200,75
201,92
202,103
203,92
204,70
205,54
206,38
207,29
208,37
209,41
210,58
211,63
212,62
213,52
214,34
215,37
216,32
217,18
218,0
219,-11
220,-1
221,6
222,11
223,-1
224,-21
225,-35
226,-34
227,-36
228,-36
229,-47
230,-55
231,-57
232,-42
233,-13
234,2
235,22
236,33
237,26
238,7
239,-7
240,1
241,14
242,44
243,65
244,67
245,55
246,36
247,21
248,5
249,-5
250,-10
251,2
252,7
253,27
254,30
255,22
256,15
257,10
258,0
259,8
260,22
261,30
262,32
263,23
264,22
265,25
266,19
267,24
268,17
269,15
270,25
271,42
272,58
273,59
274,53
275,36
276,12
277,-15
278,-22
279,-26
280,-31
281,-30
282,-41
283,-39
284,-21
285,21
286,60
287,92
288,101
289,90
290,69
291,52
292,51
293,38
294,30
295,26
296,21
297,14
298,9
299,4
300,-5
301,-3
302,17
303,32
304,30
305,6
306,-14
307,-40
308,-45
309,-40
310,-34
311,-35
312,-51
313,-60
314,-62
315,-47
316,-16
317,10
318,16
319,0
320,-24
321,-48
322,-44
323,-30
324,-24
325,-29
326,-32
327,-43
328,-51
329,-50
330,-42
331,-31
332,-32
333,-23
334,-18
335,-10
336,-12
337,-8
338,-8
339,-8
340,8
341,18
342,16
343,-3
344,-24
345,-48
346,-60
347,-57
348,-60
349,-52
350,-49
351,-40
352,-39
353,-33
354,-12
355,18
356,49
357,68
358,75
359,62
360,58
361,66
362,81
363,88
364,74
365,57
366,28
367,20
368,37
369,63
370,87
371,99
372,96
373,68
374,41
375,22
376,26
377,33
378,50
379,59
380,40
381,11
382,-21
383,-50
384,-76
385,-73
386,-69
387,-49
388,-30
389,-3
390,24
391,36
392,38
393,22
394,5
395,2
396,1
397,2
398,-8
399,-6
400,-5
401,1
402,16
403,34
404,42
405,36
406,17
407,-10
408,-35
409,-48
410,-59
411,-87
412,-114
413,-122
414,-103
415,-68
416,-36
417,-14
418,-17
419,-7
420,0
421,3
422,-4
423,-21
424,-29
425,-36
426,-45
427,-41
428,-41
429,-40
430,-24
431,14
432,42
433,61
434,54
435,31
436,19
437,26
438,45
439,61
440,71
441,73
442,75
443,67
444,61
445,40
446,16
447,-2
448,2
449,22
450,34
451,42
452,28
453,16
454,17
455,35
456,53
457,59
458,61
459,51
460,39
461,26
462,20
463,15
464,20
465,39
466,54
467,52
468,38
469,25
470,0
471,-17
472,-28
473,-43
474,-54
475,-38
476,-1
477,25
478,41
479,23
480,3
481,-17
482,-22
483,-13
484,-15
485,-20
486,-28
487,-26
488,-8
489,25
490,67
491,87
492,103
493,108
