,-69
0,-75
1,-80
2,-80
3,-83
4,-83
5,-85
6,-81
7,-76
8,-70
9,-57
10,-47
11,-38
12,-22
13,-8
14,-2
15,-2
16,-10
17,-13
18,-25
19,-39
20,-51
21,-64
22,-75
23,-83
24,-89
25,-100
26,-104
27,-109
28,-108
29,-110
30,-106
31,-105
32,-107
33,-105
34,-110
35,-119
36,-129
37,-131
38,-130
39,-125
40,-117
41,-117
42,-117
43,-121
44,-129
45,-134
46,-138
47,-134
48,-126
49,-119
50,-118
51,-117
52,-109
53,-109
54,-107
55,-105
56,-110
57,-116
58,-121
59,-117
60,-118
61,-115
62,-116
63,-111
64,-102
65,-100
66,-94
67,-92
68,-89
69,-84
70,-85
71,-85
72,-88
73,-81
74,-75
75,-69
76,-61
77,-51
78,-46
79,-39
80,-32
81,-29
82,-33
83,-34
84,-35
85,-41
86,-44
87,-49
88,-54
89,-55
90,-55
91,-55
92,-53
93,-52
94,-50
95,-51
96,-53
97,-48
98,-49
99,-53
100,-57
101,-61
102,-64
103,-67
104,-66
105,-70
106,-72
107,-70
108,-72
109,-75
110,-78
111,-73
112,-75
113,-75
114,-72
115,-78
116,-87
117,-102
118,-109
119,-118
120,-119
121,-119
122,-119
123,-126
124,-130
125,-131
126,-135
127,-137
128,-138
129,-133
130,-136
131,-132
132,-129
133,-132
134,-136
135,-139
136,-143
137,-150
138,-154
139,-157
140,-157
141,-153
142,-141
143,-128
144,-114
145,-100
146,-86
147,-75
148,-60
149,-47
150,-28
151,-17
152,-10
153,-10
154,-16
155,-24
156,-33
157,-34
158,-44
159,-46
160,-45
161,-40
162,-34
163,-25
164,-20
165,-13
166,-18
167,-15
168,-19
169,-23
170,-16
171,-21
172,-19
173,-21
174,-18
175,-19
176,-26
177,-34
178,-42
179,-48
180,-45
181,-43
182,-41
183,-41
184,-36
185,-33
186,-20
187,-11
188,-1
189,1
190,3
191,6
192,9
193,7
194,12
195,21
196,26
197,33
198,41
199,41
200,35
201,32
202,31
203,29
204,31
205,35
206,40
207,46
208,52
209,62
210,71
211,82
212,86
213,86
214,85
215,88
216,92
217,87
218,89
219,78
220,68
221,55
222,46
223,40
224,32
225,33
226,30
227,23
228,16
229,9
230,2
231,-3
232,-5
233,-1
234,0
235,-6
236,-7
237,-12
238,-14
239,-14
240,-19
241,-22
242,-24
243,-16
244,-10
245,-6
246,1
247,-1
248,-4
249,-7
250,-7
251,-11
252,-13
253,-16
254,-18
255,-22
256,-29
257,-36
258,-40
259,-43
260,-44
261,-47
262,-54
263,-57
264,-53
265,-55
266,-59
267,-56
268,-64
269,-72
270,-74
271,-71
272,-68
273,-70
274,-76
275,-76
276,-75
277,-67
278,-59
279,-58
280,-54
281,-51
282,-55
283,-58
284,-57
285,-56
286,-50
287,-47
288,-38
289,-40
290,-36
291,-33
292,-36
293,-42
294,-46
295,-47
296,-49
297,-43
298,-35
299,-34
300,-38
301,-44
302,-44
303,-51
304,-53
305,-54
306,-65
307,-73
308,-79
309,-74
310,-72
311,-67
312,-62
313,-53
314,-51
315,-49
316,-54
317,-60
318,-64
319,-70
320,-77
321,-89
322,-99
323,-104
324,-107
325,-104
326,-98
327,-92
328,-85
329,-74
330,-58
331,-43
332,-27
333,-11
334,1
335,3
336,6
337,5
338,8
339,16
340,21
341,28
342,24
343,15
344,7
345,-2
346,-8
347,-14
348,-18
349,-19
350,-19
351,-28
352,-35
353,-41
354,-43
355,-36
356,-30
357,-21
358,-16
359,-16
360,-23
361,-23
362,-31
363,-40
364,-52
365,-67
366,-83
367,-97
368,-101
369,-107
370,-110
371,-109
372,-110
373,-114
374,-113
375,-116
376,-118
377,-120
378,-121
379,-118
380,-116
381,-113
382,-104
383,-97
384,-87
385,-71
386,-61
387,-54
388,-48
389,-41
390,-32
391,-21
392,-7
393,3
394,18
395,30
396,35
397,32
398,32
399,35
400,39
401,41
402,36
403,32
404,25
405,21
406,14
407,10
408,5
409,6
410,-1
411,-12
412,-23
413,-24
414,-25
415,-20
416,-19
417,-20
418,-23
419,-29
420,-25
421,-22
422,-20
423,-4
424,10
425,21
426,25
427,31
428,25
429,9
430,-4
431,-18
432,-27
433,-30
434,-27
435,-27
436,-28
437,-32
438,-29
439,-25
440,-20
441,-8
442,1
443,7
444,10
445,13
446,20
447,30
448,42
449,48
450,47
451,46
452,44
453,36
454,33
455,27
456,23
457,18
458,19
459,24
460,24
461,23
462,16
463,8
464,3
465,1
466,3
467,4
468,8
469,3
470,-9
471,-15
472,-19
473,-23
474,-25
475,-32
476,-41
477,-46
478,-46
479,-51
480,-51
481,-52
482,-49
483,-42
484,-39
485,-32
486,-28
487,-32
488,-37
489,-44
490,-51
491,-68
492,-86
493,-106
494,-121
495,-136
496,-143
497,-151
498,-148
499,-144
500,-137
501,-133
502,-130
503,-126
504,-121
505,-115
506,-109
507,-98
508,-94
509,-89
510,-86
511,-81
512,-80
513,-73
514,-63
515,-55
516,-42
517,-34
518,-28
519,-32
520,-35
521,-37
522,-39
523,-47
524,-51
525,-60
526,-71
527,-79
528,-90
529,-97
530,-99
531,-94
532,-89
533,-87
534,-91
535,-95
536,-105
537,-112
538,-122
539,-134
540,-145
541,-153
542,-160
543,-168
544,-177
545,-183
546,-185
547,-181
548,-168
549,-154
550,-143
551,-136
552,-127
553,-122
554,-113
555,-104
556,-93
557,-85
558,-81
559,-80
560,-82
561,-82
562,-79
563,-71
564,-62
565,-55
566,-46
567,-47
568,-43
569,-39
570,-40
571,-42
572,-42
573,-42
574,-36
575,-29
576,-22
577,-8
578,-1
579,7
580,5
581,4
582,-8
583,-15
584,-21
585,-26
586,-28
587,-39
588,-49
589,-60
590,-55
591,-49
592,-39
593,-29
594,-23
595,-21
596,-15
597,-6
598,2
599,10
600,21
601,28
602,34
603,33
604,34
605,29
606,34
607,43
608,51
609,61
610,72
611,90
612,101
613,112
614,121
615,128
616,139
617,147
618,158
619,160
620,160
621,156
622,143
623,125
624,106
625,91
626,70
627,52
628,39
629,29
630,21
631,15
632,7
633,-6
634,-13
635,-13
636,-12
637,-14
638,-16
639,-22
640,-28
641,-42
642,-57
643,-67
644,-76
645,-78
646,-77
647,-70
648,-66
649,-50
650,-33
651,-22
652,-10
653,-5
654,-2
655,-2
656,4
657,9
658,9
659,9
660,0
661,-12
662,-22
663,-19
664,-23
665,-20
666,-17
667,-20
668,-24
669,-27
670,-28
671,-32
672,-37
673,-41
674,-47
675,-52
676,-58
677,-59
678,-63
679,-66
680,-68
681,-66
682,-69
683,-74
684,-74
685,-81
686,-85
687,-89
688,-97
689,-107
690,-111
691,-116
692,-122
693,-129
694,-134
695,-140
696,-146
697,-150
698,-154
699,-155
700,-152
701,-143
702,-125
703,-110
704,-91
705,-77
706,-66
707,-62
708,-58
709,-54
710,-53
711,-50
712,-52
713,-54
714,-55
715,-61
716,-55
717,-60
718,-59
719,-60
720,-70
721,-81
722,-93
723,-95
724,-96
725,-97
726,-101
727,-106
728,-107
729,-100
730,-92
731,-84
732,-77
733,-69
734,-57
735,-47
736,-34
737,-33
738,-28
739,-21
740,-20
741,-15
742,-14
743,-10
744,-9
745,-8
746,-6
747,-3
748,-3
749,-4
750,-2
751,-6
752,-4
753,-1
754,4
755,2
756,-1
757,-3
758,-8
759,-12
760,-16
761,-16
762,-17
763,-13
764,-11
765,-9
766,-3
767,-1
768,-1
769,1
770,6
771,7
772,-4
773,-13
774,-23
775,-30
776,-36
777,-31
778,-28
779,-22
780,-17
781,-11
782,-11
783,-13
784,-14
785,-13
786,-16
787,-14
788,-9
789,-7
790,-9
791,-10
792,-10
793,-10
794,-18
795,-27
796,-34
797,-41
798,-48
799,-48
800,-50
801,-54
802,-52
803,-49
804,-47
805,-43
806,-39
807,-41
808,-42
809,-34
810,-35
811,-32
812,-28
813,-25
814,-24
815,-24
816,-24
817,-32
818,-39
819,-43
820,-44
821,-44
822,-47
823,-51
824,-59
825,-70
826,-80
827,-94
828,-113
829,-126
830,-138
831,-147
832,-157
833,-166
834,-170
835,-173
836,-173
837,-175
838,-184
839,-190
840,-195
841,-200
842,-206
843,-205
844,-202
845,-195
846,-186
847,-173
848,-160
849,-144
850,-130
851,-120
852,-111
853,-109
854,-104
855,-104
856,-106
857,-106
858,-104
859,-107
860,-105
861,-98
862,-101
863,-99
864,-92
865,-83
866,-74
867,-69
868,-67
869,-66
870,-68
871,-73
872,-79
873,-93
874,-102
875,-116
876,-127
877,-139
878,-151
879,-161
880,-174
881,-184
882,-195
883,-206
884,-219
885,-228
886,-241
887,-257
888,-266
889,-274
890,-280
891,-282
892,-279
893,-266
894,-256
895,-242
896,-238
897,-235
898,-229
899,-225
900,-219
901,-211
902,-198
903,-176
904,-152
905,-123
906,-94
907,-70
908,-54
909,-39
910,-27
911,-17
912,-15
913,0
914,9
915,21
916,29
917,33
918,39
919,50
920,59
921,63
922,63
923,61
924,58
925,52
926,42
927,32
928,19
929,7
930,2
931,-4
932,-16
933,-28
934,-36
935,-48
936,-53
937,-59
938,-69
939,-78
940,-81
941,-84
942,-78
943,-67
944,-51
945,-34
946,-20
947,-1
948,23
949,39
950,57
951,73
952,90
953,99
954,107
955,109
956,104
957,98
958,95
959,87
960,78
961,73
962,69
963,68
964,70
965,76
966,75
967,78
968,82
969,85
970,87
971,89
972,92
973,94
974,97
975,97
976,92
977,86
978,81
979,78
980,70
981,61
982,53
983,46
984,29
985,21
986,17
987,16
988,19
989,16
990,5
991,-6
992,-14
993,-15
994,-23
995,-24
996,-25
997,-23
998,-18
999,-13
1000,-11
1001,-8
1002,-4
1003,-9
1004,-4
1005,-15
1006,-20
1007,-32
1008,-38
1009,-43
1010,-39
1011,-27
1012,-16
1013,-4
1014,8
1015,14
1016,25
1017,37
1018,43
1019,48
1020,55
1021,58
1022,61
1023,61
1024,61
1025,56
1026,47
1027,39
1028,29
1029,16
1030,6
1031,1
1032,-10
1033,-19
1034,-27
1035,-26
1036,-27
1037,-25
1038,-25
1039,-22
1040,-23
1041,-20
1042,-25
1043,-35
1044,-49
1045,-54
1046,-66
1047,-76
1048,-82
1049,-85
1050,-84
1051,-83
1052,-80
1053,-80
1054,-81
1055,-79
1056,-70
1057,-66
1058,-66
1059,-71
1060,-80
1061,-83
1062,-79
1063,-71
1064,-64
1065,-60
1066,-61
1067,-66
1068,-76
1069,-77
1070,-74
1071,-78
1072,-78
1073,-80
1074,-81
1075,-79
1076,-69
1077,-52
1078,-40
1079,-26
1080,-13
1081,0
1082,18
1083,38
1084,55
1085,62
1086,66
1087,72
1088,70
1089,65
1090,56
1091,50
1092,44
1093,43
1094,45
1095,47
1096,49
1097,55
1098,58
1099,65
1100,72
1101,67
1102,60
1103,54
1104,56
1105,57
1106,60
1107,66
1108,66
1109,58
1110,43
1111,28
1112,18
1113,14
1114,17
1115,18
1116,15
1117,9
1118,5
1119,3
1120,-3
1121,-8
1122,-18
1123,-38
1124,-60
1125,-90
1126,-116
1127,-144
1128,-169
1129,-191
1130,-212
1131,-228
1132,-242
1133,-258
1134,-268
1135,-279
1136,-292
1137,-306
1138,-315
1139,-323
1140,-331
1141,-336
1142,-335
1143,-326
1144,-319
1145,-310
1146,-307
1147,-306
1148,-302
1149,-293
1150,-287
1151,-279
1152,-270
1153,-261
1154,-249
1155,-233
1156,-210
1157,-188
1158,-169
1159,-147
1160,-128
1161,-116
1162,-103
1163,-83
1164,-69
1165,-55
1166,-46
1167,-31
1168,-25
1169,-24
1170,-20
1171,-16
1172,-9
1173,2
1174,14
1175,22
1176,31
1177,40
1178,44
1179,50
1180,55
1181,59
1182,60
1183,57
1184,59
1185,62
1186,73
1187,89
1188,104
1189,109
1190,113
1191,110
1192,104
1193,94
1194,83
1195,73
1196,63
1197,68
1198,70
1199,66
1200,63
1201,62
1202,60
1203,55
1204,54
1205,50
1206,50
1207,52
1208,59
1209,64
1210,69
1211,76
1212,81
1213,77
1214,76
1215,77
1216,76
1217,83
1218,90
1219,97
1220,100
1221,103
1222,111
1223,116
1224,119
1225,131
1226,135
1227,130
1228,124
1229,118
1230,108
1231,102
1232,89
1233,77
1234,62
1235,52
1236,49
1237,48
1238,55
1239,59
1240,60
1241,51
1242,44
1243,36
1244,25
1245,14
1246,7
1247,-4
1248,-20
1249,-29
1250,-42
1251,-58
1252,-73
1253,-84
1254,-96
1255,-107
1256,-116
1257,-128
1258,-139
1259,-148
1260,-154
1261,-160
1262,-162
1263,-161
1264,-156
1265,-149
1266,-139
1267,-126
1268,-111
1269,-94
1270,-76
1271,-60
1272,-54
1273,-54
1274,-54
1275,-57
1276,-60
1277,-54
1278,-53
1279,-55
1280,-57
1281,-55
1282,-61
1283,-66
1284,-68
1285,-70
1286,-76
1287,-87
1288,-94
1289,-105
1290,-113
1291,-114
1292,-119
1293,-121
1294,-127
1295,-124
1296,-120
1297,-109
1298,-94
1299,-74
1300,-61
1301,-46
1302,-39
1303,-31
1304,-25
1305,-24
1306,-25
1307,-30
1308,-26
1309,-21
1310,-19
1311,-20
1312,-16
1313,-13
1314,-15
1315,-14
1316,-17
1317,-18
1318,-18
1319,-10
1320,-1
1321,7
1322,18
1323,23
1324,31
1325,37
1326,42
1327,44
1328,49
1329,58
1330,71
1331,78
1332,83
1333,87
1334,89
1335,97
1336,105
1337,113
1338,118
1339,118
1340,118
1341,108
1342,107
1343,101
1344,97
1345,93
1346,88
1347,88
1348,79
1349,73
1350,65
1351,67
1352,64
1353,56
1354,52
1355,45
1356,45
1357,44
1358,36
1359,24
1360,18
1361,14
1362,6
1363,-1
1364,-13
1365,-28
1366,-44
1367,-49
1368,-51
1369,-51
1370,-49
1371,-47
1372,-39
1373,-36
1374,-26
1375,-24
1376,-22
1377,-21
1378,-18
1379,-15
1380,-15
1381,-9
1382,-10
1383,-17
1384,-21
1385,-27
1386,-39
1387,-53
1388,-60
1389,-65
1390,-70
1391,-78
1392,-81
1393,-88
1394,-92
1395,-92
1396,-92
1397,-88
1398,-79
1399,-64
1400,-55
1401,-45
1402,-41
1403,-42
1404,-45
1405,-53
1406,-52
1407,-55
1408,-59
1409,-63
1410,-68
1411,-77
1412,-84
1413,-88
1414,-101
1415,-111
1416,-117
1417,-124
1418,-131
1419,-136
1420,-139
1421,-145
1422,-151
1423,-155
1424,-163
1425,-173
1426,-179
1427,-183
1428,-183
1429,-180
1430,-172
1431,-163
1432,-160
1433,-158
1434,-161
1435,-164
1436,-170
1437,-173
1438,-175
1439,-178
1440,-175
1441,-176
1442,-173
1443,-169
1444,-162
1445,-157
1446,-150
1447,-135
1448,-116
1449,-98
1450,-86
1451,-72
1452,-64
1453,-58
1454,-50
1455,-45
1456,-41
1457,-37
1458,-38
1459,-44
1460,-48
1461,-53
1462,-57
1463,-61
1464,-68
1465,-76
1466,-89
1467,-99
1468,-109
1469,-122
1470,-132
1471,-146
1472,-158
1473,-171
1474,-182
1475,-186
1476,-187
1477,-187
1478,-178
1479,-167
1480,-163
1481,-162
1482,-161
1483,-164
1484,-174
1485,-183
1486,-188
1487,-191
1488,-193
1489,-194
1490,-191
1491,-187
1492,-174
1493,-165
1494,-158
1495,-153
1496,-146
1497,-146
1498,-146
1499,-149
1500,-147
1501,-139
1502,-131
1503,-120
1504,-108
1505,-93
1506,-73
1507,-58
1508,-46
1509,-34
1510,-23
1511,-16
1512,-9
1513,-2
1514,3
1515,8
1516,15
1517,26
1518,31
1519,39
1520,46
1521,43
1522,34
1523,22
1524,11
1525,-2
1526,-11
1527,-15
1528,-25
1529,-36
1530,-42
1531,-40
1532,-38
1533,-31
1534,-27
1535,-21
1536,-13
1537,-8
1538,0
1539,5
1540,12
1541,20
1542,26
1543,31
1544,38
1545,46
1546,49
1547,46
1548,48
1549,42
1550,34
1551,29
1552,24
1553,16
1554,13
1555,11
1556,15
1557,16
1558,16
1559,17
1560,9
1561,5
1562,-2
1563,-7
1564,-12
1565,-14
1566,-14
1567,-10
1568,-12
1569,-7
1570,-3
1571,2
1572,8
1573,15
1574,15
1575,17
1576,25
1577,27
1578,30
1579,28
1580,26
1581,27
1582,29
1583,33
1584,32
1585,35
1586,34
1587,30
1588,23
1589,21
1590,19
1591,23
1592,15
1593,12
1594,6
1595,1
1596,0
1597,1
1598,3
1599,7
1600,12
1601,19
1602,19
1603,16
1604,17
1605,11
1606,11
1607,12
1608,9
1609,-5
1610,-16
1611,-28
1612,-35
1613,-41
1614,-41
1615,-45
1616,-44
1617,-41
1618,-41
1619,-35
1620,-31
1621,-30
1622,-26
1623,-27
1624,-29
1625,-35
1626,-41
1627,-46
1628,-50
1629,-54
1630,-61
1631,-66
1632,-70
1633,-74
1634,-82
1635,-83
1636,-83
1637,-80
1638,-77
1639,-64
1640,-54
1641,-46
1642,-41
1643,-38
1644,-36
1645,-34
1646,-32
1647,-30
1648,-30
1649,-23
1650,-19
1651,-9
1652,-4
1653,-2
1654,-3
1655,-2
1656,2
1657,-4
1658,-5
1659,-5
1660,0
1661,-3
1662,-10
1663,-16
1664,-24
1665,-33
1666,-43
1667,-47
1668,-58
1669,-65
1670,-69
1671,-76
1672,-81
1673,-84
1674,-86
1675,-90
1676,-90
1677,-89
1678,-91
1679,-92
1680,-90
1681,-95
1682,-98
1683,-103
1684,-109
1685,-116
1686,-122
1687,-124
1688,-119
1689,-116
1690,-109
1691,-111
1692,-113
1693,-118
1694,-120
1695,-120
1696,-124
1697,-123
1698,-125
1699,-127
1700,-123
1701,-108
1702,-95
1703,-85
1704,-73
1705,-69
1706,-62
1707,-56
1708,-47
1709,-45
1710,-40
1711,-33
1712,-23
1713,-23
1714,-17
1715,-11
1716,-13
1717,-9
1718,-8
1719,-11
1720,-13
1721,-16
1722,-17
1723,-21
1724,-30
1725,-25
1726,-25
1727,-17
1728,-10
1729,-3
1730,0
1731,9
1732,18
1733,24
1734,26
1735,26
1736,23
1737,27
1738,21
1739,20
1740,17
1741,5
1742,-3
1743,-11
1744,-24
1745,-31
1746,-41
1747,-56
1748,-68
1749,-75
1750,-77
1751,-78
1752,-75
1753,-76
1754,-80
1755,-88
1756,-88
1757,-92
1758,-93
1759,-98
1760,-96
1761,-98
1762,-92
1763,-88
1764,-76
1765,-65
1766,-54
1767,-38
1768,-27
1769,-12
1770,0
1771,13
1772,17
1773,17
1774,16
1775,14
1776,16
1777,17
1778,17
1779,8
1780,2
1781,-9
1782,-20
1783,-32
1784,-38
1785,-41
1786,-44
1787,-43
1788,-45
1789,-44
1790,-48
1791,-45
1792,-39
1793,-30
1794,-15
1795,-4
1796,-1
1797,1
1798,-2
1799,1
1800,-5
1801,-5
1802,-7
1803,-6
1804,-6
1805,-2
1806,0
1807,-2
1808,-1
1809,-8
1810,-18
1811,-23
1812,-21
1813,-29
1814,-33
1815,-35
1816,-41
1817,-54
1818,-68
1819,-76
1820,-84
1821,-95
1822,-101
1823,-108
1824,-119
1825,-130
1826,-137
1827,-141
1828,-140
1829,-138
1830,-137
1831,-138
1832,-138
1833,-129
1834,-125
1835,-118
1836,-104
1837,-93
1838,-91
1839,-91
1840,-91
1841,-98
1842,-97
1843,-98
1844,-98
1845,-101
1846,-106
1847,-111
1848,-118
1849,-129
1850,-131
1851,-134
1852,-128
1853,-122
1854,-115
1855,-110
1856,-104
1857,-93
1858,-80
1859,-72
1860,-60
1861,-66
1862,-74
1863,-81
1864,-81
1865,-83
1866,-87
1867,-92
1868,-104
1869,-121
1870,-140
1871,-149
1872,-155
1873,-158
1874,-157
1875,-160
1876,-163
1877,-169
1878,-169
1879,-167
1880,-162
1881,-151
1882,-145
1883,-139
1884,-135
1885,-130
1886,-128
1887,-123
1888,-116
1889,-109
1890,-104
1891,-94
1892,-76
1893,-56
1894,-32
1895,-8
1896,16
1897,32
1898,39
1899,48
1900,45
1901,40
1902,29
1903,15
1904,5
1905,-1
1906,3
1907,9
1908,14
1909,16
1910,16
1911,14
1912,13
1913,12
1914,13
1915,10
1916,14
1917,19
1918,18
1919,21
1920,16
1921,9
1922,2
1923,3
1924,7
1925,8
1926,14
1927,20
1928,28
1929,39
1930,46
1931,55
1932,57
1933,61
1934,68
1935,72
1936,75
1937,76
1938,71
1939,67
1940,59
1941,50
1942,45
1943,39
1944,38
1945,32
1946,22
1947,17
1948,11
1949,11
1950,10
1951,12
1952,6
1953,4
1954,0
1955,-9
1956,-21
1957,-33
1958,-42
1959,-50
1960,-56
1961,-63
1962,-64
1963,-71
1964,-75
1965,-81
1966,-86
1967,-95
1968,-94
1969,-90
1970,-90
