,-16
0,-13
1,-15
2,-9
3,-5
4,-4
5,-1
6,-3
7,0
8,-1
9,-6
10,-3
11,2
12,-3
13,2
14,9
15,17
16,17
17,16
18,22
19,17
20,17
21,13
22,15
23,10
24,4
25,5
26,8
27,5
28,7
29,11
30,15
31,17
32,21
33,18
34,19
35,12
36,9
37,9
38,2
39,5
40,3
41,-5
42,-10
43,-18
44,-21
45,-23
46,-26
47,-22
48,-26
49,-25
50,-27
51,-28
52,-32
53,-31
54,-30
55,-30
56,-26
57,-18
58,-13
59,-7
60,-7
61,-9
62,-10
63,-19
64,-14
65,-8
66,-4
67,1
68,4
69,4
70,6
71,1
72,0
73,1
74,3
75,11
76,14
77,18
78,21
79,17
80,20
81,22
82,23
83,20
84,19
85,17
86,10
87,11
88,8
89,11
90,11
91,14
92,14
93,13
94,13
95,7
96,7
97,1
98,-2
99,-9
100,-15
101,-24
102,-30
103,-31
104,-33
105,-32
106,-35
107,-38
108,-38
109,-38
110,-37
111,-36
112,-39
113,-45
114,-52
115,-57
116,-58
117,-57
118,-54
119,-51
120,-50
121,-50
122,-50
123,-46
124,-44
125,-38
126,-29
127,-26
128,-25
129,-16
130,-6
131,-3
132,2
133,1
134,1
135,0
136,-4
137,0
138,-1
139,8
140,7
141,10
142,4
143,-3
144,-6
145,-10
146,-11
147,-9
148,-4
149,-6
150,-4
151,-5
152,-5
153,-7
154,-11
155,-16
156,-21
157,-19
158,-17
159,-13
160,-8
161,-4
162,0
163,-5
164,-8
165,-8
166,-12
167,-14
168,-12
169,-11
170,-13
171,-14
172,-19
173,-21
174,-22
175,-17
176,-14
177,-13
178,-8
179,-11
180,-9
181,-9
182,-10
183,-16
184,-21
185,-16
186,-14
187,-16
188,-16
189,-18
190,-23
191,-24
192,-25
193,-26
194,-20
195,-20
196,-17
197,-9
198,-8
199,-12
200,-16
201,-14
202,-12
203,-5
204,-3
205,4
206,13
207,23
208,19
209,19
210,13
211,6
212,-5
213,-6
214,-5
215,-1
216,-1
217,2
218,4
219,5
220,0
221,2
222,-1
223,-3
224,-11
225,-20
226,-26
227,-27
228,-32
229,-33
230,-30
231,-34
232,-31
233,-29
234,-28
235,-25
236,-22
237,-21
238,-21
239,-20
240,-29
241,-27
242,-31
243,-27
244,-15
245,-14
246,-10
247,-3
248,4
249,2
250,4
251,-4
252,-1
253,-4
254,-5
255,-4
256,-11
257,-10
258,-8
259,-8
260,-4
261,-7
262,-9
263,-16
264,-26
265,-29
266,-32
267,-31
268,-29
269,-28
270,-35
271,-35
272,-37
273,-39
274,-41
275,-43
276,-40
277,-42
278,-46
279,-48
280,-50
281,-50
282,-47
283,-41
284,-33
285,-25
286,-19
287,-12
288,-11
289,-3
290,-1
291,5
292,4
293,11
294,10
295,9
296,6
297,5
298,1
299,6
300,6
301,8
302,6
303,15
304,10
305,3
306,-1
307,-1
308,-4
309,-11
310,-12
311,-14
312,-17
313,-22
314,-28
315,-33
316,-37
317,-38
318,-42
319,-45
320,-45
321,-47
322,-49
323,-48
324,-45
325,-40
326,-36
327,-30
328,-18
329,-16
330,-13
331,-12
332,-9
333,-9
334,-13
335,-19
336,-22
337,-24
338,-24
339,-18
340,-20
341,-20
342,-19
343,-22
344,-26
345,-26
346,-24
347,-23
348,-19
349,-15
350,-14
351,-12
352,-12
353,-3
354,-6
355,2
356,10
357,8
358,9
359,14
360,19
361,27
362,29
363,24
364,21
365,13
366,12
367,8
368,2
369,3
370,-2
371,-4
372,-5
373,-3
374,-3
375,-4
376,-2
377,-10
378,-15
379,-21
380,-24
381,-27
382,-33
383,-38
384,-41
385,-48
386,-53
387,-57
388,-65
389,-67
390,-70
391,-68
392,-69
393,-61
394,-58
395,-53
396,-45
397,-39
398,-31
399,-31
400,-30
401,-34
402,-40
403,-43
404,-42
405,-36
406,-35
407,-31
408,-25
409,-24
410,-12
411,-8
412,-4
413,-1
414,0
415,-1
416,-2
417,-5
418,-4
419,-2
420,-4
421,7
422,0
423,-8
424,-13
425,-11
426,-13
427,-12
428,-7
429,-6
430,-3
431,-9
432,-4
433,-11
434,-14
435,-18
436,-21
437,-18
438,-21
439,-20
440,-18
441,-15
442,-12
443,-16
444,-19
445,-22
446,-23
447,-27
448,-26
449,-31
450,-31
451,-36
452,-38
453,-40
454,-43
455,-45
456,-44
457,-41
458,-40
459,-44
460,-48
461,-53
462,-51
463,-43
464,-38
465,-37
466,-36
467,-39
468,-35
469,-29
470,-26
471,-16
472,-13
473,-9
474,-14
475,-16
476,-22
477,-17
478,-18
479,-13
480,-6
481,-3
482,2
483,-6
484,-15
485,-19
486,-25
487,-27
488,-30
489,-34
490,-34
491,-36
492,-39
493,-45
494,-39
495,-42
496,-38
497,-40
498,-38
499,-41
500,-37
501,-32
502,-33
503,-35
504,-37
505,-34
506,-35
507,-34
508,-26
509,-25
510,-22
511,-18
512,-14
513,-16
514,-5
515,-1
516,-1
517,1
518,2
519,1
520,4
521,6
522,14
523,13
524,15
525,18
526,18
527,13
528,10
529,10
530,9
531,4
532,4
533,2
534,0
535,4
536,7
537,7
538,0
539,0
540,-3
541,0
542,-9
543,-9
544,-15
545,-21
546,-20
547,-23
548,-24
549,-28
550,-19
551,-21
552,-23
553,-20
554,-24
555,-24
556,-27
557,-33
558,-38
559,-39
560,-35
561,-32
562,-32
563,-33
564,-35
565,-34
566,-31
567,-32
568,-36
569,-38
570,-40
571,-34
572,-28
573,-16
574,-10
575,-7
576,-12
577,-10
578,-10
579,-8
580,-8
581,-7
582,-2
583,-4
584,1
585,2
586,1
587,3
588,0
589,8
590,2
591,1
592,-1
593,3
594,10
595,16
596,22
597,23
598,25
599,21
600,19
601,14
602,11
603,5
604,5
605,9
606,14
607,20
608,23
609,25
610,25
611,25
612,29
613,32
614,38
615,42
616,42
617,35
618,27
619,26
620,21
621,17
622,16
623,6
624,0
625,-16
626,-23
627,-35
628,-41
629,-47
630,-53
631,-66
632,-70
633,-72
634,-71
635,-77
636,-83
637,-82
638,-80
639,-73
640,-65
641,-56
642,-52
643,-49
644,-46
645,-45
646,-37
647,-33
648,-29
649,-29
650,-32
651,-34
652,-35
653,-39
654,-42
655,-44
656,-48
657,-47
658,-46
659,-45
660,-39
661,-35
662,-27
663,-26
664,-23
665,-23
666,-22
667,-18
668,-9
669,-7
670,-8
671,-5
672,-8
673,-4
674,-4
675,-1
676,2
677,2
678,6
679,15
680,16
681,13
682,16
683,14
684,9
685,2
686,0
687,-5
688,-11
689,-8
690,-10
691,-11
692,-10
693,-8
694,-16
695,-27
696,-32
697,-34
698,-33
699,-30
700,-24
701,-29
702,-27
703,-32
704,-39
705,-41
706,-45
707,-42
708,-47
709,-45
710,-41
711,-40
712,-34
713,-27
714,-26
715,-18
716,-15
717,-13
718,-15
719,-17
720,-13
721,-13
722,-12
723,-5
724,-4
725,-10
726,-17
727,-21
728,-22
729,-23
730,-22
731,-26
732,-22
733,-18
734,-10
735,-5
736,-9
737,-5
738,-11
739,-15
740,-14
741,-12
742,-8
743,4
744,10
745,12
746,11
747,9
748,4
749,0
750,2
751,1
752,1
753,11
754,14
755,18
756,17
757,19
758,19
759,20
760,28
761,29
762,30
763,28
764,25
765,22
766,17
767,9
768,6
769,0
770,-2
771,-6
772,-3
773,-6
774,-7
775,-5
776,-10
777,-11
778,-13
779,-17
780,-10
781,-10
782,-5
783,-4
784,-3
785,-1
