,23
0,-19
1,-73
2,-109
3,-117
4,-133
5,-151
6,-159
7,-199
8,-225
9,-271
10,-307
11,-322
12,-302
13,-300
14,-253
15,-242
16,-202
17,-185
18,-200
19,-210
20,-192
21,-148
22,-120
23,-115
24,-137
25,-141
26,-132
27,-125
28,-123
29,-144
30,-133
31,-119
32,-94
33,-79
34,-79
35,-68
36,-84
37,-81
38,-65
39,-62
40,-24
41,9
42,13
43,-31
44,-68
45,-92
46,-81
47,-100
48,-116
49,-117
50,-102
51,-61
52,-59
53,-56
54,-50
55,-60
56,-87
57,-119
58,-108
59,-84
60,-78
61,-77
62,-84
63,-76
64,-64
65,-45
66,-35
67,-15
68,-22
69,-45
70,-71
71,-90
72,-86
73,-80
74,-88
75,-82
76,-89
77,-52
78,-22
79,0
80,0
81,-47
82,-74
83,-73
84,-33
85,1
86,24
87,19
88,8
89,21
90,49
91,69
92,67
93,40
94,13
95,-41
96,-66
97,-76
98,-81
99,-72
100,-70
101,-98
102,-102
103,-95
104,-74
105,-38
106,-46
107,-58
108,-80
109,-94
110,-93
111,-108
112,-72
113,-81
114,-55
115,-75
116,-95
117,-94
118,-102
119,-105
120,-98
121,-91
122,-89
123,-105
124,-101
125,-90
126,-90
127,-74
128,-43
129,-37
130,-63
131,-102
132,-145
133,-148
134,-157
135,-164
136,-166
137,-168
138,-126
139,-105
140,-60
141,-54
142,-46
143,-38
144,-62
145,-72
146,-106
147,-104
148,-93
149,-77
150,-25
151,6
152,26
153,47
154,39
155,48
156,33
157,11
158,-29
159,-60
160,-58
161,-63
162,-68
163,-69
164,-83
165,-97
166,-115
167,-108
168,-73
169,-42
170,-31
171,-61
172,-91
173,-92
174,-56
175,-14
176,13
177,41
178,33
179,-3
180,-28
181,-47
182,-73
183,-105
184,-148
185,-177
186,-191
187,-188
188,-171
189,-168
190,-135
191,-157
192,-133
193,-139
194,-143
195,-120
196,-128
197,-87
198,-68
199,-53
200,-49
201,-57
202,-39
203,-73
204,-97
205,-124
206,-154
207,-145
208,-144
209,-147
210,-131
211,-129
212,-104
213,-91
214,-89
215,-95
216,-96
217,-123
218,-121
219,-148
220,-137
221,-126
222,-107
223,-81
224,-77
225,-85
226,-66
227,-58
228,-71
229,-55
230,-66
231,-50
232,-45
233,-24
234,-19
235,-47
236,-67
237,-89
238,-117
239,-132
240,-145
241,-158
242,-163
243,-154
244,-131
245,-86
246,-66
247,-31
248,-36
249,-12
250,-28
251,-40
252,-49
253,-93
254,-112
255,-147
256,-151
257,-138
258,-143
259,-150
260,-153
261,-147
262,-141
263,-142
264,-129
265,-124
266,-134
267,-143
268,-125
269,-112
270,-78
271,-20
272,30
273,80
274,67
275,24
276,-7
277,-36
278,-49
279,-56
280,-64
281,-50
282,-57
283,-91
284,-134
285,-153
286,-153
287,-161
288,-166
289,-163
290,-163
291,-103
292,-77
293,-21
294,-24
295,-21
296,-35
297,-46
298,-93
299,-120
300,-165
301,-174
302,-155
303,-132
304,-97
305,-106
306,-115
307,-127
308,-131
309,-117
310,-129
311,-143
312,-154
313,-132
314,-131
315,-136
316,-127
317,-151
318,-143
319,-137
320,-117
321,-115
322,-118
323,-124
324,-119
325,-108
326,-100
327,-106
328,-112
329,-97
330,-77
331,-55
332,-66
333,-105
334,-103
335,-126
336,-126
337,-119
338,-134
339,-159
340,-165
341,-145
