,37
0,40
1,47
2,48
3,46
4,44
5,47
6,53
7,52
8,54
9,53
10,53
11,46
12,37
13,25
14,13
15,5
16,2
17,1
18,-4
19,-8
20,-8
21,-9
22,-14
23,-11
24,-11
25,-7
26,-3
27,5
28,3
29,10
30,15
31,18
32,18
33,17
34,21
35,25
36,20
37,12
38,-4
39,-25
40,-40
41,-42
42,-34
43,-20
44,-10
45,-6
46,-4
47,-5
48,-3
49,-5
50,2
51,2
52,-1
53,-6
54,-2
55,10
56,15
57,16
58,13
59,2
60,-3
61,-2
62,-3
63,0
64,5
65,7
66,8
67,7
68,4
69,-2
70,-15
71,-28
72,-35
73,-38
74,-25
75,-1
76,15
77,9
78,-11
79,-26
80,-44
81,-40
82,-35
83,-22
84,0
85,24
86,44
87,58
88,67
89,77
90,81
91,80
92,75
93,69
94,57
95,52
96,49
97,41
98,37
99,26
100,15
101,6
102,12
103,18
104,26
105,21
106,22
107,27
108,24
109,12
110,14
111,21
112,36
113,50
114,63
115,68
116,69
117,70
118,68
119,67
120,65
121,63
122,51
123,54
124,49
125,45
126,37
127,32
128,26
129,18
130,15
131,8
132,9
133,11
134,16
135,16
136,11
137,9
138,9
139,13
140,15
141,24
142,20
143,22
144,12
145,7
146,-1
147,5
148,5
149,13
150,28
151,28
152,26
153,25
154,29
155,35
156,41
157,42
158,41
159,41
160,39
161,33
162,24
163,17
164,10
165,7
166,10
167,13
168,10
169,11
170,3
171,-1
172,-12
173,-8
174,-1
175,2
176,14
177,21
178,16
179,7
180,-3
181,-7
182,-17
183,-17
184,-21
185,-27
186,-38
187,-39
188,-43
189,-51
190,-53
191,-49
192,-46
193,-46
194,-47
195,-46
196,-47
197,-49
198,-49
199,-52
200,-44
201,-28
202,-17
203,-9
204,-9
205,-2
206,8
207,17
208,22
209,19
210,13
211,6
212,-4
213,-16
214,-31
215,-41
216,-52
217,-57
218,-61
219,-57
220,-57
221,-55
222,-54
223,-52
224,-44
225,-33
226,-25
227,-18
228,-7
229,-4
230,-1
231,0
232,5
233,3
234,-1
235,-2
236,-3
237,-8
238,-9
239,-5
240,-2
241,-1
242,2
243,6
244,2
245,-2
246,-3
247,-3
248,-3
249,-5
250,-8
251,-16
252,-17
253,-21
254,-26
255,-33
256,-38
257,-44
258,-52
259,-53
260,-47
261,-38
262,-31
263,-31
264,-35
265,-45
266,-49
267,-48
268,-37
269,-25
270,-4
271,19
272,37
273,49
274,57
275,56
276,48
277,42
278,33
279,24
280,18
281,18
282,22
283,32
284,42
285,50
286,55
287,59
288,60
289,51
290,46
291,48
292,49
293,35
294,23
295,9
296,-6
297,-16
298,-23
299,-28
300,-28
301,-31
302,-25
303,-21
304,-10
305,0
306,13
307,17
308,21
309,16
310,9
311,-1
312,-6
313,-9
314,-6
315,1
316,11
317,28
318,43
319,57
320,63
321,57
322,50
323,41
324,37
325,37
326,43
327,47
328,54
329,68
330,81
331,88
332,86
333,75
334,59
335,41
336,26
337,13
338,4
339,0
340,-6
341,-12
342,-21
343,-10
344,-3
345,4
346,9
347,13
348,16
349,16
350,14
351,13
352,4
353,-3
354,-13
355,-14
356,-5
357,1
358,15
359,17
360,21
361,19
362,16
363,14
364,16
365,19
366,17
367,23
368,29
369,37
370,39
371,43
372,38
373,32
374,15
375,-2
376,-15
377,-31
378,-40
379,-47
380,-56
381,-55
382,-56
383,-51
384,-51
385,-47
386,-44
387,-39
388,-35
389,-23
390,-20
391,-9
392,-6
393,-3
394,2
395,7
396,2
397,-3
398,-8
399,-13
400,-11
401,-9
402,-7
403,0
404,11
405,25
406,39
407,45
408,40
409,30
410,18
411,5
412,-1
413,-6
414,-8
415,-11
416,-12
417,-15
418,-22
419,-30
420,-37
421,-43
422,-46
423,-51
424,-53
425,-55
426,-55
427,-49
428,-43
429,-34
430,-25
431,-21
432,-23
433,-19
434,-18
435,-20
436,-21
437,-20
438,-15
439,-8
440,-2
441,-8
442,-17
443,-21
444,-37
445,-44
446,-55
447,-58
448,-60
449,-60
450,-54
451,-35
452,-14
453,0
454,11
455,15
456,12
457,10
458,18
459,26
460,30
461,39
462,42
463,48
464,51
465,55
466,61
467,66
468,75
469,76
470,73
471,68
472,67
473,60
474,56
475,49
476,40
477,16
478,-9
479,-35
480,-65
481,-87
482,-100
483,-104
484,-109
485,-112
486,-113
487,-120
488,-126
489,-132
490,-139
491,-145
492,-144
493,-136
494,-126
495,-114
496,-95
497,-74
498,-56
499,-36
500,-24
501,-15
502,-20
