,-41
0,-35
1,-28
2,-23
3,-20
4,-22
5,-28
6,-33
7,-30
8,-31
9,-25
10,-16
11,-3
12,-4
13,-2
14,-11
15,-21
16,-29
17,-32
18,-37
19,-42
20,-47
21,-47
22,-50
23,-52
24,-53
25,-60
26,-71
27,-80
28,-85
29,-83
30,-72
31,-59
32,-41
33,-32
34,-21
35,-20
36,-23
37,-31
38,-30
39,-19
40,-2
41,18
42,33
43,41
44,52
45,67
46,77
47,80
48,77
49,68
50,64
51,64
52,66
53,65
54,67
55,70
56,73
57,78
58,82
59,93
60,92
61,92
62,91
63,93
64,93
65,87
66,85
67,82
68,82
69,77
70,69
71,62
72,56
73,53
74,45
75,44
76,37
77,40
78,36
79,35
80,31
81,20
82,10
83,5
84,5
85,2
86,3
87,2
88,0
89,-4
90,-10
91,-13
92,-16
93,-10
94,-4
95,2
96,5
97,3
98,5
99,4
100,3
101,11
102,21
103,29
104,36
105,31
106,24
107,22
108,23
109,25
110,30
111,33
112,27
113,22
114,16
115,10
116,-1
117,-6
118,-14
119,-19
120,-23
121,-28
122,-33
123,-37
124,-44
125,-50
126,-57
127,-60
128,-63
129,-70
130,-80
131,-86
132,-85
133,-83
134,-75
135,-66
136,-59
137,-62
138,-68
139,-68
140,-74
141,-87
142,-91
143,-96
144,-98
145,-99
146,-100
147,-102
148,-104
149,-99
150,-89
151,-72
152,-66
153,-56
154,-48
155,-37
156,-27
157,-22
158,-19
159,-17
160,-15
161,-8
162,0
163,-2
164,2
165,-1
166,-7
167,-12
168,-20
169,-28
170,-20
171,-11
172,-1
173,1
174,7
175,8
176,10
177,8
178,4
179,-1
180,-4
181,-11
182,-19
183,-31
184,-37
185,-37
186,-32
187,-26
188,-18
189,-14
190,-13
191,-9
192,-9
193,-7
194,-11
195,-13
196,-12
197,-8
198,-9
199,-1
200,-1
201,4
202,9
203,12
204,13
205,8
206,4
207,-9
208,-17
209,-26
210,-27
211,-22
212,-5
213,15
214,34
215,55
216,67
217,73
218,67
219,60
220,46
221,31
222,23
223,19
224,18
225,20
226,23
227,28
228,28
229,25
230,16
231,16
232,7
233,7
234,3
235,7
236,3
237,7
238,5
239,9
240,0
241,-15
242,-24
243,-32
244,-26
245,-25
246,-20
247,-17
248,-10
249,-6
250,1
251,11
252,25
253,38
254,47
255,48
256,42
257,36
258,33
259,28
260,26
261,18
262,9
263,1
264,-5
265,-4
266,-11
267,-9
268,-5
269,0
270,3
271,3
272,-8
273,-16
274,-29
275,-37
276,-33
277,-30
278,-32
279,-33
280,-38
281,-39
282,-34
283,-34
284,-37
285,-40
286,-39
287,-33
288,-27
289,-17
290,-8
291,-2
292,10
293,14
294,18
295,23
296,25
297,26
298,20
299,24
300,20
301,14
302,3
303,-7
304,-1
305,-4
306,-4
307,-14
308,-23
309,-35
310,-40
311,-38
312,-31
313,-27
314,-22
315,-22
316,-20
317,-20
318,-21
319,-23
320,-24
321,-29
322,-34
323,-46
324,-56
325,-66
326,-66
327,-51
328,-34
329,-22
330,-23
331,-22
332,-28
333,-21
334,-23
335,-25
336,-27
337,-33
338,-34
339,-31
340,-20
341,-14
342,-7
343,-14
344,-17
345,-22
346,-28
347,-32
348,-37
349,-38
350,-36
351,-30
352,-18
353,-13
354,-3
355,-1
356,3
357,-1
358,2
359,3
360,-3
361,-3
362,-4
363,0
364,0
365,-2
366,-13
367,-27
368,-31
369,-37
370,-28
371,-21
372,-17
373,-11
374,-8
375,-13
376,-13
377,-11
378,-7
379,3
380,7
381,8
382,-4
383,-17
384,-20
385,-26
386,-23
387,-28
388,-26
389,-27
390,-19
391,-21
392,-24
393,-29
394,-24
395,-30
396,-36
397,-42
398,-44
399,-35
400,-25
401,-16
402,-15
403,-13
404,-5
405,-4
406,-12
407,-21
408,-23
409,-22
410,-10
411,-1
412,14
413,27
414,33
415,27
416,19
417,10
418,1
419,-6
420,-11
421,-18
422,-20
423,-26
424,-29
425,-31
426,-30
427,-30
428,-26
429,-18
430,-10
431,-2
432,10
433,14
434,17
435,10
436,5
437,-6
438,-18
439,-31
440,-37
441,-43
442,-46
443,-54
444,-55
445,-54
446,-51
447,-48
448,-39
449,-26
450,-18
451,-10
452,-7
453,-7
454,-5
455,-6
456,-6
457,-7
458,-8
459,1
460,10
461,18
462,20
463,24
464,24
465,25
466,24
467,19
468,13
469,3
470,-3
471,-12
472,-13
473,-8
474,-4
475,-1
476,-1
477,-7
478,-16
479,-19
480,-16
481,-20
482,-19
483,-8
484,-2
485,1
486,2
487,9
488,15
489,14
490,14
491,15
492,15
493,19
494,28
495,25
496,26
497,24
498,20
499,17
500,15
501,14
502,14
503,11
504,14
505,17
506,17
507,13
508,7
509,10
510,13
511,17
512,22
513,30
514,30
515,26
516,21
517,18
518,20
519,22
520,25
521,24
522,29
523,27
524,30
525,27
526,20
527,10
528,5
529,1
530,-10
531,-13
532,-12
533,-5
534,-1
535,8
536,22
537,34
538,37
539,35
540,29
541,21
542,8
543,1
544,-8
545,-11
546,-16
547,-20
548,-25
549,-30
550,-27
551,-28
552,-19
553,-9
554,-5
555,-7
556,-10
557,-17
558,-23
559,-28
560,-34
561,-35
562,-35
563,-32
564,-34
565,-37
566,-42
567,-54
568,-67
569,-76
570,-76
571,-80
572,-78
573,-81
574,-81
575,-86
576,-88
577,-84
578,-80
579,-75
580,-70
581,-63
582,-55
583,-46
584,-39
585,-30
586,-27
587,-22
588,-15
589,-13
590,-1
591,4
592,17
593,25
594,35
595,42
596,43
597,48
598,57
599,62
600,61
601,56
602,50
603,43
604,38
605,33
606,28
607,22
608,17
609,11
610,4
611,-5
612,-9
613,-19
614,-24
615,-30
616,-32
617,-34
618,-37
619,-37
620,-26
621,-18
622,-8
623,-5
624,-6
625,1
626,6
627,17
628,24
629,35
630,41
631,45
632,44
633,40
634,43
635,52
636,63
637,66
638,59
639,53
640,49
641,46
642,43
