,4
0,-2
1,-6
2,-8
3,-12
4,-11
5,-21
6,-31
7,-45
8,-61
9,-68
10,-76
11,-82
12,-89
13,-101
14,-105
15,-111
16,-111
17,-115
18,-120
19,-123
20,-128
21,-128
22,-121
23,-113
24,-106
25,-97
26,-93
27,-88
28,-79
29,-64
30,-57
31,-49
32,-47
33,-42
34,-44
35,-37
36,-25
37,-23
38,-15
39,-12
40,-18
41,-31
42,-47
43,-57
44,-64
45,-64
46,-62
47,-62
48,-58
49,-56
50,-52
51,-50
52,-50
53,-53
54,-48
55,-49
56,-46
57,-37
58,-33
59,-37
60,-34
61,-31
62,-31
63,-25
64,-22
65,-18
66,-23
67,-24
68,-30
69,-27
70,-27
71,-20
72,-12
73,-8
74,-7
75,-6
76,-9
77,-14
78,-15
79,-23
80,-21
81,-22
82,-26
83,-32
84,-32
85,-33
86,-41
87,-44
88,-52
89,-51
90,-51
91,-53
92,-44
93,-47
94,-47
95,-39
96,-31
97,-15
98,-5
99,9
100,18
101,24
102,23
103,24
104,19
105,19
106,13
107,8
108,-6
109,-16
110,-31
111,-46
112,-43
113,-40
114,-40
115,-31
116,-21
117,-19
118,-25
119,-36
120,-47
121,-46
122,-43
123,-39
124,-37
125,-33
126,-43
127,-39
128,-44
129,-38
130,-26
131,-25
132,-16
133,-5
134,9
135,19
136,24
137,22
138,21
139,17
140,11
141,5
142,-6
143,-14
144,-23
145,-23
146,-27
147,-40
148,-40
149,-41
150,-49
151,-50
152,-66
153,-71
154,-68
155,-60
156,-57
157,-44
158,-39
159,-34
160,-30
161,-22
162,-18
163,-16
164,-14
165,-8
166,-1
167,0
168,1
169,1
170,7
171,10
172,15
173,15
174,22
175,29
176,43
177,49
178,53
179,54
180,53
181,49
182,46
183,39
184,31
185,24
186,21
187,21
188,20
189,19
190,19
191,16
192,15
193,14
194,11
195,15
196,20
197,27
198,34
199,39
200,41
201,37
202,24
203,15
204,9
205,4
206,1
207,-2
208,-8
209,-17
210,-22
211,-23
212,-24
213,-19
214,-19
215,-26
216,-37
217,-49
218,-54
219,-61
220,-54
221,-39
222,-21
223,1
224,13
225,18
226,9
227,2
228,-8
229,-12
230,-11
231,-5
232,-2
233,-1
234,3
235,5
236,12
237,19
238,27
239,33
240,30
241,23
242,14
243,-4
244,-19
245,-27
246,-19
247,-11
248,0
249,5
250,2
251,-1
252,-6
253,-10
254,-12
255,-19
256,-25
257,-22
258,-21
259,-18
260,-20
261,-25
262,-30
263,-39
264,-47
265,-53
266,-54
267,-55
268,-63
269,-67
270,-64
271,-56
272,-45
273,-45
274,-52
275,-59
276,-73
277,-78
278,-78
279,-78
280,-72
281,-61
282,-54
283,-47
284,-42
285,-51
286,-55
287,-56
288,-48
289,-39
290,-16
291,7
292,28
293,47
294,60
295,71
296,82
297,95
298,99
299,97
300,92
301,84
302,78
303,72
304,68
305,61
306,51
307,43
308,34
309,21
310,7
311,-11
312,-24
313,-34
314,-44
315,-43
316,-39
317,-32
318,-28
319,-19
320,-22
321,-31
322,-37
323,-41
324,-26
325,-10
326,-1
327,1
328,-6
329,-4
330,0
331,7
332,7
333,14
334,3
335,6
336,6
337,4
338,8
339,8
340,9
341,8
342,7
343,1
344,4
345,3
346,10
347,14
348,16
349,13
350,5
351,-2
352,-14
353,-30
354,-39
355,-41
356,-32
357,-29
358,-26
359,-32
360,-32
361,-30
362,-31
363,-36
364,-44
365,-52
366,-67
367,-79
368,-90
369,-98
370,-105
371,-99
372,-91
373,-81
374,-69
375,-63
376,-58
377,-46
378,-37
379,-17
380,1
381,11
382,5
383,-8
384,-19
385,-27
386,-24
387,-23
388,-17
389,-19
390,-23
391,-34
392,-47
393,-46
394,-45
395,-38
396,-36
397,-35
398,-33
399,-29
400,-20
401,-16
402,-10
403,-7
404,-9
405,-9
406,-6
407,-2
408,2
409,4
410,5
411,3
412,5
413,-5
414,-15
415,-25
416,-27
417,-36
418,-36
419,-30
420,-31
421,-19
422,-5
423,3
424,4
425,-1
426,-10
427,-28
428,-38
429,-37
430,-23
431,-20
432,-7
433,-13
434,-12
435,-17
436,-21
437,-25
438,-32
439,-40
440,-44
441,-56
442,-74
443,-96
444,-118
445,-138
446,-151
447,-154
448,-147
449,-134
450,-111
451,-95
452,-76
453,-62
454,-53
455,-50
456,-55
457,-67
458,-79
459,-91
460,-92
461,-78
462,-47
463,-8
464,29
465,56
466,66
467,68
468,67
469,65
470,64
471,65
472,61
473,50
474,42
475,29
476,14
477,3
478,-1
479,-10
480,-17
481,-23
482,-31
483,-57
484,-75
485,-94
486,-110
487,-120
488,-112
489,-100
490,-85
491,-73
492,-63
493,-48
494,-48
495,-41
496,-43
497,-40
498,-39
499,-33
500,-30
501,-23
502,-25
503,-35
504,-45
505,-63
506,-72
507,-77
508,-61
509,-41
510,-21
511,-2
512,10
513,27
514,41
515,51
516,61
517,66
518,62
519,62
520,59
521,56
522,60
523,68
524,71
525,74
526,73
527,70
528,65
529,59
530,50
531,40
532,26
533,19
534,10
535,3
536,-1
537,-14
538,-25
539,-47
540,-59
541,-62
542,-66
543,-61
544,-50
545,-47
546,-34
547,-33
548,-30
549,-26
550,-24
551,-21
552,-16
553,-22
554,-28
555,-22
556,-20
557,-15
558,-11
559,-10
560,-8
561,1
562,12
563,20
564,34
565,44
566,53
567,63
568,74
569,85
570,90
571,91
572,91
573,85
574,81
575,77
576,66
577,53
578,40
579,32
580,21
581,7
582,-1
583,-11
584,-15
585,-21
586,-22
587,-25
588,-25
589,-17
590,-17
591,-15
592,-17
593,-20
594,-17
595,-16
596,-8
597,-6
598,-11
599,-3
600,-8
601,-9
602,-13
603,-20
604,-26
605,-22
606,-29
607,-40
608,-51
609,-61
610,-68
611,-80
612,-81
613,-80
614,-83
615,-86
616,-88
617,-90
618,-81
619,-75
620,-58
621,-51
622,-40
623,-21
624,-6
625,6
626,17
627,25
628,29
629,24
630,18
631,11
632,4
633,-1
634,0
635,-2
636,-5
637,-6
638,-10
639,-17
640,-29
641,-32
642,-42
643,-45
644,-51
645,-57
646,-51
647,-39
648,-32
649,-32
650,-35
651,-26
652,-25
653,-25
654,-30
655,-28
656,-31
657,-30
658,-30
659,-34
660,-37
661,-41
662,-39
663,-49
664,-57
665,-63
666,-73
667,-79
668,-87
669,-95
670,-100
671,-107
672,-105
673,-108
674,-113
675,-121
676,-127
677,-126
678,-111
679,-83
680,-60
681,-33
682,-13
683,1
684,12
685,17
686,28
687,35
688,39
689,38
690,30
691,20
692,15
693,16
694,16
695,14
696,9
697,0
698,-10
699,-18
700,-13
701,-11
702,-17
703,-18
704,-24
705,-19
706,-12
707,7
708,22
709,39
710,50
711,57
712,60
713,58
714,56
715,48
716,39
717,33
718,27
719,25
720,20
721,17
722,13
723,9
724,4
725,-1
726,0
727,-8
728,-8
729,-12
730,-19
731,-29
732,-48
733,-69
734,-83
735,-94
736,-106
737,-111
738,-113
739,-112
740,-105
741,-98
742,-98
743,-102
744,-105
745,-103
746,-103
747,-104
748,-103
749,-99
750,-97
751,-87
752,-76
753,-64
754,-61
755,-57
756,-58
757,-56
758,-52
759,-47
760,-38
761,-36
762,-28
763,-21
764,-23
765,-29
766,-47
767,-55
768,-63
769,-58
770,-50
771,-29
772,-13
773,-1
774,9
775,14
776,17
777,15
778,6
779,-2
780,-11
781,-16
782,-20
783,-26
784,-27
785,-29
786,-37
787,-53
788,-67
789,-79
790,-79
791,-77
792,-73
793,-64
794,-55
795,-49
796,-44
797,-36
798,-35
799,-28
800,-15
801,-2
802,7
803,10
804,9
805,-1
806,-13
807,-18
808,-23
809,-28
810,-32
811,-25
812,-29
813,-32
814,-38
815,-43
816,-56
817,-62
818,-52
819,-37
820,-19
821,-7
822,4
823,7
824,8
825,-9
826,-20
827,-43
828,-49
829,-58
830,-60
831,-53
832,-44
833,-35
834,-32
835,-28
836,-17
837,-8
838,2
839,14
840,31
841,43
842,54
843,60
844,63
845,61
846,60
847,54
848,51
849,50
850,47
851,38
852,26
853,9
854,0
855,-1
856,-6
857,-2
858,4
859,12
860,19
861,23
862,18
863,10
864,2
865,-5
866,-5
867,-1
868,5
869,9
870,22
871,27
872,30
873,27
874,19
875,11
876,-3
877,-12
878,-13
879,-27
880,-33
881,-37
882,-35
883,-35
884,-34
885,-30
886,-32
887,-32
888,-36
889,-40
890,-50
891,-56
892,-54
893,-53
894,-41
895,-28
896,-21
897,-12
898,-14
899,-16
900,-25
901,-40
902,-51
903,-63
904,-74
905,-84
906,-94
907,-107
908,-113
909,-112
910,-105
911,-93
912,-68
913,-52
914,-26
915,-1
916,27
917,55
918,74
919,90
920,98
921,103
922,101
923,92
924,83
925,70
926,52
927,29
928,2
929,-15
930,-34
931,-52
932,-68
933,-90
934,-99
935,-92
936,-62
937,-34
938,-7
939,16
940,37
941,51
942,66
943,70
944,72
945,72
946,75
947,77
948,73
949,69
950,63
951,56
952,45
953,36
954,28
955,25
956,24
957,21
958,16
959,3
960,-12
961,-28
962,-39
963,-40
964,-44
965,-37
966,-50
967,-47
968,-46
969,-52
970,-50
971,-54
972,-63
973,-65
974,-67
975,-66
976,-71
977,-75
978,-70
979,-67
980,-62
981,-64
982,-72
983,-90
984,-104
985,-108
986,-103
987,-90
988,-81
989,-78
990,-71
991,-67
992,-61
993,-51
994,-45
995,-31
996,-21
997,-19
998,-6
999,0
1000,8
1001,15
1002,24
1003,28
1004,25
1005,18
1006,9
1007,3
1008,5
1009,9
1010,11
1011,8
1012,1
1013,-5
1014,-16
1015,-18
1016,-16
1017,-24
1018,-41
1019,-52
1020,-57
1021,-57
1022,-48
1023,-35
1024,-29
1025,-27
1026,-23
1027,-23
1028,-26
1029,-32
1030,-40
1031,-44
1032,-41
1033,-41
1034,-40
1035,-42
1036,-47
1037,-48
1038,-43
1039,-45
1040,-43
1041,-45
1042,-37
1043,-29
1044,-19
1045,-25
1046,-27
1047,-25
1048,-30
1049,-21
1050,-24
1051,-18
1052,-14
1053,-12
1054,-11
1055,-14
1056,-17
1057,-11
1058,-7
1059,-6
1060,-1
1061,1
1062,0
1063,-3
1064,-5
1065,-7
1066,-5
1067,-2
1068,0
1069,1
1070,-4
1071,-3
1072,3
1073,3
1074,13
1075,22
1076,25
1077,21
1078,14
1079,5
1080,-3
1081,-10
1082,-18
1083,-25
1084,-34
1085,-39
1086,-43
1087,-50
1088,-56
1089,-52
1090,-57
1091,-54
1092,-52
1093,-53
1094,-54
1095,-45
1096,-40
1097,-29
1098,-25
1099,-20
1100,-24
1101,-32
1102,-25
1103,-8
1104,0
1105,9
1106,22
1107,29
1108,41
1109,51
1110,57
1111,60
1112,57
1113,57
1114,65
1115,73
1116,81
1117,91
1118,92
1119,98
1120,98
1121,92
1122,85
1123,77
1124,74
1125,67
1126,59
1127,51
1128,43
1129,33
1130,23
1131,12
1132,7
1133,2
1134,2
1135,-3
1136,-12
1137,-26
1138,-33
1139,-47
1140,-51
1141,-57
1142,-60
1143,-69
1144,-77
1145,-85
1146,-96
1147,-103
1148,-107
1149,-107
1150,-106
1151,-100
1152,-99
1153,-99
1154,-99
1155,-96
1156,-88
1157,-86
1158,-84
1159,-77
1160,-68
1161,-41
1162,-25
1163,-16
1164,0
1165,7
1166,16
1167,18
1168,15
1169,10
1170,-1
1171,-9
1172,-20
1173,-23
1174,-24
1175,-21
1176,-14
1177,-18
1178,-15
1179,-18
1180,-15
1181,-26
1182,-42
1183,-48
1184,-54
1185,-55
1186,-57
1187,-60
1188,-64
1189,-68
1190,-63
1191,-59
1192,-55
1193,-58
1194,-61
1195,-62
1196,-57
1197,-51
1198,-41
1199,-27
1200,-25
1201,-21
1202,-23
1203,-25
1204,-22
1205,-24
1206,-16
1207,-3
1208,2
1209,0
1210,-6
1211,-19
1212,-34
1213,-44
1214,-46
1215,-57
1216,-69
1217,-71
1218,-67
1219,-64
1220,-63
1221,-50
1222,-36
1223,-23
1224,-9
1225,-5
1226,-9
1227,-11
1228,-10
1229,-1
1230,11
1231,31
1232,43
1233,50
1234,54
1235,60
1236,69
1237,77
1238,82
1239,75
1240,66
1241,57
1242,54
1243,55
1244,53
1245,50
1246,42
1247,31
1248,19
1249,8
1250,-10
1251,-25
1252,-42
1253,-54
1254,-57
1255,-57
1256,-56
1257,-58
1258,-56
1259,-52
1260,-55
1261,-60
1262,-58
1263,-59
1264,-64
1265,-63
1266,-60
1267,-55
1268,-52
1269,-53
1270,-51
1271,-50
1272,-49
1273,-49
1274,-44
1275,-46
1276,-38
1277,-33
1278,-24
1279,-15
1280,-8
1281,0
1282,10
1283,24
1284,35
1285,39
1286,39
1287,39
1288,38
1289,33
1290,27
1291,22
1292,19
1293,16
1294,14
1295,9
1296,-2
1297,-10
1298,-18
1299,-30
1300,-30
1301,-35
1302,-36
1303,-41
1304,-52
1305,-58
1306,-64
1307,-74
1308,-85
1309,-101
1310,-109
1311,-118
1312,-120
1313,-120
1314,-116
1315,-109
1316,-106
1317,-103
1318,-98
1319,-87
1320,-75
1321,-59
1322,-39
1323,-31
1324,-18
1325,-4
1326,4
1327,14
1328,21
1329,30
1330,34
1331,39
1332,47
1333,54
1334,57
1335,60
1336,52
1337,46
1338,38
1339,32
1340,36
1341,39
1342,52
1343,59
1344,59
1345,56
1346,52
1347,46
1348,36
1349,28
1350,22
1351,24
1352,32
1353,41
1354,51
1355,50
1356,47
1357,29
1358,11
1359,-6
1360,-19
1361,-31
1362,-43
1363,-46
1364,-47
1365,-53
1366,-50
1367,-58
1368,-55
1369,-56
1370,-53
1371,-47
1372,-41
1373,-33
1374,-34
1375,-32
1376,-29
1377,-26
1378,-37
1379,-44
1380,-53
1381,-60
1382,-62
1383,-60
1384,-52
1385,-48
1386,-44
1387,-41
1388,-46
1389,-53
1390,-56
1391,-46
1392,-35
1393,-20
1394,0
1395,20
1396,32
1397,41
1398,48
1399,48
1400,47
1401,40
1402,37
1403,37
1404,41
1405,47
1406,51
1407,54
1408,59
1409,62
1410,66
1411,69
1412,69
1413,68
