,-64
0,-56
1,-52
2,-66
3,-63
4,-63
5,-64
6,-52
7,-57
8,-65
9,-66
10,-63
11,-48
12,-31
13,-17
14,2
15,28
16,56
17,74
18,76
19,76
20,59
21,37
22,14
23,7
24,-2
25,2
26,5
27,14
28,24
29,32
30,36
31,28
32,18
33,12
34,8
35,-10
36,-21
37,-21
38,-26
39,-26
40,-12
41,-5
42,2
43,-11
44,-16
45,-31
46,-37
47,-41
48,-44
49,-45
50,-46
51,-45
52,-46
53,-40
54,-26
55,-12
56,-1
57,8
58,5
59,-1
60,-7
61,-10
62,-15
63,-21
64,-21
65,-25
66,-23
67,-24
68,-16
69,-8
70,-7
71,9
72,15
73,22
74,25
75,23
76,23
77,25
78,23
79,13
80,9
81,13
82,25
83,35
84,38
85,41
86,34
87,31
88,13
89,4
90,-30
91,-44
92,-60
93,-69
94,-82
95,-83
96,-78
97,-82
98,-86
99,-88
100,-81
101,-77
102,-75
103,-72
104,-74
105,-63
106,-40
107,-12
108,5
109,13
110,12
111,4
112,6
113,15
114,20
115,11
116,10
117,-5
118,-9
119,-17
120,-13
121,-18
122,-39
123,-58
124,-92
125,-107
126,-132
127,-145
128,-141
129,-130
130,-101
131,-83
132,-72
133,-95
134,-135
135,-198
136,-240
137,-253
138,-250
139,-234
140,-218
141,-197
142,-176
143,-151
144,-107
145,-71
146,-46
147,-39
148,-15
149,4
150,34
151,50
152,45
153,32
154,27
155,27
156,27
157,23
158,23
159,18
160,12
161,4
162,-2
163,-14
164,-13
165,-8
166,0
167,1
168,0
169,2
170,-1
171,-17
172,-31
173,-48
174,-65
175,-72
176,-93
177,-103
178,-120
179,-121
180,-126
181,-127
182,-121
183,-110
184,-94
185,-57
186,-16
187,30
188,69
189,100
190,110
191,99
192,80
193,66
194,61
195,58
196,62
197,66
198,74
199,87
200,100
201,95
202,91
203,93
204,93
205,99
206,100
207,100
208,97
209,99
210,102
211,97
212,92
213,87
214,81
215,75
216,71
217,72
218,66
219,55
220,40
221,34
222,20
223,32
224,40
225,49
226,51
227,53
228,63
229,69
230,67
231,61
232,58
233,45
234,43
235,43
236,42
237,43
238,38
239,40
240,27
241,32
242,26
243,21
244,27
245,35
246,49
247,49
248,51
249,46
250,40
251,37
252,34
253,33
254,24
255,27
256,18
257,8
258,10
259,24
260,47
261,67
262,89
263,99
264,107
265,108
266,111
267,101
268,94
269,88
270,77
271,68
272,48
273,41
274,33
275,38
276,42
277,25
278,10
279,-7
280,-1
281,-11
282,-9
283,-17
284,-29
285,-44
286,-61
287,-79
288,-82
289,-75
290,-52
291,-27
292,-6
293,12
294,34
295,47
296,62
297,71
298,75
299,72
300,61
301,46
302,29
303,19
304,23
305,32
306,31
307,34
308,30
309,26
310,30
311,34
312,34
313,28
314,25
315,11
316,-3
317,-16
318,-28
319,-36
320,-57
321,-60
322,-53
323,-36
324,-14
325,4
326,1
327,2
328,-1
329,10
330,19
331,25
332,30
333,26
334,24
335,21
