,-18
0,-13
1,0
2,9
3,6
4,-20
5,-67
6,-126
7,-162
8,-165
9,-150
10,-113
11,-70
12,-31
13,-31
14,-12
15,-5
16,12
17,22
18,30
19,31
20,14
21,1
22,-2
23,6
24,10
25,13
26,3
27,-10
28,-15
29,-4
30,23
31,44
32,67
33,87
34,103
35,102
36,98
37,75
38,37
39,-8
40,-36
41,-44
42,-47
43,-44
44,-44
45,-49
46,-32
47,-1
48,29
49,41
50,49
51,45
52,43
53,31
54,12
55,-11
56,-36
57,-25
58,-17
59,-19
60,-30
61,-49
62,-70
63,-89
64,-100
65,-110
66,-103
67,-84
68,-51
69,-37
70,-30
71,-26
72,-15
73,10
74,30
75,45
76,31
77,3
78,-30
79,-78
80,-122
81,-156
82,-157
83,-144
84,-111
85,-68
86,-29
87,4
88,40
89,62
90,73
91,70
92,51
93,19
94,-26
95,-49
96,-72
97,-79
98,-87
99,-85
100,-74
101,-69
102,-39
103,9
104,75
105,126
106,151
107,142
108,98
109,61
110,-7
111,-81
112,-138
113,-159
114,-136
115,-99
116,-38
117,2
118,28
119,43
120,48
121,45
122,33
123,34
124,29
125,16
126,-20
127,-71
128,-112
129,-128
130,-97
131,-51
132,-1
133,44
134,72
135,81
136,52
137,35
138,10
139,-6
140,-28
141,-61
142,-93
143,-103
144,-86
145,-51
146,-22
147,-4
148,0
149,-29
150,-43
151,-41
152,-16
153,5
154,12
155,17
156,1
157,1
158,6
159,11
160,3
161,3
162,2
163,10
164,23
165,46
166,78
167,101
168,112
169,103
170,60
171,1
172,-53
173,-106
174,-138
175,-130
176,-91
177,-27
178,35
179,87
180,105
181,96
182,66
183,25
184,-19
185,-35
186,-36
187,-44
188,-64
189,-78
190,-84
191,-67
192,-44
193,-12
194,7
195,22
196,44
197,57
198,66
199,66
200,64
201,48
202,27
203,-5
204,-46
205,-86
206,-113
207,-115
208,-100
209,-62
210,-15
211,19
212,45
213,55
214,50
215,28
216,-1
217,-30
218,-59
219,-82
220,-91
221,-85
222,-71
223,-35
224,0
225,32
226,35
227,49
228,41
229,30
230,2
231,-40
232,-93
233,-148
234,-176
235,-171
236,-135
237,-74
238,-5
239,54
240,99
241,129
242,129
243,116
244,92
245,78
246,61
247,43
248,36
249,31
250,5
251,-5
252,9
253,34
254,60
255,66
256,49
257,38
258,44
259,75
260,89
261,73
262,16
263,-57
264,-116
265,-140
266,-118
267,-90
268,-47
269,-10
270,29
271,55
272,57
273,19
274,-46
