,-47
0,-99
1,-103
2,-58
3,-21
4,-4
5,18
6,-5
7,-16
8,-37
9,-26
10,-27
11,-41
12,-102
13,-98
14,-53
15,11
16,26
17,-2
18,-2
19,21
20,92
21,93
22,90
23,79
24,21
25,44
26,60
27,-2
28,-26
29,-12
30,-16
31,-58
32,-72
33,-83
34,-84
35,-21
36,40
37,42
38,44
39,48
40,57
41,41
42,30
43,-7
44,11
45,2
46,15
47,25
48,58
49,58
50,141
51,154
52,102
53,93
54,87
55,42
56,22
57,17
58,22
59,32
60,68
61,81
62,54
63,13
64,9
65,-35
66,-38
67,-33
68,-27
69,18
70,79
71,102
72,72
73,96
74,131
75,112
76,69
77,49
78,42
79,21
80,50
81,59
82,90
83,76
84,100
85,138
86,123
87,118
88,102
89,57
90,22
91,3
92,49
93,3
94,0
95,64
96,93
97,98
98,122
99,85
100,41
101,91
102,60
103,21
104,-31
105,-32
106,-17
107,-33
108,22
109,73
110,97
111,90
112,93
113,77
114,45
115,8
116,-20
117,-54
118,-35
119,-24
120,-2
121,-4
122,22
123,52
124,74
125,73
126,73
127,66
128,34
129,51
130,64
131,-2
132,-8
133,18
134,21
135,10
136,26
137,18
138,8
139,49
140,45
141,57
142,63
143,51
144,33
145,-49
146,-43
147,-10
148,-2
149,-9
150,-11
151,15
152,43
153,49
154,56
155,25
156,4
157,-9
158,-29
159,-43
160,-59
161,-47
162,-34
163,-9
164,-11
165,47
166,29
167,11
168,25
169,-33
170,-111
171,-96
172,-121
173,-117
174,-80
175,-36
176,19
177,104
178,176
179,190
180,143
181,73
182,-7
183,-88
184,-85
185,-50
186,8
187,26
188,20
189,108
190,154
191,151
192,101
193,39
194,-3
195,-39
196,-52
197,-47
198,-11
199,39
200,86
201,135
202,139
203,164
204,126
205,77
206,12
207,-21
208,-53
209,-55
210,-22
211,2
212,41
213,63
214,18
215,-91
216,-52
217,-14
218,-33
219,-67
220,-77
221,-73
222,-74
223,-75
224,-69
225,-32
226,-28
227,-47
228,-23
229,21
230,22
231,2
232,-29
233,-74
234,-70
235,-73
236,-37
237,0
238,27
239,23
240,13
