,-136
0,-121
1,-84
2,-50
3,-9
4,17
5,46
6,51
7,52
8,30
9,-9
10,-57
11,-89
12,-86
13,-40
14,22
15,57
16,67
17,59
18,33
19,20
20,1
21,-17
22,-43
23,-70
24,-83
25,-75
26,-47
27,-22
28,-2
29,7
30,7
31,9
32,9
33,-17
34,-54
35,-62
36,-45
37,-20
38,4
39,9
40,-3
41,-11
42,-5
43,2
44,15
45,17
46,20
47,15
48,24
49,46
50,70
51,81
52,60
53,47
54,29
55,35
56,48
57,55
58,55
59,66
60,87
61,117
62,137
63,131
64,103
65,64
66,30
67,35
68,53
69,61
70,74
71,57
72,37
73,58
74,81
75,102
76,109
77,100
78,93
79,88
80,97
81,91
82,75
83,60
84,35
85,8
86,-21
87,-37
88,-48
89,-12
90,40
91,66
92,87
93,117
94,170
95,203
96,212
97,188
98,149
99,105
100,75
101,58
102,31
103,5
104,-22
105,-24
106,-13
107,-7
108,-13
109,-39
110,-79
111,-112
112,-124
113,-143
114,-161
115,-158
116,-129
117,-89
118,-38
119,-5
120,7
121,14
122,16
123,28
124,17
125,-7
126,-47
127,-89
128,-101
129,-82
130,-51
131,6
132,65
133,82
134,52
135,12
136,-41
137,-69
138,-69
139,-73
140,-33
141,10
142,45
143,86
144,112
145,121
146,104
147,76
148,26
149,-28
150,-66
151,-97
152,-112
153,-102
154,-69
155,-38
156,14
157,73
158,129
159,165
160,176
161,165
162,118
163,67
164,35
165,15
166,3
167,-10
168,-15
169,-3
170,16
171,37
172,56
173,51
174,53
175,52
176,41
177,37
178,39
179,47
180,20
181,-18
182,-29
183,-16
184,8
185,44
186,64
187,60
188,85
189,116
190,126
191,93
192,35
193,-20
194,-50
195,-15
196,43
197,86
198,103
199,85
200,49
201,8
202,-55
203,-109
204,-121
205,-117
206,-65
207,11
208,82
209,131
210,138
211,110
212,61
213,8
214,-72
215,-148
216,-220
217,-270
218,-270
219,-237
220,-182
221,-112
222,-52
223,-23
224,-1
225,10
226,1
227,-13
228,-50
229,-87
230,-127
231,-141
232,-125
233,-79
234,-4
235,43
236,75
237,79
238,70
239,41
240,10
241,-20
242,-24
243,-13
244,6
245,25
246,16
247,-29
248,-54
249,-60
250,-55
251,-62
252,-97
253,-145
254,-144
255,-91
256,-27
257,11
258,37
259,40
260,6
261,-10
262,-20
263,-26
264,-11
265,-4
266,-10
267,-27
268,-42
269,-48
270,-51
271,-36
272,4
273,37
274,36
275,34
276,31
277,37
278,47
279,50
280,32
281,-21
282,-76
283,-92
284,-54
285,4
286,59
287,98
288,124
289,134
290,108
291,31
292,-50
293,-86
294,-87
295,-49
296,15
297,94
298,164
299,190
300,183
301,168
302,151
303,125
304,83
305,38
306,11
307,-3
308,-1
309,13
310,39
311,54
312,64
313,75
314,84
315,80
316,59
317,35
318,10
319,-34
320,-86
321,-137
322,-184
323,-210
324,-197
325,-167
326,-135
327,-95
328,-51
329,-28
330,-6
331,5
332,5
333,-10
334,-21
335,-46
336,-93
337,-135
338,-151
339,-155
340,-135
341,-92
342,-52
343,-23
344,-5
345,10
346,0
347,-22
348,-54
349,-77
350,-79
351,-66
352,-58
353,-54
354,-50
355,-43
356,-20
357,2
358,19
359,36
360,20
361,-12
362,-35
363,-39
364,-47
365,-50
366,-49
367,-30
368,14
369,78
370,140
371,165
372,167
373,160
374,118
375,66
376,16
377,-18
378,-41
379,-30
380,12
381,52
382,67
383,77
384,94
385,89
386,73
387,57
388,35
389,5
390,-1
391,25
392,52
393,74
394,96
395,107
396,113
397,125
398,114
399,74
400,46
401,37
402,32
403,21
404,13
405,10
406,4
407,-1
408,0
409,6
410,12
411,24
412,29
413,32
414,45
415,51
416,43
417,35
418,36
419,23
420,-6
421,-25
422,-34
423,-46
424,-53
425,-56
426,-51
427,-51
428,-53
429,-48
430,-51
431,-36
432,-17
433,-32
434,-51
435,-75
436,-95
437,-99
438,-86
439,-61
440,-20
441,28
442,70
443,81
444,58
445,41
446,13
447,0
448,7
449,21
450,27
451,17
452,-1
453,-18
454,-12
455,10
456,28
457,27
458,26
459,26
460,9
461,-18
462,-46
463,-47
464,-25
465,11
466,57
467,88
468,92
469,79
470,52
471,26
472,8
473,6
474,11
475,27
476,65
477,117
478,145
479,145
480,106
481,55
482,35
483,37
484,45
485,26
486,17
487,19
488,44
489,83
490,143
491,192
492,222
