,-159
0,-176
1,-174
2,-145
3,-101
4,-45
5,0
6,29
7,15
8,15
9,29
10,34
11,9
12,-52
13,-117
14,-152
15,-143
16,-90
17,-48
18,-16
19,0
20,33
21,67
22,95
23,94
24,65
25,12
26,-49
27,-101
28,-146
29,-168
30,-162
31,-145
32,-103
33,-36
34,51
35,122
36,171
37,190
38,159
39,79
40,-23
41,-100
42,-154
43,-181
44,-178
45,-157
46,-115
47,-66
48,-9
49,32
50,69
51,90
52,119
53,147
54,189
55,213
56,193
57,128
58,49
59,-24
60,-61
61,-55
62,-14
63,17
64,40
65,48
66,50
67,45
68,54
69,61
70,62
71,34
72,-25
73,-94
74,-142
75,-145
76,-147
77,-147
78,-124
79,-83
80,-31
81,8
82,29
83,43
84,25
85,8
86,5
87,4
88,20
89,22
90,6
91,-16
92,-53
93,-82
94,-114
95,-119
96,-94
97,-53
98,-8
99,30
100,66
101,62
102,46
103,25
104,7
105,-16
106,-45
107,-69
108,-90
109,-96
110,-92
111,-84
112,-74
113,-56
114,-31
115,-17
116,13
117,45
118,75
119,68
120,45
121,17
122,-14
123,-38
124,-69
125,-103
126,-131
127,-133
128,-109
129,-80
130,-61
131,-53
132,-68
133,-91
134,-101
135,-100
136,-83
137,-74
138,-53
139,-38
140,-38
141,-26
142,-14
143,4
144,23
145,49
146,74
147,91
148,94
149,106
150,85
151,53
152,-5
153,-55
154,-112
155,-141
156,-150
157,-141
158,-108
159,-47
160,47
161,132
162,195
163,204
164,175
165,110
166,49
167,-6
168,-58
169,-93
170,-108
171,-101
172,-86
173,-66
174,-34
175,34
176,139
177,253
178,317
179,303
180,246
181,190
182,120
183,66
184,-1
185,-79
186,-170
187,-223
188,-233
189,-185
190,-114
191,-26
192,56
193,119
194,172
195,179
196,158
197,98
198,25
199,-53
200,-117
201,-141
202,-131
203,-95
204,-49
205,-9
206,18
207,32
208,38
209,37
210,36
211,43
212,44
213,21
214,-11
215,-54
216,-90
217,-115
218,-126
219,-78
220,-27
221,29
222,61
223,81
224,89
225,99
226,90
227,46
228,0
229,-50
230,-96
231,-153
232,-203
233,-221
234,-222
