,72
0,102
1,111
2,121
3,137
4,152
5,135
6,83
7,20
8,-42
9,-80
10,-108
11,-110
12,-99
13,-102
14,-120
15,-142
16,-130
17,-87
18,-10
19,56
20,79
21,43
22,-14
23,-75
24,-120
25,-125
26,-105
27,-66
28,-33
29,9
30,41
31,84
32,103
33,114
34,84
35,20
36,-50
37,-129
38,-176
39,-186
40,-169
41,-136
42,-107
43,-83
44,-51
45,-2
46,67
47,140
48,175
49,165
50,127
51,62
52,10
53,-27
54,-53
55,-70
56,-78
57,-75
58,-65
59,-47
60,-7
61,35
62,68
63,89
64,91
65,81
66,68
67,45
68,21
69,-20
70,-72
71,-117
72,-152
73,-151
74,-109
75,-40
76,28
77,86
78,113
79,86
80,29
81,-33
82,-83
83,-115
84,-121
85,-104
86,-90
87,-95
88,-102
89,-94
90,-47
91,8
92,60
93,87
94,69
95,61
96,35
97,7
98,-14
99,-33
100,-48
101,-79
102,-103
103,-113
104,-100
105,-61
106,-4
107,48
108,107
109,149
110,162
111,132
112,69
113,2
114,-68
115,-103
116,-125
117,-132
118,-121
119,-104
120,-71
121,-34
122,-34
123,8
124,55
125,96
126,120
127,120
128,93
129,40
130,-16
131,-54
132,-93
133,-133
134,-164
135,-172
136,-140
137,-73
138,29
139,116
140,156
141,150
142,110
143,54
144,14
145,-19
146,-37
147,-49
148,-49
149,-46
150,-42
151,-28
152,-14
153,13
154,28
155,58
156,70
157,76
158,71
159,62
160,44
161,17
162,-4
163,-35
164,-57
165,-69
166,-50
167,-26
168,15
169,54
170,82
171,106
172,114
173,118
174,101
175,63
176,14
177,-45
178,-100
179,-142
180,-164
181,-174
182,-155
183,-110
184,-50
185,-1
186,27
187,50
188,43
189,10
190,3
191,-5
192,8
193,15
194,-3
195,-41
196,-59
197,-63
198,-45
199,-12
200,39
201,86
202,96
203,78
204,45
205,6
206,-34
207,-72
208,-84
209,-88
210,-70
211,-56
212,-46
213,-28
214,6
215,47
216,99
217,142
218,172
219,148
220,65
221,-21
222,-123
223,-195
224,-223
225,-205
226,-144
227,-80
228,-20
229,18
230,44
231,82
232,132
233,176
234,196
235,176
236,110
237,9
238,-103
239,-182
240,-206
241,-169
242,-112
243,-75
244,-70
245,-88
246,-92
247,-97
248,-80
249,-53
250,-37
251,-32
252,-41
253,-68
254,-73
255,-59
256,-17
257,14
258,37
259,51
260,57
261,39
262,14
263,-9
264,-22
265,-40
266,-61
267,-61
