,90
0,108
1,108
2,96
3,76
4,32
5,-15
6,-63
7,-102
8,-133
9,-145
10,-130
11,-106
12,-64
13,-19
14,18
15,48
16,79
17,103
18,115
19,113
20,104
21,104
22,80
23,37
24,0
25,-38
26,-62
27,-64
28,-45
29,-16
30,4
31,27
32,40
33,51
34,68
35,87
36,107
37,109
38,108
39,80
40,36
41,-13
42,-51
43,-78
44,-83
45,-64
46,-42
47,-24
48,-9
49,13
50,32
51,56
52,85
53,101
54,103
55,92
56,68
57,32
58,2
59,-14
60,-20
61,-18
62,-16
63,0
64,19
65,44
66,69
67,87
68,94
69,93
70,91
71,69
72,53
73,37
74,21
75,-16
76,-53
77,-83
78,-103
79,-88
80,-55
81,-21
82,-1
83,10
84,18
85,25
86,38
87,57
88,68
89,62
90,50
91,20
92,-12
93,-41
94,-58
95,-62
96,-64
97,-55
98,-48
99,-38
100,-21
101,0
102,17
103,22
104,25
105,11
106,-4
107,-19
108,-26
109,-31
110,-39
111,-43
112,-51
113,-54
114,-43
115,-27
116,-7
117,5
118,22
119,30
120,25
121,13
122,5
123,-11
124,-16
125,-18
126,-17
127,-13
128,-14
129,-6
130,-11
131,-11
132,0
133,8
134,16
135,30
136,48
137,50
138,42
139,23
140,6
141,-14
142,-29
143,-26
144,-22
145,-2
146,21
147,42
148,52
149,60
150,57
151,50
152,60
153,69
154,78
155,61
156,41
157,17
158,-1
159,-6
160,-1
161,7
162,7
163,12
164,11
165,12
166,27
167,52
168,70
169,73
170,80
171,76
172,66
173,51
174,43
175,36
176,32
177,37
178,32
179,25
180,23
181,27
182,33
183,35
184,42
185,50
186,58
187,64
188,68
189,69
190,67
191,62
192,44
193,22
194,3
195,11
196,9
197,21
198,35
199,50
200,48
201,38
202,35
203,29
204,39
205,48
206,51
207,44
208,36
209,30
210,16
211,6
212,-1
213,-9
214,-18
215,-22
216,-29
217,-36
218,-31
219,-19
220,-9
221,-11
222,-10
223,-14
224,-22
225,-19
226,-1
227,23
228,42
229,54
230,44
231,17
232,-17
233,-45
234,-63
235,-64
236,-49
237,-31
238,-18
239,2
240,27
241,42
242,51
243,63
244,57
245,39
246,10
247,-18
248,-49
249,-65
250,-66
251,-59
252,-45
253,-30
254,-20
255,-25
256,-38
257,-45
258,-54
259,-56
260,-47
261,-28
262,-21
263,-16
264,-14
265,-20
266,-33
267,-44
268,-42
269,-35
270,-12
271,25
272,56
273,73
274,69
275,53
276,30
277,25
278,39
279,59
280,64
281,58
282,41
283,15
284,1
285,-4
286,-8
287,-3
288,23
289,57
290,86
291,102
292,94
293,75
294,52
295,38
296,15
297,-11
298,-38
299,-51
300,-64
301,-72
302,-64
303,-56
304,-35
305,-5
306,40
307,86
308,120
309,156
310,157
311,136
312,97
313,72
314,53
315,33
316,5
317,-27
318,-52
319,-55
320,-33
321,-14
322,12
323,33
324,46
325,49
326,51
327,67
328,82
329,110
330,125
331,112
332,68
333,15
334,-27
335,-67
336,-90
337,-97
338,-94
339,-86
340,-71
341,-43
342,-11
343,23
344,46
345,58
346,50
347,39
348,19
349,-9
350,-41
351,-82
352,-127
353,-158
354,-159
355,-142
356,-122
357,-91
358,-45
359,4
360,27
361,38
362,28
363,13
364,3
365,-12
366,-37
367,-78
368,-112
369,-145
370,-154
371,-135
372,-84
373,-26
374,34
375,94
376,127
377,145
378,151
379,161
380,159
381,133
382,88
383,15
384,-63
385,-120
386,-148
387,-151
388,-131
389,-92
390,-49
391,-5
392,31
393,64
394,83
395,107
396,125
397,110
398,56
399,-18
400,-71
401,-102
402,-96
403,-76
404,-45
405,-24
406,-7
407,-9
408,-21
409,-22
410,-10
411,18
412,38
413,57
414,59
415,38
416,6
417,-29
418,-55
419,-74
420,-83
421,-91
422,-101
423,-94
424,-67
425,-34
426,-2
427,37
428,61
429,74
430,75
431,66
432,51
433,26
434,10
435,-5
436,-19
437,-25
438,-30
439,-41
440,-53
441,-46
442,-33
443,-16
444,0
445,13
446,12
447,11
448,17
449,17
450,4
451,-16
452,-40
453,-76
454,-103
455,-116
456,-109
457,-87
458,-59
459,-38
460,-27
461,-14
462,6
463,26
464,44
465,58
466,65
467,53
468,38
469,21
470,-2
471,-29
472,-38
473,-36
474,-40
475,-42
476,-44
477,-35
478,-17
479,9
480,37
481,55
482,71
483,84
484,88
485,78
486,57
487,19
488,-26
489,-53
490,-66
491,-62
492,-60
493,-45
494,-33
495,-16
496,11
497,48
498,79
499,92
500,93
501,71
502,38
503,0
504,-33
505,-65
506,-97
507,-110
508,-121
509,-122
510,-111
511,-80
512,-40
513,0
514,39
515,58
516,66
517,64
518,52
519,30
520,6
521,-18
522,-62
523,-105
524,-137
525,-137
526,-126
527,-98
528,-72
529,-44
530,-34
531,-28
532,-19
533,-10
534,15
535,42
536,54
537,47
538,24
539,2
540,-23
541,-41
542,-51
543,-50
544,-47
545,-39
546,-37
547,-37
548,-29
549,-8
550,15
551,33
552,53
553,56
554,38
555,11
556,-14
557,-32
558,-42
559,-42
560,-50
561,-55
562,-58
563,-48
564,-32
565,-12
566,16
567,28
568,32
569,31
570,36
571,38
572,39
573,37
574,14
575,-22
576,-55
577,-62
578,-50
579,-14
580,33
581,62
582,77
583,70
584,56
585,24
586,-11
587,-33
588,-41
589,-43
590,-48
591,-52
592,-76
593,-89
594,-86
595,-63
596,-16
597,36
598,85
599,107
600,107
601,89
602,65
603,44
604,30
605,18
606,-8
607,-25
608,-33
609,-28
610,-20
611,-3
612,13
613,28
614,45
615,53
616,49
617,36
618,27
619,7
620,-16
621,-30
622,-31
623,-27
624,-25
625,-20
626,-14
627,-4
628,3
629,9
630,12
631,0
632,-6
633,-12
634,-21
635,-22
636,-17
637,-10
638,9
639,40
640,67
641,85
642,97
643,105
644,102
645,92
646,80
647,51
648,16
649,-11
650,-29
651,-43
652,-51
653,-55
654,-47
655,-35
656,-12
657,18
658,35
659,46
660,70
661,103
662,130
663,142
664,126
665,77
666,15
667,-47
668,-96
669,-131
670,-150
671,-142
672,-127
673,-89
674,-37
675,27
676,83
677,131
678,155
679,155
680,149
681,137
682,120
683,86
684,61
685,30
686,-1
687,-24
688,-32
689,-33
690,-31
691,-22
692,-23
693,-18
694,0
695,29
696,70
697,106
698,147
699,165
700,158
701,129
702,93
703,48
704,5
705,-18
706,-31
707,-44
708,-50
709,-45
710,-27
711,7
712,49
713,88
