SpectralCentroid,SpectralSpread,SpectralEntropy,PeakFrequency,PeakPower,MeanFrequency,MedianFrequency,DeltaPower,ThetaPower,AlphaPower,BetaPower,GammaPower,RelDeltaPower,RelThetaPower,RelAlphaPower,RelBetaPower,RelGammaPower,MeanAmplitude,StdAmplitude,Label
9.451415116200655,7.068857029470902,5.53741161588691,3.4722000000000004,345.63365022021617,9.451415116200653,7.986060000000001,1362.8948535477484,959.3037695834458,1258.0510599808617,1042.2396943341903,17.28186480310752,0.29374182096249624,0.206756695426729,0.27114506174898406,0.22463169840005173,0.0037247234617388807,9.71628731281519,43.09682193122616,0.0
10.288983850002678,7.0737561310355295,5.666750322804891,2.08332,251.94159068369152,10.288983850002678,9.02772,926.5846403719901,962.782521548446,1056.3020338060414,1310.4150176069577,26.3830846934946,0.21636700899009723,0.22481958519380424,0.246657349676135,0.3059953354951964,0.006160720644767126,-0.04845734485386743,40.873678669981615,0.0
8.853436548838594,6.969847004258759,5.39472236961053,1.3888800000000001,600.034951911763,8.853436548838596,7.986060000000001,2007.6519392207051,785.1925374424901,888.1989197379796,1872.8196090318654,25.287950028101953,0.35984900843299794,0.14073692282405548,0.15919965722894944,0.3356818311572407,0.004532580356756414,-3.3288158979180844,44.045008788096226,0.0
7.924759931690566,7.8578008699924515,5.00134764880695,0.6944400000000001,714.2794972099914,7.924759931690566,4.86108,1727.7377710517203,550.8760784705651,854.4082377680267,776.3841886101192,13.785471433372582,0.44039085579385423,0.14041528274648818,0.2177839608142226,0.19789605979308783,0.003513840852347115,1.8427531057426259,41.324709984040666,0.0
5.6347151828096615,6.2011168103715315,4.679838637749041,0.6944400000000001,2313.490262641687,5.634715182809662,2.7777600000000002,5649.888976663619,1926.4836317018055,1202.3157587962387,1156.7327446932165,21.718958694109993,0.5674208594669402,0.19347760682808068,0.12074910569475883,0.11617118334154754,0.0021812446686724682,2.1937329552056117,57.19350386356377,0.0
8.06396129029919,7.552780788982637,4.928836116842542,1.3888800000000001,836.8343768319465,8.06396129029919,4.51386,2258.6362262447515,610.5950706252147,752.140708934013,1101.226961871242,24.909920602549548,0.4757518689057379,0.12861378145765137,0.1584284993738818,0.2319589047195504,0.005246945543178538,-1.117629296502685,42.08731268194568,0.0
8.07733801539838,6.808014648745046,5.37985045614989,3.1249800000000003,502.69167744266355,8.077338015398379,6.597180000000001,2129.1178657835326,1105.08627773401,1223.8501832198754,893.135837723336,21.861517839594644,0.39625858667936725,0.20567199853564277,0.22777562092905687,0.1662250598976112,0.004068733958322013,0.4922534524214163,38.02538737759384,0.0
9.386177121724048,6.921698655591261,5.367173636985636,12.499920000000001,355.64463284462516,9.386177121724046,7.638840000000001,1543.4026418821782,870.0027833752182,1207.446539131698,1080.1045157207166,43.106339687192694,0.32533351696810364,0.18338770299261029,0.25451740101185344,0.2276750027873648,0.009086376240067832,-0.6649945378032476,40.457157291799014,0.0
16.51146391653115,9.03519251651277,5.6644856529113445,20.8332,400.01192425265805,16.51146391653115,20.48598,817.4037539560165,584.2392483276708,935.0480801927658,3401.260185186855,305.6067219459795,0.1352520742518533,0.09667140603799211,0.15471814480814075,0.5627910232738156,0.050567351628198205,-9.485721650840851,45.94825523839901,0.0
14.6010356671822,9.223945396959799,5.572099426130326,0.6944400000000001,657.0697021434253,14.6010356671822,17.361,1603.8670288400915,420.3506771612481,1002.4737030693881,3538.287298917471,103.17616586663769,0.2405263613670241,0.06303852941529609,0.1503374954591991,0.5306246429264472,0.015472970832033466,0.21525155232092766,45.79981733924936,0.0
9.98083890583523,9.051726099827926,5.125026425807731,0.6944400000000001,898.8159347407633,9.980838905835231,7.638840000000001,2512.1154720765335,731.3656897236452,1067.605348193686,1919.1218012176707,104.66715931722291,0.396553252508822,0.11545068141056919,0.1685282296645644,0.3029454659599624,0.016522370456082,-0.11266327216146692,45.522319241603846,0.0
13.42170401180015,8.69384383304071,5.780575982875851,2.08332,303.51939055050656,13.421704011800148,12.847140000000001,1233.193359949087,800.5043567914743,1041.6971095006302,2869.771823439586,78.68437503634519,0.20471843591234845,0.13288913578819214,0.1729287635478249,0.47640152647605505,0.01306213827557931,2.303775635323071,44.516126927159526,0.0
13.433054197052511,9.023091864469608,5.730954117336511,2.43054,545.7642745080899,13.43305419705251,12.499920000000001,1750.3223431029694,560.5890198567208,962.5485006185116,3091.5970939215654,115.48593709018373,0.2700888446497535,0.08650340395473788,0.14852899151737128,0.477058349000741,0.017820410877396248,-0.742993590407415,46.3965694671394,0.0
7.162640087911581,8.469050927055818,4.68757019575182,0.6944400000000001,2659.6224426567187,7.16264008791158,1.7361000000000002,7393.8565007591515,524.7960841715034,1895.8812145947393,2329.3869768448135,125.43294258531941,0.6026280332382966,0.042772919926558156,0.15452168533259408,0.18985408931898579,0.010223272183565127,-5.01929621931956,59.48813358657293,0.0
